qid,qtype,arm,budget,variants,fact_joint_recall,doc_joint_recall,candidate_fact_joint_recall,candidate_doc_joint_recall,all_located,n_facts,n_contained,n_fallback,rendered_tokens,duplicate_share,n_candidates,n_rendered,n_truncated,missing
mhr_q1590,temporal_query,S5_planner_oracle,4000,,0.0,0.0,1.0,1.0,True,3,1,0,4000,0.0,100,10,1,False
mhr_q1590,temporal_query,S5_overlay_R0,4000,,0.0,0.0,1.0,1.0,True,3,1,0,4000,0.0,100,9,1,False
mhr_q1590,temporal_query,S5_overlay_R2,4000,,0.0,0.0,0.0,0.0,True,3,0,0,4000,0.0,100,9,1,False
mhr_q1590,temporal_query,S5_overlay_P0,4000,,0.0,0.0,0.0,0.0,True,3,0,0,4000,0.0,100,10,1,False
mhr_q1590,temporal_query,S2_lazy,4000,,0.0,0.0,1.0,1.0,True,3,1,0,4000,0.0,178,9,1,False
mhr_q1590,temporal_query,ours_cheap,8000,,0.0,0.0,1.0,1.0,True,3,1,0,8000,0.0,100,20,1,False
mhr_q1590,temporal_query,S4_static,8000,,0.0,0.0,1.0,1.0,True,3,1,0,8000,0.0,100,19,1,False
mhr_q1590,temporal_query,S5_primary,8000,,0.0,0.0,1.0,1.0,True,3,1,0,8000,0.0,100,19,1,False
mhr_q1590,temporal_query,S5_noPGR,8000,,0.0,0.0,1.0,1.0,True,3,1,0,8000,0.0,100,19,1,False
mhr_q1590,temporal_query,S5_planner_rules,8000,,0.0,0.0,1.0,1.0,True,3,1,0,8000,0.0,100,19,1,False
mhr_q1590,temporal_query,S5_planner_oracle,8000,,0.0,0.0,1.0,1.0,True,3,1,0,8000,0.0,100,18,1,False
mhr_q1590,temporal_query,S5_overlay_R0,8000,,0.0,0.0,1.0,1.0,True,3,1,0,8000,0.0,100,18,1,False
mhr_q1590,temporal_query,S5_overlay_R2,8000,,0.0,0.0,0.0,0.0,True,3,0,0,8000,0.0,100,18,1,False
mhr_q1590,temporal_query,S5_overlay_P0,8000,,0.0,0.0,0.0,0.0,True,3,1,0,8000,0.0,100,19,1,False
mhr_q1590,temporal_query,S2_lazy,8000,,0.0,0.0,1.0,1.0,True,3,1,0,8000,0.0,178,19,1,False
mhr_q2278,temporal_query,ours_cheap,4000,,0.0,0.0,1.0,1.0,True,2,0,0,4000,0.0,100,9,1,False
mhr_q2278,temporal_query,S4_static,4000,,0.0,0.0,1.0,1.0,True,2,1,0,4000,0.0,100,9,1,False
mhr_q2278,temporal_query,S5_primary,4000,,0.0,0.0,1.0,1.0,True,2,1,0,4000,0.0,100,9,1,False
mhr_q2278,temporal_query,S5_noPGR,4000,,0.0,0.0,1.0,1.0,True,2,1,0,4000,0.0,100,9,1,False
mhr_q2278,temporal_query,S5_planner_rules,4000,,0.0,0.0,1.0,1.0,True,2,1,0,4000,0.0,100,8,1,False
mhr_q2278,temporal_query,S5_planner_oracle,4000,,0.0,0.0,1.0,1.0,True,2,1,0,4000,0.0,100,9,1,False
mhr_q2278,temporal_query,S5_overlay_R0,4000,,0.0,0.0,1.0,1.0,True,2,1,0,4000,0.0,100,9,1,False
mhr_q2278,temporal_query,S5_overlay_R2,4000,,0.0,0.0,1.0,1.0,True,2,1,0,4000,0.0,100,9,1,False
mhr_q2278,temporal_query,S5_overlay_P0,4000,,0.0,0.0,1.0,1.0,True,2,1,0,4000,0.0,100,9,1,False
mhr_q2278,temporal_query,S2_lazy,4000,,0.0,0.0,1.0,1.0,True,2,1,0,4000,0.0,246,9,1,False
mhr_q2278,temporal_query,ours_cheap,8000,,1.0,1.0,1.0,1.0,True,2,2,0,8000,0.0,100,17,1,False
mhr_q2278,temporal_query,S4_static,8000,,1.0,1.0,1.0,1.0,True,2,2,0,8000,0.0,100,17,1,False
mhr_q2278,temporal_query,S5_primary,8000,,0.0,0.0,1.0,1.0,True,2,1,0,8000,0.0,100,17,1,False
mhr_q2278,temporal_query,S5_noPGR,8000,,0.0,0.0,1.0,1.0,True,2,1,0,8000,0.0,100,17,1,False
mhr_q2278,temporal_query,S5_planner_rules,8000,,0.0,0.0,1.0,1.0,True,2,1,0,8000,0.0,100,17,1,False
mhr_q2278,temporal_query,S5_planner_oracle,8000,,0.0,0.0,1.0,1.0,True,2,1,0,8000,0.0,100,17,1,False
mhr_q2278,temporal_query,S5_overlay_R0,8000,,1.0,1.0,1.0,1.0,True,2,2,0,8000,0.0,100,17,1,False
mhr_q2278,temporal_query,S5_overlay_R2,8000,,0.0,0.0,1.0,1.0,True,2,1,0,8000,0.0,100,17,1,False
mhr_q2278,temporal_query,S5_overlay_P0,8000,,0.0,0.0,1.0,1.0,True,2,1,0,8000,0.0,100,17,1,False
mhr_q2278,temporal_query,S2_lazy,8000,,1.0,1.0,1.0,1.0,True,2,2,0,8000,0.0,246,17,1,False
mhr_q0607,temporal_query,ours_cheap,4000,,0.0,0.0,1.0,1.0,True,2,1,0,4000,0.0,100,9,1,False
mhr_q0607,temporal_query,S4_static,4000,,0.0,0.0,1.0,1.0,True,2,1,0,4000,0.0,100,9,1,False
mhr_q0607,temporal_query,S5_primary,4000,,0.0,0.0,1.0,1.0,True,2,1,0,4000,0.0,100,9,1,False
mhr_q0607,temporal_query,S5_noPGR,4000,,0.0,0.0,1.0,1.0,True,2,1,0,4000,0.0,100,9,1,False
mhr_q0607,temporal_query,S5_planner_rules,4000,,0.0,0.0,1.0,1.0,True,2,1,0,4000,0.0,100,9,1,False
mhr_q0607,temporal_query,S5_planner_oracle,4000,,1.0,1.0,1.0,1.0,True,2,2,0,4000,0.0,100,10,1,False
mhr_q0607,temporal_query,S5_overlay_R0,4000,,0.0,0.0,1.0,1.0,True,2,1,0,4000,0.0,100,9,1,False
mhr_q0607,temporal_query,S5_overlay_R2,4000,,0.0,0.0,1.0,1.0,True,2,1,0,4000,0.0,100,9,1,False
mhr_q0607,temporal_query,S5_overlay_P0,4000,,0.0,0.0,1.0,1.0,True,2,1,0,4000,0.0,100,9,1,False
mhr_q0607,temporal_query,S2_lazy,4000,,0.0,0.0,1.0,1.0,True,2,1,0,4000,0.0,139,9,1,False
mhr_q0607,temporal_query,ours_cheap,8000,,0.0,0.0,1.0,1.0,True,2,1,0,7995,0.0,100,17,0,False
mhr_q0607,temporal_query,S4_static,8000,,1.0,1.0,1.0,1.0,True,2,2,0,8000,0.0,100,18,1,False
mhr_q0607,temporal_query,S5_primary,8000,,1.0,1.0,1.0,1.0,True,2,2,0,8000,0.0,100,18,1,False
mhr_q0607,temporal_query,S5_noPGR,8000,,1.0,1.0,1.0,1.0,True,2,2,0,8000,0.0,100,18,1,False
mhr_q0607,temporal_query,S5_planner_rules,8000,,1.0,1.0,1.0,1.0,True,2,2,0,8000,0.0,100,18,1,False
mhr_q0607,temporal_query,S5_planner_oracle,8000,,1.0,1.0,1.0,1.0,True,2,2,0,8000,0.0,100,18,1,False
mhr_q0607,temporal_query,S5_overlay_R0,8000,,0.0,0.0,1.0,1.0,True,2,1,0,8000,0.0,100,18,1,False
mhr_q0607,temporal_query,S5_overlay_R2,8000,,1.0,1.0,1.0,1.0,True,2,2,0,8000,0.0,100,18,1,False
mhr_q0607,temporal_query,S5_overlay_P0,8000,,1.0,1.0,1.0,1.0,True,2,2,0,8000,0.0,100,18,1,False
mhr_q0607,temporal_query,S2_lazy,8000,,1.0,1.0,1.0,1.0,True,2,2,0,8000,0.0,139,18,1,False
mhr_q2071,comparison_query,ours_cheap,4000,,1.0,1.0,1.0,1.0,True,2,2,0,4000,0.0,100,10,1,False
mhr_q2071,comparison_query,S4_static,4000,,0.0,0.0,1.0,1.0,True,2,1,0,4000,0.0,100,10,1,False
mhr_q2071,comparison_query,S5_primary,4000,,0.0,0.0,1.0,1.0,True,2,1,0,4000,0.0,100,9,1,False
mhr_q2071,comparison_query,S5_noPGR,4000,,0.0,0.0,1.0,1.0,True,2,1,0,4000,0.0,100,9,1,False
mhr_q2071,comparison_query,S5_planner_rules,4000,,0.0,0.0,1.0,1.0,True,2,1,0,4000,0.0,100,10,1,False
mhr_q2071,comparison_query,S5_planner_oracle,4000,,0.0,0.0,1.0,1.0,True,2,1,0,4000,0.0,100,9,1,False
mhr_q2071,comparison_query,S5_overlay_R0,4000,,0.0,0.0,1.0,1.0,True,2,1,0,4000,0.0,100,11,1,False
mhr_q2071,comparison_query,S5_overlay_R2,4000,,0.0,0.0,1.0,1.0,True,2,1,0,4000,0.0,100,9,1,False
mhr_q2071,comparison_query,S5_overlay_P0,4000,,0.0,0.0,1.0,1.0,True,2,1,0,4000,0.0,100,10,1,False
mhr_q2071,comparison_query,S2_lazy,4000,,0.0,0.0,1.0,1.0,True,2,1,0,4000,0.0,240,10,1,False
mhr_q2071,comparison_query,ours_cheap,8000,,1.0,1.0,1.0,1.0,True,2,2,0,8000,0.0,100,19,1,False
mhr_q2071,comparison_query,S4_static,8000,,0.0,0.0,1.0,1.0,True,2,1,0,8000,0.0,100,20,1,False
mhr_q2071,comparison_query,S5_primary,8000,,0.0,0.0,1.0,1.0,True,2,1,0,8000,0.0,100,18,1,False
mhr_q2071,comparison_query,S5_noPGR,8000,,0.0,0.0,1.0,1.0,True,2,1,0,8000,0.0,100,18,1,False
mhr_q2071,comparison_query,S5_planner_rules,8000,,0.0,0.0,1.0,1.0,True,2,1,0,8000,0.0,100,18,1,False
mhr_q2071,comparison_query,S5_planner_oracle,8000,,0.0,0.0,1.0,1.0,True,2,1,0,8000,0.0,100,18,1,False
mhr_q2071,comparison_query,S5_overlay_R0,8000,,0.0,0.0,1.0,1.0,True,2,1,0,8000,0.0,100,20,1,False
mhr_q2071,comparison_query,S5_overlay_R2,8000,,0.0,0.0,1.0,1.0,True,2,1,0,8000,0.0,100,18,1,False
mhr_q2071,comparison_query,S5_overlay_P0,8000,,1.0,1.0,1.0,1.0,True,2,2,0,8000,0.0,100,19,1,False
mhr_q2071,comparison_query,S2_lazy,8000,,0.0,0.0,1.0,1.0,True,2,1,0,8000,0.0,240,20,1,False
mhr_q1640,temporal_query,ours_cheap,4000,,0.0,0.0,1.0,1.0,True,2,1,0,4000,0.0,100,10,1,False
mhr_q1640,temporal_query,S4_static,4000,,1.0,1.0,1.0,1.0,True,2,2,0,4000,0.0,100,9,1,False
mhr_q1640,temporal_query,S5_primary,4000,,0.0,0.0,1.0,1.0,True,2,1,0,4000,0.0,100,9,1,False
mhr_q1640,temporal_query,S5_noPGR,4000,,0.0,0.0,1.0,1.0,True,2,1,0,4000,0.0,100,9,1,False
mhr_q1640,temporal_query,S5_planner_rules,4000,,0.0,0.0,1.0,1.0,True,2,1,0,4000,0.0,100,9,1,False
mhr_q1640,temporal_query,S5_planner_oracle,4000,,0.0,0.0,1.0,1.0,True,2,1,0,4000,0.0,100,9,1,False
mhr_q1640,temporal_query,S5_overlay_R0,4000,,1.0,1.0,1.0,1.0,True,2,2,0,4000,0.0,100,9,1,False
mhr_q1640,temporal_query,S5_overlay_R2,4000,,0.0,0.0,1.0,1.0,True,2,1,0,4000,0.0,100,9,1,False
mhr_q1640,temporal_query,S5_overlay_P0,4000,,1.0,1.0,1.0,1.0,True,2,2,0,4000,0.0,100,9,1,False
mhr_q1640,temporal_query,S2_lazy,4000,,1.0,1.0,1.0,1.0,True,2,2,0,4000,0.0,206,9,1,False
mhr_q1640,temporal_query,ours_cheap,8000,,0.0,0.0,1.0,1.0,True,2,1,0,8000,0.0,100,18,1,False
mhr_q1640,temporal_query,S4_static,8000,,1.0,1.0,1.0,1.0,True,2,2,0,7996,0.0,100,18,0,False
mhr_q1640,temporal_query,S5_primary,8000,,1.0,1.0,1.0,1.0,True,2,2,0,8000,0.0,100,18,1,False
mhr_q1640,temporal_query,S5_noPGR,8000,,1.0,1.0,1.0,1.0,True,2,2,0,8000,0.0,100,18,1,False
mhr_q1640,temporal_query,S5_planner_rules,8000,,0.0,0.0,1.0,1.0,True,2,1,0,8000,0.0,100,18,1,False
mhr_q1640,temporal_query,S5_planner_oracle,8000,,1.0,1.0,1.0,1.0,True,2,2,0,8000,0.0,100,18,1,False
mhr_q1640,temporal_query,S5_overlay_R0,8000,,1.0,1.0,1.0,1.0,True,2,2,0,8000,0.0,100,18,1,False
mhr_q1640,temporal_query,S5_overlay_R2,8000,,1.0,1.0,1.0,1.0,True,2,2,0,8000,0.0,100,18,1,False
mhr_q1640,temporal_query,S5_overlay_P0,8000,,1.0,1.0,1.0,1.0,True,2,2,0,8000,0.0,100,19,1,False
mhr_q1640,temporal_query,S2_lazy,8000,,1.0,1.0,1.0,1.0,True,2,2,0,7996,0.0,206,18,0,False
mhr_q0473,temporal_query,ours_cheap,4000,,0.0,0.0,1.0,1.0,True,3,2,0,4000,0.0,100,10,1,False
mhr_q0473,temporal_query,S4_static,4000,,0.0,0.0,1.0,1.0,True,3,2,0,4000,0.0,100,9,1,False
mhr_q0473,temporal_query,S5_primary,4000,,0.0,0.0,1.0,1.0,True,3,2,0,4000,0.0,100,10,1,False
mhr_q0473,temporal_query,S5_noPGR,4000,,0.0,0.0,1.0,1.0,True,3,2,0,4000,0.0,100,10,1,False
mhr_q0473,temporal_query,S5_planner_rules,4000,,0.0,0.0,1.0,1.0,True,3,2,0,4000,0.0,100,9,1,False
mhr_q0473,temporal_query,S5_planner_oracle,4000,,0.0,0.0,1.0,1.0,True,3,1,0,4000,0.0,100,10,1,False
mhr_q0473,temporal_query,S5_overlay_R0,4000,,0.0,0.0,1.0,1.0,True,3,1,0,4000,0.0,100,9,1,False
mhr_q0473,temporal_query,S5_overlay_R2,4000,,0.0,0.0,1.0,1.0,True,3,2,0,4000,0.0,100,10,1,False
mhr_q0473,temporal_query,S5_overlay_P0,4000,,0.0,0.0,1.0,1.0,True,3,1,0,4000,0.0,100,10,1,False
mhr_q0473,temporal_query,S2_lazy,4000,,0.0,0.0,1.0,1.0,True,3,2,0,4000,0.0,184,9,1,False
mhr_q0473,temporal_query,ours_cheap,8000,,0.0,0.0,1.0,1.0,True,3,2,0,8000,0.0,100,19,1,False
mhr_q0473,temporal_query,S4_static,8000,,0.0,0.0,1.0,1.0,True,3,2,0,8000,0.0,100,20,1,False
mhr_q0473,temporal_query,S5_primary,8000,,0.0,0.0,1.0,1.0,True,3,2,0,8000,0.0,100,19,1,False
mhr_q0473,temporal_query,S5_noPGR,8000,,0.0,0.0,1.0,1.0,True,3,2,0,8000,0.0,100,19,1,False
mhr_q0473,temporal_query,S5_planner_rules,8000,,0.0,0.0,1.0,1.0,True,3,2,0,8000,0.0,100,20,1,False
mhr_q0473,temporal_query,S5_planner_oracle,8000,,0.0,0.0,1.0,1.0,True,3,2,0,8000,0.0,100,18,1,False
mhr_q0473,temporal_query,S5_overlay_R0,8000,,0.0,0.0,1.0,1.0,True,3,2,0,8000,0.0,100,18,1,False
mhr_q0473,temporal_query,S5_overlay_R2,8000,,0.0,0.0,1.0,1.0,True,3,2,0,8000,0.0,100,20,1,False
mhr_q0473,temporal_query,S5_overlay_P0,8000,,0.0,0.0,1.0,1.0,True,3,2,0,8000,0.0,100,19,1,False
mhr_q0473,temporal_query,S2_lazy,8000,,0.0,0.0,1.0,1.0,True,3,2,0,8000,0.0,184,20,1,False
mhr_q1403,temporal_query,ours_cheap,4000,,1.0,1.0,1.0,1.0,True,2,2,0,4000,0.0,100,9,1,False
mhr_q1403,temporal_query,S4_static,4000,,0.0,0.0,1.0,1.0,True,2,1,0,4000,0.0,100,9,1,False
mhr_q1403,temporal_query,S5_primary,4000,,0.0,0.0,1.0,1.0,True,2,1,0,4000,0.0,100,9,1,False
mhr_q1403,temporal_query,S5_noPGR,4000,,0.0,0.0,1.0,1.0,True,2,1,0,4000,0.0,100,9,1,False
mhr_q1403,temporal_query,S5_planner_rules,4000,,1.0,1.0,1.0,1.0,True,2,2,0,4000,0.0,100,9,1,False
mhr_q1403,temporal_query,S5_planner_oracle,4000,,0.0,0.0,1.0,1.0,True,2,1,0,4000,0.0,100,9,1,False
mhr_q1403,temporal_query,S5_overlay_R0,4000,,0.0,0.0,1.0,1.0,True,2,1,0,4000,0.0,100,9,1,False
mhr_q1403,temporal_query,S5_overlay_R2,4000,,0.0,0.0,1.0,1.0,True,2,1,0,4000,0.0,100,9,1,False
mhr_q1403,temporal_query,S5_overlay_P0,4000,,0.0,0.0,1.0,1.0,True,2,1,0,4000,0.0,100,9,1,False
mhr_q1403,temporal_query,S2_lazy,4000,,0.0,0.0,1.0,1.0,True,2,1,0,4000,0.0,171,9,1,False
mhr_q1403,temporal_query,ours_cheap,8000,,1.0,1.0,1.0,1.0,True,2,2,0,8000,0.0,100,19,1,False
mhr_q1403,temporal_query,S4_static,8000,,1.0,1.0,1.0,1.0,True,2,2,0,8000,0.0,100,18,1,False
mhr_q1403,temporal_query,S5_primary,8000,,1.0,1.0,1.0,1.0,True,2,2,0,8000,0.0,100,18,1,False
mhr_q1403,temporal_query,S5_noPGR,8000,,1.0,1.0,1.0,1.0,True,2,2,0,8000,0.0,100,18,1,False
mhr_q1403,temporal_query,S5_planner_rules,8000,,1.0,1.0,1.0,1.0,True,2,2,0,8000,0.0,100,18,1,False
mhr_q1403,temporal_query,S5_planner_oracle,8000,,1.0,1.0,1.0,1.0,True,2,2,0,8000,0.0,100,18,1,False
mhr_q1403,temporal_query,S5_overlay_R0,8000,,1.0,1.0,1.0,1.0,True,2,2,0,8000,0.0,100,18,1,False
mhr_q1403,temporal_query,S5_overlay_R2,8000,,1.0,1.0,1.0,1.0,True,2,2,0,8000,0.0,100,18,1,False
mhr_q1403,temporal_query,S5_overlay_P0,8000,,1.0,1.0,1.0,1.0,True,2,2,0,8000,0.0,100,18,1,False
mhr_q1403,temporal_query,S2_lazy,8000,,1.0,1.0,1.0,1.0,True,2,2,0,8000,0.0,171,18,1,False
mhr_q1130,comparison_query,ours_cheap,4000,,1.0,1.0,1.0,1.0,True,2,2,0,4000,0.0,100,9,1,False
mhr_q1130,comparison_query,S4_static,4000,,1.0,1.0,1.0,1.0,True,2,2,0,4000,0.0,100,10,1,False
mhr_q1130,comparison_query,S5_primary,4000,,0.0,0.0,1.0,1.0,True,2,1,0,4000,0.0,100,10,1,False
mhr_q1130,comparison_query,S5_noPGR,4000,,0.0,0.0,1.0,1.0,True,2,1,0,4000,0.0,100,10,1,False
mhr_q1130,comparison_query,S5_planner_rules,4000,,0.0,0.0,1.0,1.0,True,2,1,0,4000,0.0,100,9,1,False
mhr_q1130,comparison_query,S5_planner_oracle,4000,,0.0,0.0,1.0,1.0,True,2,1,0,4000,0.0,100,10,1,False
mhr_q1130,comparison_query,S5_overlay_R0,4000,,0.0,0.0,1.0,1.0,True,2,1,0,4000,0.0,100,9,1,False
mhr_q1130,comparison_query,S5_overlay_R2,4000,,0.0,0.0,1.0,1.0,True,2,1,0,4000,0.0,100,9,1,False
mhr_q1130,comparison_query,S5_overlay_P0,4000,,0.0,0.0,1.0,1.0,True,2,1,0,4000,0.0,100,9,1,False
mhr_q1130,comparison_query,S2_lazy,4000,,1.0,1.0,1.0,1.0,True,2,2,0,4000,0.0,274,10,1,False
mhr_q1130,comparison_query,ours_cheap,8000,,1.0,1.0,1.0,1.0,True,2,2,0,8000,0.0,100,17,1,False
mhr_q1130,comparison_query,S4_static,8000,,1.0,1.0,1.0,1.0,True,2,2,0,8000,0.0,100,18,1,False
mhr_q1130,comparison_query,S5_primary,8000,,0.0,0.0,1.0,1.0,True,2,1,0,8000,0.0,100,18,1,False
mhr_q1130,comparison_query,S5_noPGR,8000,,0.0,0.0,1.0,1.0,True,2,1,0,8000,0.0,100,18,1,False
mhr_q1130,comparison_query,S5_planner_rules,8000,,0.0,0.0,1.0,1.0,True,2,1,0,8000,0.0,100,18,1,False
mhr_q1130,comparison_query,S5_planner_oracle,8000,,0.0,0.0,1.0,1.0,True,2,1,0,8000,0.0,100,18,1,False
mhr_q1130,comparison_query,S5_overlay_R0,8000,,1.0,1.0,1.0,1.0,True,2,2,0,8000,0.0,100,18,1,False
mhr_q1130,comparison_query,S5_overlay_R2,8000,,0.0,0.0,1.0,1.0,True,2,1,0,8000,0.0,100,18,1,False
mhr_q1130,comparison_query,S5_overlay_P0,8000,,0.0,0.0,1.0,1.0,True,2,1,0,8000,0.0,100,18,1,False
mhr_q1130,comparison_query,S2_lazy,8000,,1.0,1.0,1.0,1.0,True,2,2,0,8000,0.0,274,18,1,False
mhr_q2250,inference_query,ours_cheap,4000,,0.0,0.0,1.0,1.0,True,4,1,0,4000,0.0,100,10,1,False
mhr_q2250,inference_query,S4_static,4000,,0.0,0.0,1.0,1.0,True,4,2,0,3997,0.0,100,9,0,False
mhr_q2250,inference_query,S5_primary,4000,,0.0,0.0,1.0,1.0,True,4,2,0,3997,0.0,100,9,0,False
mhr_q2250,inference_query,S5_noPGR,4000,,0.0,0.0,1.0,1.0,True,4,2,0,3997,0.0,100,9,0,False
mhr_q2250,inference_query,S5_planner_rules,4000,,0.0,0.0,1.0,1.0,True,4,2,0,3997,0.0,100,9,0,False
mhr_q2250,inference_query,S5_planner_oracle,4000,,0.0,0.0,1.0,1.0,True,4,2,0,3997,0.0,100,9,0,False
mhr_q2250,inference_query,S5_overlay_R0,4000,,0.0,0.0,1.0,1.0,True,4,2,0,3997,0.0,100,9,0,False
mhr_q2250,inference_query,S5_overlay_R2,4000,,0.0,0.0,1.0,1.0,True,4,2,0,3997,0.0,100,9,0,False
mhr_q2250,inference_query,S5_overlay_P0,4000,,0.0,0.0,1.0,1.0,True,4,1,0,4000,0.0,100,9,1,False
mhr_q2250,inference_query,S2_lazy,4000,,0.0,0.0,1.0,1.0,True,4,2,0,4000,0.0,210,9,1,False
mhr_q2250,inference_query,ours_cheap,8000,,0.0,0.0,1.0,1.0,True,4,1,0,8000,0.0,100,19,1,False
mhr_q2250,inference_query,S4_static,8000,,0.0,0.0,1.0,1.0,True,4,2,0,8000,0.0,100,18,1,False
mhr_q2250,inference_query,S5_primary,8000,,0.0,0.0,1.0,1.0,True,4,2,0,8000,0.0,100,18,1,False
mhr_q2250,inference_query,S5_noPGR,8000,,0.0,0.0,1.0,1.0,True,4,2,0,8000,0.0,100,18,1,False
mhr_q2250,inference_query,S5_planner_rules,8000,,0.0,0.0,1.0,1.0,True,4,2,0,8000,0.0,100,18,1,False
mhr_q2250,inference_query,S5_planner_oracle,8000,,0.0,0.0,1.0,1.0,True,4,2,0,8000,0.0,100,18,1,False
mhr_q2250,inference_query,S5_overlay_R0,8000,,0.0,0.0,1.0,1.0,True,4,2,0,8000,0.0,100,18,1,False
mhr_q2250,inference_query,S5_overlay_R2,8000,,0.0,0.0,1.0,1.0,True,4,2,0,8000,0.0,100,18,1,False
mhr_q2250,inference_query,S5_overlay_P0,8000,,0.0,0.0,1.0,1.0,True,4,2,0,8000,0.0,100,18,1,False
mhr_q2250,inference_query,S2_lazy,8000,,0.0,0.0,1.0,1.0,True,4,2,0,8000,0.0,210,18,1,False
mhr_q1851,comparison_query,ours_cheap,4000,,0.0,0.0,1.0,1.0,True,2,1,0,4000,0.0,100,11,1,False
mhr_q1851,comparison_query,S4_static,4000,,0.0,0.0,1.0,1.0,True,2,1,0,4000,0.0,100,10,1,False
mhr_q1851,comparison_query,S5_primary,4000,,0.0,0.0,1.0,1.0,True,2,1,0,4000,0.0,100,10,1,False
mhr_q1851,comparison_query,S5_noPGR,4000,,0.0,0.0,1.0,1.0,True,2,1,0,4000,0.0,100,10,1,False
mhr_q1851,comparison_query,S5_planner_rules,4000,,0.0,0.0,1.0,1.0,True,2,1,0,4000,0.0,100,10,1,False
mhr_q1851,comparison_query,S5_planner_oracle,4000,,0.0,0.0,1.0,1.0,True,2,1,0,4000,0.0,100,10,1,False
mhr_q1851,comparison_query,S5_overlay_R0,4000,,0.0,0.0,1.0,1.0,True,2,1,0,4000,0.0,100,10,1,False
mhr_q1851,comparison_query,S5_overlay_R2,4000,,0.0,0.0,1.0,1.0,True,2,1,0,4000,0.0,100,9,1,False
mhr_q1851,comparison_query,S5_overlay_P0,4000,,0.0,0.0,1.0,1.0,True,2,1,0,4000,0.0,100,9,1,False
mhr_q1851,comparison_query,S2_lazy,4000,,0.0,0.0,1.0,1.0,True,2,1,0,4000,0.0,246,10,1,False
mhr_q1851,comparison_query,ours_cheap,8000,,1.0,1.0,1.0,1.0,True,2,2,0,7992,0.0,100,19,0,False
