workload,query_id,pool,n_relevant,T_A,T_B
A,q00090,procurement,27,0.0,0.085143
A,q00091,security,18,0.144652,0.0
A,q00092,security,18,0.289523,0.110046
A,q00093,security,26,0.632541,0.231773
A,q00094,legal,24,1.0,0.517363
A,q00095,procurement,32,0.56489,0.722295
A,q00096,security,33,0.330138,0.142019
A,q00097,legal,25,0.41245,0.224006
A,q00098,security,19,0.648932,0.069431
A,q00099,legal,28,0.689829,0.408536
A,q00100,legal,27,0.576971,0.848238
A,q00101,legal,25,0.538431,0.650513
A,q00102,procurement,23,0.605985,0.642187
A,q00103,security,31,0.715186,0.598875
A,q00104,legal,26,0.866948,0.627507
A,q00105,security,27,0.563788,0.358954
A,q00106,procurement,29,0.506784,0.069431
A,q00107,procurement,29,0.563788,0.358954
A,q00108,legal,25,0.782739,0.561713
A,q00109,procurement,32,0.343697,0.72733
A,q00110,security,24,0.648932,0.642187
A,q00111,procurement,26,0.532141,0.349967
A,q00112,procurement,21,0.530263,0.066254
A,q00113,security,18,0.289523,0.110046
A,q00114,security,23,0.523174,0.415281
A,q00115,legal,31,0.936379,0.711618
A,q00116,procurement,29,0.293456,0.133052
A,q00117,procurement,29,0.510352,0.358954
A,q00118,legal,28,0.689829,0.408536
A,q00119,procurement,23,0.605985,0.642187
A,q00120,procurement,29,0.293456,0.133052
A,q00121,procurement,17,0.249664,0.220092
A,q00122,procurement,21,0.188444,0.110046
A,q00123,legal,25,0.933746,0.718342
A,q00124,legal,38,0.778807,0.800694
A,q00125,legal,25,0.538431,0.650513
A,q00126,procurement,21,0.530263,0.066254
A,q00127,procurement,22,0.691128,0.648932
A,q00128,security,31,0.72733,0.522496
A,q00129,legal,32,0.831848,0.796761
A,q00130,legal,19,0.523174,0.293456
A,q00131,legal,28,0.542364,0.428385
A,q00132,procurement,29,0.510352,0.358954
A,q00133,security,18,0.289523,0.110046
A,q00134,security,42,1.0,0.72733
A,q00135,legal,32,0.790951,0.793584
A,q00136,procurement,23,0.538886,0.358954
A,q00137,security,33,1.0,0.870125
A,q00138,security,31,0.715186,0.598875
A,q00139,security,30,0.870125,0.469
A,q00140,procurement,27,0.866948,0.503324
A,q00141,security,23,0.469,0.438108
A,q00142,security,42,1.0,0.72733
A,q00143,security,31,0.72733,0.563788
A,q00144,security,31,0.701973,0.355777
A,q00145,procurement,24,0.466642,0.358954
A,q00146,security,19,0.648932,0.069431
A,q00147,procurement,22,0.691128,0.648932
A,q00148,legal,19,0.542364,0.286346
A,q00149,security,31,0.72733,0.522496
B,q00000,engineering,26,0.930569,0.860382
B,q00001,facilities,25,1.0,1.0
B,q00002,logistics,25,0.554143,0.220092
B,q00003,logistics,20,0.332174,0.358954
B,q00004,facilities,23,0.430421,0.432318
B,q00005,facilities,36,1.0,1.0
B,q00006,facilities,21,0.205117,0.632541
B,q00007,engineering,35,1.0,1.0
B,q00008,facilities,29,0.831848,1.0
B,q00009,logistics,31,0.232973,0.293437
B,q00010,engineering,31,0.77216,0.933746
B,q00011,engineering,21,0.752969,0.841591
B,q00012,engineering,22,0.926636,0.794883
B,q00013,engineering,35,1.0,1.0
B,q00014,logistics,33,0.378303,0.768227
B,q00015,logistics,20,0.763193,0.63322
B,q00016,engineering,21,0.930569,1.0
B,q00017,engineering,29,1.0,1.0
B,q00018,facilities,27,1.0,0.870125
B,q00019,logistics,27,0.627507,0.396392
B,q00020,logistics,31,0.303838,0.5573
B,q00021,facilities,28,0.752969,1.0
B,q00022,engineering,22,0.791727,0.930569
B,q00023,logistics,20,0.763193,0.63322
B,q00024,engineering,31,0.713308,0.930569
B,q00025,logistics,25,0.760559,0.424926
B,q00026,engineering,23,0.713308,0.841493
B,q00027,engineering,35,1.0,1.0
B,q00028,logistics,25,0.760559,0.424926
B,q00029,logistics,22,0.620397,0.469
B,q00030,engineering,31,0.708441,0.870125
B,q00031,engineering,35,1.0,1.0
B,q00032,logistics,22,0.706584,0.523174
B,q00033,facilities,33,0.754269,0.855348
B,q00034,facilities,36,1.0,1.0
B,q00035,facilities,25,1.0,1.0
B,q00036,logistics,27,0.796761,0.495939
B,q00037,facilities,26,0.860382,1.0
B,q00038,logistics,28,0.791727,0.469
B,q00039,logistics,31,0.303838,0.5573
B,q00040,engineering,28,0.857205,0.936379
B,q00041,engineering,20,0.700773,0.926636
B,q00042,facilities,31,0.836459,1.0
B,q00043,facilities,31,1.0,1.0
B,q00044,engineering,22,0.790951,0.775994
B,q00045,engineering,22,0.790951,0.775994
B,q00046,facilities,29,0.378783,0.72733
B,q00047,logistics,22,0.289977,0.220092
B,q00048,logistics,20,0.59586,0.576323
B,q00049,engineering,29,0.866948,1.0
B,q00050,logistics,20,0.706563,0.330138
B,q00051,facilities,28,0.866948,1.0
B,q00052,engineering,20,0.936379,0.870125
B,q00053,engineering,26,0.930569,0.860382
B,q00054,engineering,26,0.930569,0.860382
B,q00055,logistics,30,0.519319,0.437352
B,q00056,facilities,33,0.754269,0.855348
B,q00057,engineering,23,0.933746,0.936379
B,q00058,logistics,27,0.796761,0.495939
B,q00059,logistics,25,0.554143,0.220092
B,q00060,logistics,29,0.371835,0.388244
B,q00061,logistics,26,0.627409,0.698796
B,q00062,logistics,31,0.447254,0.297272
B,q00063,logistics,26,0.926636,0.632541
B,q00064,facilities,25,1.0,1.0
B,q00065,logistics,25,0.209049,0.094788
B,q00066,logistics,31,0.752969,0.677273
B,q00067,facilities,31,1.0,1.0
B,q00068,logistics,23,0.561892,0.55826
B,q00069,logistics,33,0.378303,0.768227
B,q00070,facilities,27,0.494357,0.864315
B,q00071,engineering,29,1.0,1.0
B,q00072,facilities,31,1.0,1.0
B,q00073,facilities,22,0.866948,1.0
B,q00074,engineering,28,0.790951,0.760559
B,q00075,logistics,27,0.627507,0.396392
B,q00076,engineering,21,0.930569,1.0
B,q00077,facilities,27,0.502204,0.793584
B,q00078,facilities,27,1.0,0.870125
B,q00079,facilities,27,1.0,0.933746
B,q00080,logistics,25,0.563788,0.138862
B,q00081,engineering,22,0.933746,0.933746
B,q00082,facilities,25,1.0,1.0
B,q00083,engineering,28,0.790951,0.760559
B,q00084,engineering,20,0.778807,1.0
B,q00085,facilities,27,0.502204,0.793584
B,q00086,logistics,28,0.791727,0.469
B,q00087,facilities,29,0.703407,0.781984
B,q00088,engineering,26,0.863015,0.863015
B,q00089,engineering,28,0.857205,0.936379
B,q00090,facilities,25,1.0,1.0
B,q00091,engineering,26,0.930569,0.860382
B,q00092,engineering,26,0.864315,0.791727
B,q00093,engineering,35,1.0,1.0
B,q00094,logistics,22,0.620397,0.469
B,q00095,facilities,29,0.312529,0.563788
B,q00096,engineering,20,0.785916,0.936379
B,q00097,logistics,20,0.61683,0.330138
B,q00098,engineering,28,0.857205,0.936379
B,q00099,logistics,30,0.650513,0.31488
B,q00100,logistics,20,0.836459,0.772838
B,q00101,logistics,20,0.706563,0.330138
B,q00102,facilities,31,1.0,1.0
B,q00103,engineering,31,0.713308,0.930569
B,q00104,logistics,25,0.209049,0.094788
B,q00105,engineering,23,0.933746,0.936379
B,q00106,facilities,22,0.914857,0.72733
B,q00107,facilities,36,1.0,1.0
B,q00108,logistics,30,0.519319,0.437352
B,q00109,facilities,29,0.299905,0.705808
B,q00110,engineering,21,0.930569,1.0
B,q00111,facilities,23,0.563788,0.349967
B,q00112,facilities,21,0.205117,0.632541
B,q00113,engineering,26,0.864315,0.791727
B,q00114,engineering,22,0.791727,0.930569
B,q00115,logistics,31,0.073364,0.18341
B,q00116,facilities,22,0.866948,1.0
B,q00117,facilities,36,0.930569,1.0
B,q00118,logistics,30,0.650513,0.31488
B,q00119,facilities,31,1.0,1.0
B,q00120,facilities,22,0.866948,1.0
B,q00121,facilities,26,0.926636,1.0
B,q00122,facilities,21,0.283713,0.469
B,q00123,logistics,30,0.507238,0.400023
B,q00124,logistics,25,0.760559,0.424926
B,q00125,logistics,20,0.706563,0.330138
B,q00126,facilities,21,0.205117,0.632541
B,q00127,facilities,28,0.752969,1.0
B,q00128,engineering,29,1.0,1.0
B,q00129,logistics,29,0.804811,0.538886
B,q00130,logistics,33,0.378303,0.768227
B,q00131,logistics,30,0.564544,0.248908
B,q00132,facilities,36,0.930569,1.0
B,q00133,engineering,26,0.864315,0.791727
B,q00134,engineering,39,1.0,1.0
B,q00135,logistics,29,0.870125,0.699474
B,q00136,facilities,31,0.836459,1.0
B,q00137,engineering,35,1.0,1.0
B,q00138,engineering,31,0.713308,0.930569
B,q00139,engineering,22,0.926636,0.794883
B,q00140,facilities,25,1.0,1.0
B,q00141,engineering,22,0.870125,1.0
B,q00142,engineering,39,1.0,1.0
B,q00143,engineering,31,0.708441,0.870125
B,q00144,engineering,29,0.866948,1.0
B,q00145,facilities,33,0.754269,0.855348
B,q00146,engineering,28,0.857205,0.936379
B,q00147,facilities,28,0.752969,1.0
B,q00148,logistics,33,0.63901,0.855348
B,q00149,engineering,29,1.0,1.0
