query_id,pool,n_relevant,L4_corpus,L5_objective,L0_pooled,L1_chunks
q00093,security,26,0.800694,0.632541,0.218195,0.393758
q00094,legal,24,0.921602,1.0,0.416382,0.69684
q00095,procurement,32,0.337886,0.56489,0.519997,0.678504
q00096,security,33,0.59586,0.330138,0.291559,0.280882
q00097,legal,25,0.334807,0.41245,0.066254,0.271088
q00098,security,19,0.220092,0.648932,0.293456,0.623574
q00099,legal,28,0.703407,0.689829,0.399569,0.608297
q00100,legal,27,0.631342,0.576971,0.138862,0.284449
q00101,legal,25,0.390927,0.538431,0.094788,0.510352
q00102,procurement,23,0.330138,0.605985,0.205117,0.110046
q00103,security,31,1.0,0.715186,0.678049,0.752969
q00104,legal,26,1.0,0.866948,0.18341,0.779171
q00105,security,27,0.800694,0.563788,0.358954,0.142019
q00106,procurement,29,0.275847,0.506784,0.094788,0.444755
q00107,procurement,29,0.358954,0.563788,0.358954,0.478902
q00108,legal,25,0.644223,0.782739,0.532141,0.246186
q00109,procurement,32,0.449887,0.343697,0.523174,0.677273
q00110,security,24,0.563788,0.648932,0.665291,0.800694
q00111,procurement,26,0.551331,0.532141,0.554143,0.678049
q00112,procurement,21,0.521296,0.530263,0.261808,0.378599
q00113,security,18,0.248908,0.289523,0.158507,0.286346
q00114,security,23,0.425208,0.523174,0.0,0.0
q00115,legal,31,1.0,0.936379,0.608317,0.784982
q00116,procurement,29,0.085143,0.293456,0.205117,0.066254
q00117,procurement,29,0.358954,0.510352,0.506784,0.29849
q00118,legal,28,0.703407,0.689829,0.399569,0.608297
q00119,procurement,23,0.330138,0.605985,0.205117,0.110046
q00120,procurement,29,0.085143,0.293456,0.205117,0.066254
q00121,procurement,17,0.432318,0.249664,0.139618,0.602506
q00122,procurement,21,0.364744,0.188444,0.094788,0.0
q00123,legal,25,0.797517,0.933746,0.472933,0.362848
q00124,legal,38,0.921602,0.778807,0.627409,0.781805
q00125,legal,25,0.390927,0.538431,0.094788,0.510352
q00126,procurement,21,0.521296,0.530263,0.261808,0.378599
q00127,procurement,22,0.463644,0.691128,0.188444,0.613653
q00128,security,31,0.627409,0.72733,0.073364,0.593361
q00129,legal,32,1.0,0.831848,0.383633,0.855348
q00130,legal,19,0.781805,0.523174,0.248908,0.747159
q00131,legal,28,0.542364,0.542364,0.44092,0.544676
q00132,procurement,29,0.358954,0.510352,0.506784,0.29849
q00133,security,18,0.248908,0.289523,0.158507,0.286346
q00134,security,42,0.936379,1.0,0.542364,1.0
q00135,legal,32,0.933746,0.790951,0.678504,0.756902
q00136,procurement,23,0.408536,0.538886,0.151397,0.29849
q00137,security,33,1.0,1.0,0.39486,0.42884
q00138,security,31,1.0,0.715186,0.678049,0.752969
q00139,security,30,1.0,0.870125,0.073364,0.711618
q00140,procurement,27,0.914857,0.866948,0.368856,0.518119
q00141,security,23,0.358954,0.469,0.0,0.085143
q00142,security,42,0.936379,1.0,0.542364,1.0
q00143,security,31,1.0,0.72733,0.563788,1.0
q00144,security,31,0.544676,0.701973,0.0,0.535254
q00145,procurement,24,0.532621,0.466642,0.29849,0.249664
q00146,security,19,0.220092,0.648932,0.293456,0.623574
q00147,procurement,22,0.463644,0.691128,0.188444,0.613653
q00148,legal,19,0.860382,0.542364,0.179931,0.504906
q00149,security,31,0.627409,0.72733,0.073364,0.593361
