workload,query_id,pool,n_relevant,T_A,T_B
B,q00030,facilities,17,0.632541,0.933746
B,q00031,engineering,23,1.0,1.0
B,q00032,engineering,15,0.866948,0.936379
B,q00033,facilities,15,0.936379,1.0
B,q00034,facilities,18,0.78855,1.0
B,q00035,logistics,18,0.623574,0.542364
B,q00036,engineering,23,1.0,1.0
B,q00037,engineering,14,0.72733,0.642187
B,q00038,facilities,18,0.469,0.617764
B,q00039,engineering,14,0.921602,0.866948
B,q00040,facilities,23,0.59586,1.0
B,q00041,logistics,15,0.425208,0.453743
B,q00042,engineering,10,0.684383,0.681681
B,q00043,logistics,18,0.589428,0.658181
B,q00044,logistics,15,0.18341,0.358954
B,q00045,facilities,15,0.864315,0.933746
B,q00046,logistics,15,0.18341,0.358954
B,q00047,facilities,14,0.374666,0.453743
B,q00048,engineering,14,0.72733,0.642187
B,q00049,logistics,19,0.158507,0.425208
B,q00050,engineering,15,0.926636,0.863015
B,q00051,facilities,21,0.722295,0.933746
B,q00052,logistics,18,0.696938,0.465823
B,q00053,logistics,16,0.648932,1.0
B,q00054,facilities,23,0.715551,0.866948
B,q00055,facilities,12,0.554143,0.784617
B,q00056,engineering,14,0.841591,0.936379
B,q00057,logistics,16,0.698796,0.705905
B,q00058,facilities,18,0.547398,0.425208
B,q00059,facilities,21,0.926636,1.0
B,q00060,logistics,19,0.286346,0.527106
B,q00061,facilities,18,0.611019,0.933746
B,q00062,facilities,18,0.715186,1.0
B,q00063,engineering,13,0.63322,0.74167
B,q00064,logistics,16,0.467122,0.334709
B,q00065,engineering,13,0.63322,0.74167
B,q00066,facilities,22,0.591927,1.0
B,q00067,logistics,18,0.617764,0.388526
B,q00068,facilities,21,0.905212,0.793584
B,q00069,engineering,10,0.563788,0.705905
B,q00070,facilities,18,0.715186,1.0
B,q00071,facilities,14,0.507718,0.466925
B,q00072,engineering,13,0.790951,0.72733
B,q00073,facilities,23,0.705808,1.0
B,q00074,engineering,21,0.936379,0.926636
B,q00075,facilities,18,0.547398,0.425208
B,q00076,facilities,15,0.936379,1.0
B,q00077,logistics,14,0.383633,0.517461
B,q00078,logistics,25,0.718363,0.696162
B,q00079,logistics,16,0.690648,0.838957
B,q00080,engineering,14,0.921602,0.866948
B,q00081,logistics,19,0.286346,0.527106
B,q00082,logistics,16,0.467122,0.334709
B,q00083,facilities,15,0.870125,1.0
B,q00084,logistics,19,0.542364,0.513529
B,q00085,engineering,15,0.905212,0.933746
B,q00086,logistics,13,0.712552,0.608317
B,q00087,facilities,14,0.513529,0.507238
B,q00088,engineering,14,0.864315,0.718363
B,q00089,facilities,13,0.488645,0.203239
B,q00090,engineering,21,0.936379,0.926636
B,q00091,engineering,16,0.936379,0.866948
B,q00092,facilities,23,0.715551,0.866948
B,q00093,engineering,14,0.921602,0.866948
B,q00094,facilities,15,0.936379,1.0
B,q00095,engineering,16,0.857205,0.800694
B,q00096,engineering,15,0.800694,0.718363
B,q00097,logistics,19,0.158507,0.425208
B,q00098,logistics,16,0.698796,0.705905
B,q00099,engineering,15,0.905212,0.933746
B,q00100,engineering,23,1.0,1.0
B,q00101,logistics,13,0.696938,0.535709
B,q00102,logistics,16,0.61683,0.583715
B,q00103,facilities,18,0.78855,1.0
B,q00104,logistics,16,0.415281,0.605505
B,q00105,engineering,15,0.866948,0.781984
B,q00106,facilities,14,0.374666,0.453743
B,q00107,logistics,14,0.138862,0.383633
B,q00108,logistics,14,0.094788,0.220092
B,q00109,engineering,23,0.800694,0.863015
B,q00110,logistics,19,0.542364,0.513529
B,q00111,facilities,12,0.554143,0.784617
B,q00112,engineering,22,1.0,1.0
B,q00113,logistics,15,0.18341,0.358954
B,q00114,facilities,23,0.790951,0.791727
B,q00115,engineering,13,0.637152,0.760559
B,q00116,facilities,14,0.498572,0.5795
B,q00117,facilities,21,0.905212,0.793584
B,q00118,engineering,13,0.637152,0.760559
B,q00119,engineering,20,0.563788,0.715551
B,q00120,logistics,16,0.467122,0.334709
B,q00121,facilities,15,0.936379,1.0
B,q00122,logistics,14,0.094788,0.220092
B,q00123,facilities,12,0.637152,0.72733
B,q00124,logistics,16,0.784982,0.705905
B,q00125,logistics,19,0.632541,0.81659
B,q00126,engineering,14,0.772062,0.851236
B,q00127,engineering,15,0.547398,0.517363
B,q00128,engineering,15,0.866948,0.781984
B,q00129,logistics,18,0.696938,0.465823
B,q00130,logistics,14,0.383633,0.517461
B,q00131,engineering,22,1.0,1.0
B,q00132,facilities,23,0.61804,1.0
B,q00133,engineering,14,0.72733,0.642187
B,q00134,facilities,18,0.469,0.617764
B,q00135,engineering,16,0.936379,0.800694
B,q00136,facilities,23,0.705808,1.0
B,q00137,engineering,15,0.563788,0.620762
B,q00138,facilities,12,0.554143,0.784617
B,q00139,logistics,19,0.632541,0.81659
B,q00140,engineering,10,0.671938,0.63322
B,q00141,logistics,19,0.158507,0.425208
B,q00142,engineering,15,0.866948,0.936379
B,q00143,engineering,14,0.841591,0.936379
B,q00144,logistics,13,0.696938,0.535709
B,q00145,logistics,19,0.632541,0.81659
B,q00146,engineering,23,0.800694,0.793584
B,q00147,engineering,23,1.0,1.0
B,q00148,facilities,12,0.563788,0.72733
B,q00149,engineering,10,0.684383,0.681681
B,q00150,engineering,15,0.866948,0.936379
B,q00151,facilities,18,0.78855,1.0
B,q00152,logistics,19,0.517461,0.456899
B,q00153,engineering,15,0.800694,0.718363
B,q00154,engineering,15,0.800694,0.718363
B,q00155,facilities,21,0.722295,0.933746
B,q00156,engineering,15,0.800694,0.718363
B,q00157,logistics,19,0.286346,0.527106
B,q00158,engineering,21,0.781805,0.712552
B,q00159,facilities,14,0.586116,0.642187
B,q00160,facilities,21,0.472933,0.61683
B,q00161,facilities,14,0.507718,0.466925
B,q00162,logistics,20,0.590727,0.826333
B,q00163,engineering,21,0.870125,0.848603
B,q00164,logistics,13,0.696938,0.535709
B,q00165,logistics,19,0.47479,0.538431
B,q00166,logistics,20,0.637152,0.936379
B,q00167,engineering,17,0.933746,0.800694
B,q00168,engineering,13,0.790951,0.72733
B,q00169,logistics,16,0.415281,0.605505
B,q00170,logistics,14,0.383633,0.517461
B,q00171,logistics,16,0.698796,0.705905
B,q00172,facilities,15,0.870125,1.0
B,q00173,logistics,18,0.617764,0.388526
B,q00174,logistics,18,0.623574,0.542364
B,q00175,engineering,16,0.936379,0.800694
B,q00176,logistics,19,0.779171,0.870125
B,q00177,logistics,13,0.642187,0.698796
B,q00178,engineering,22,1.0,1.0
B,q00179,facilities,14,0.254698,0.364744
B,q00180,engineering,22,1.0,1.0
B,q00181,engineering,10,0.563788,0.705905
B,q00182,logistics,25,0.718363,0.696162
B,q00183,logistics,13,0.712552,0.608317
B,q00184,engineering,13,0.63322,0.74167
B,q00185,engineering,22,1.0,1.0
B,q00186,engineering,14,0.772062,0.851236
B,q00187,logistics,19,0.286346,0.527106
B,q00188,logistics,16,0.220092,0.312529
B,q00189,logistics,16,0.784982,0.705905
B,q00190,facilities,15,0.936379,1.0
B,q00191,logistics,20,0.590727,0.826333
B,q00192,logistics,25,0.718363,0.507238
B,q00193,logistics,18,0.696938,0.465823
B,q00194,facilities,18,0.469,0.617764
B,q00195,facilities,23,0.715551,0.866948
B,q00196,engineering,16,0.936379,0.866948
B,q00197,logistics,16,0.648932,1.0
B,q00198,facilities,18,0.547398,0.425208
B,q00199,facilities,13,0.617764,0.68045
