item_index,label,gate_score,passed
3403,1,3.383681,1
1097,1,2.716591,1
6167,0,-2.608014,0
1652,1,3.67556,1
567,1,3.19589,1
2189,1,2.311797,1
6401,0,-1.406018,0
6053,0,-2.66297,0
7695,0,-1.774094,0
7754,0,-2.481456,0
730,1,2.713702,1
4969,0,-1.333987,0
2552,1,1.707289,1
2390,1,3.630941,1
789,1,0.960515,1
3106,1,1.516985,1
1987,1,2.263896,1
4631,0,-1.405486,0
1930,1,3.028192,1
6009,0,-0.553101,1
2043,1,1.109082,1
1822,1,1.046894,1
3750,1,-0.794054,1
60,1,3.257876,1
5435,0,0.136524,1
1922,1,-0.168258,1
4031,0,-0.744775,1
4741,0,0.216299,1
3562,1,1.204333,1
51,1,2.363058,1
4086,0,-2.105969,0
2389,1,0.539704,1
5191,0,-0.604293,1
833,1,0.200068,1
3088,1,2.156289,1
3992,1,0.71855,1
6559,0,-0.138905,1
3452,1,2.065905,1
5031,0,-2.042606,0
983,1,2.204374,1
2959,1,2.580519,1
7423,0,-2.235786,0
6818,0,-1.441421,0
716,1,2.612588,1
5706,0,-3.404516,0
1847,1,3.517476,1
5473,0,-1.62023,0
1925,1,2.348969,1
2400,1,3.369467,1
5325,0,-1.820411,0
3346,1,2.164726,1
3521,1,1.354411,1
6374,0,-1.901438,0
4803,0,0.640674,1
1685,1,2.283268,1
325,1,0.009623,1
3253,1,0.841549,1
7494,0,-2.899397,0
1338,1,2.749673,1
5043,0,-1.926959,0
827,1,-0.612459,1
3546,1,4.427035,1
2683,1,2.540995,1
3342,1,3.260286,1
1873,1,2.158449,1
1515,1,2.531422,1
5219,0,-2.195027,0
5527,0,-0.045827,1
2062,1,0.794098,1
4520,0,-3.365358,0
976,1,0.038498,1
4033,0,-2.341566,0
2876,1,1.92717,1
2778,1,1.878544,1
7286,0,-1.921386,0
3371,1,4.793877,1
7132,0,-2.381325,0
4,1,0.401879,1
3749,1,-1.970533,0
663,1,3.3414,1
6510,0,-2.113066,0
20,1,-1.666022,0
6494,0,-1.655622,0
3661,1,1.383996,1
5011,0,-2.714378,0
2284,1,2.258388,1
6521,0,-3.056533,0
3722,1,-0.255717,1
6482,0,-1.869106,0
5578,0,-2.227541,0
5584,0,-1.333816,0
7327,0,-2.2925,0
4667,0,-2.833727,0
1946,1,0.883339,1
6820,0,-0.231367,1
2883,1,1.760525,1
7878,0,-1.901625,0
6670,0,-3.378868,0
2166,1,2.619449,1
334,1,2.773735,1
399,1,-2.711224,0
775,1,0.10869,1
2919,1,2.384861,1
2459,1,2.842989,1
5212,0,-2.35648,0
6368,0,-1.944581,0
7589,0,-2.525419,0
1534,1,0.631096,1
7872,0,-2.426519,0
3200,1,1.228998,1
6826,0,-0.938032,1
1688,1,2.801823,1
4532,0,-1.008336,1
98,1,-1.344017,0
7577,0,-1.802396,0
4315,0,-2.347149,0
3091,1,2.38829,1
3473,1,2.639571,1
5513,0,-2.794337,0
5524,0,0.372696,1
1557,1,0.644828,1
7206,0,-0.466234,1
3482,1,0.865184,1
7298,0,-1.917465,0
4648,0,-0.300459,1
835,1,1.067482,1
1604,1,3.052582,1
4519,0,-2.279152,0
722,1,-0.31195,1
4474,0,-0.795229,1
7927,0,1.486528,1
2820,1,2.093321,1
7123,0,0.439592,1
1349,1,1.670897,1
3608,1,-0.211875,1
4437,0,-0.757355,1
5145,0,-0.623944,1
7344,0,-2.550602,0
1168,1,5.63304,1
1923,1,3.00543,1
4243,0,-2.809389,0
5108,0,-0.779558,1
2828,1,2.105779,1
4126,0,-0.530424,1
7687,0,-1.525881,0
4965,0,-0.144721,1
3073,1,0.089054,1
3828,1,2.430407,1
6834,0,-0.63461,1
4104,0,-2.52466,0
3502,1,-1.446665,0
751,1,1.55096,1
6595,0,-1.484851,0
1483,1,-1.777601,0
2521,1,3.954746,1
105,1,2.145659,1
4143,0,-0.657369,1
1646,1,1.979092,1
6812,0,-3.458665,0
4158,0,-1.555353,0
869,1,1.887518,1
1794,1,2.560201,1
4358,0,-0.655001,1
7725,0,-0.577483,1
4000,0,-0.442015,1
367,1,3.111814,1
4790,0,-1.894562,0
1876,1,3.320435,1
1192,1,-0.269164,1
5726,0,-0.765879,1
2242,1,2.850846,1
3365,1,4.190311,1
7690,0,-0.641882,1
4367,0,-2.581896,0
2580,1,2.514664,1
6627,0,-0.861333,1
2881,1,1.926516,1
754,1,0.330099,1
2898,1,2.108703,1
6502,0,-0.174629,1
2026,1,3.690427,1
640,1,2.559251,1
6416,0,-1.141949,1
984,1,1.970057,1
661,1,-0.200355,1
1980,1,2.965763,1
2443,1,-0.694867,1
6623,0,0.044353,1
7202,0,-1.544746,0
3841,1,3.257366,1
49,1,1.232149,1
571,1,3.02223,1
3991,1,0.045304,1
5176,0,-1.953648,0
6548,0,-1.153002,1
1048,1,0.594238,1
5469,0,-2.450359,0
1751,1,2.421389,1
4775,0,0.202252,1
6956,0,-2.681443,0
1409,1,3.175817,1
5791,0,-0.787328,1
1437,1,3.861599,1
7257,0,-1.759908,0
4201,0,-2.33289,0
1766,1,1.830717,1
4125,0,-2.012649,0
4811,0,-2.267058,0
7858,0,-1.351525,0
6420,0,0.392351,1
4866,0,-0.969168,1
5680,0,-2.595355,0
1657,1,0.281884,1
1129,1,1.462652,1
4413,0,-1.544649,0
7270,0,-0.874542,1
4798,0,-2.689744,0
1990,1,2.135821,1
6169,0,0.208855,1
1403,1,1.84689,1
3690,1,-0.57851,1
2805,1,2.252825,1
7076,0,-1.538907,0
7801,0,-1.840312,0
1476,1,3.241527,1
6220,0,0.654494,1
4347,0,-2.467334,0
513,1,-2.623813,0
7916,0,-2.094225,0
4650,0,-3.03403,0
6043,0,-0.562107,1
5067,0,-1.149987,1
4477,0,-1.944685,0
7181,0,0.331242,1
3781,1,0.086297,1
6669,0,-2.88395,0
4089,0,0.918538,1
205,1,3.462262,1
6356,0,-1.026017,1
6671,0,-1.82274,0
926,1,2.258822,1
3020,1,1.662416,1
7073,0,-2.528882,0
5529,0,-2.247605,0
4728,0,-2.272431,0
4198,0,-1.97018,0
6824,0,-0.963852,1
6403,0,-0.552558,1
5609,0,-2.473793,0
5281,0,-1.679728,0
1960,1,1.929332,1
2485,1,3.280963,1
512,1,0.852779,1
2423,1,0.243214,1
1279,1,2.599409,1
2864,1,-1.107535,1
4242,0,-0.67282,1
5563,0,-2.230575,0
5230,0,0.234024,1
5319,0,-2.085547,0
7237,0,0.522936,1
7524,0,-0.956252,1
75,1,0.309639,1
5762,0,-1.09835,1
6427,0,-0.642504,1
5168,0,-1.947917,0
2079,1,1.037747,1
5420,0,-2.464548,0
5930,0,0.026469,1
4760,0,-2.288665,0
6255,0,2.868426,1
7792,0,-1.788769,0
5921,0,-0.081626,1
1393,1,2.487109,1
1176,1,0.595997,1
2998,1,3.430159,1
1094,1,2.122889,1
224,1,0.906465,1
3719,1,0.933151,1
1334,1,2.747096,1
5154,0,-1.759373,0
159,1,3.604623,1
701,1,2.204735,1
5083,0,-2.336882,0
5580,0,-2.267511,0
6396,0,-1.40085,0
2439,1,-1.042443,1
2182,1,1.976707,1
6916,0,-1.347984,0
6832,0,-2.405501,0
5518,0,-2.77639,0
2082,1,1.817274,1
4159,0,-0.842918,1
2734,1,2.433603,1
5868,0,-1.169244,1
6588,0,-0.229922,1
336,1,2.27853,1
6324,0,0.338424,1
7014,0,-1.84076,0
5373,0,-0.725835,1
7978,0,-1.276862,0
6090,0,-0.85184,1
2668,1,2.746989,1
4829,0,-2.691984,0
7322,0,-1.473685,0
2930,1,-1.452102,0
2278,1,2.209934,1
5905,0,1.375789,1
5899,0,-0.29733,1
3250,1,3.524538,1
5267,0,-1.494259,0
2044,1,-0.45896,1
5729,0,-0.661912,1
5610,0,-1.477801,0
5345,0,-2.028461,0
1184,1,3.070384,1
7605,0,-1.264978,0
6859,0,-1.074807,1
1843,1,0.630199,1
3159,1,2.692369,1
2081,1,0.049488,1
6997,0,0.157882,1
27,1,2.091892,1
5416,0,-0.548089,1
1948,1,2.093682,1
1201,1,3.541896,1
6498,0,-1.190485,1
6961,0,-1.450145,0
7848,0,-1.196613,1
6929,0,-0.827624,1
7784,0,0.492264,1
3633,1,0.38081,1
406,1,2.555669,1
3203,1,3.072206,1
6966,0,-1.882998,0
776,1,0.095264,1
6547,0,-2.68886,0
4911,0,-0.413338,1
5059,0,-1.7324,0
4523,0,-1.129212,1
7759,0,-3.36214,0
674,1,0.450647,1
5601,0,-1.417538,0
89,1,1.957022,1
5923,0,-0.664093,1
4643,0,-0.789141,1
4729,0,-0.637057,1
3328,1,-0.331448,1
3842,1,0.665436,1
4476,0,-1.739062,0
7537,0,-0.578446,1
3066,1,0.971932,1
2114,1,3.767081,1
5391,0,0.576384,1
2437,1,2.653816,1
1216,1,1.206245,1
7635,0,-2.160779,0
1545,1,1.104478,1
1051,1,-0.564895,1
883,1,-0.862618,1
7426,0,-1.960849,0
3434,1,2.152507,1
3405,1,-0.38816,1
537,1,2.146133,1
6007,0,-2.514466,0
3089,1,2.107991,1
7628,0,-1.962244,0
4179,0,-1.372087,0
1768,1,2.243263,1
4165,0,-1.379157,0
3332,1,0.843313,1
231,1,1.741935,1
6854,0,-0.435785,1
1105,1,3.959039,1
2252,1,1.007358,1
3201,1,2.226568,1
3143,1,1.047885,1
859,1,0.002124,1
635,1,0.955579,1
2264,1,2.089099,1
1803,1,0.359504,1
1426,1,3.390979,1
5985,0,-2.039645,0
6549,0,-0.845939,1
6101,0,-1.97352,0
1796,1,1.128668,1
5503,0,0.078029,1
7684,0,-2.409711,0
4954,0,-1.233169,1
2287,1,4.601403,1
4907,0,-1.905894,0
348,1,0.095795,1
865,1,-0.144601,1
4582,0,-1.600645,0
7458,0,1.141536,1
2921,1,0.774339,1
1267,1,1.06111,1
2429,1,-0.130813,1
7379,0,0.636179,1
3166,1,2.112971,1
3447,1,1.905225,1
7287,0,-1.563515,0
6165,0,-3.071816,0
1225,1,3.149105,1
3929,1,0.032041,1
6312,0,-2.741663,0
7406,0,0.833851,1
3100,1,2.044759,1
2555,1,2.504335,1
6861,0,-0.336054,1
1489,1,1.023921,1
4738,0,-2.316297,0
4181,0,-3.264349,0
446,1,1.20684,1
4405,0,-0.59446,1
7894,0,0.52356,1
1414,1,1.261066,1
2403,1,-1.739165,0
6606,0,0.84687,1
3242,1,-0.426138,1
1801,1,3.44167,1
3907,1,-0.669521,1
5301,0,-2.181159,0
7377,0,0.821391,1
1888,1,2.504634,1
6439,0,-0.213149,1
1734,1,1.766584,1
5592,0,-0.242758,1
3337,1,0.89394,1
2384,1,0.328164,1
1404,1,3.817251,1
891,1,2.072891,1
219,1,1.751888,1
2815,1,2.7648,1
6034,0,-2.742481,0
637,1,0.91179,1
6259,0,-2.067858,0
1910,1,2.125733,1
3395,1,0.646638,1
3311,1,-2.163196,0
7665,0,-4.343513,0
7870,0,-1.114614,1
3488,1,0.391314,1
6701,0,-2.310555,0
867,1,-0.364206,1
2468,1,-0.955256,1
3065,1,1.771825,1
4600,0,-2.04949,0
7694,0,-1.878889,0
3441,1,2.847785,1
6552,0,-2.159218,0
2527,1,2.085447,1
3061,1,0.885295,1
7342,0,-2.975414,0
4645,0,-0.579662,1
4903,0,-0.740664,1
1637,1,0.812892,1
1130,1,-0.212947,1
939,1,0.370557,1
6163,0,-2.472808,0
711,1,-0.033612,1
4733,0,-1.955924,0
3852,1,3.073404,1
1787,1,-0.023921,1
4390,0,0.645733,1
3018,1,2.058988,1
5932,0,-1.133757,1
5017,0,-1.884536,0
3489,1,0.867196,1
3794,1,1.879216,1
721,1,1.008487,1
3375,1,0.248097,1
1354,1,1.188422,1
3016,1,2.658538,1
5310,0,-1.552749,0
3229,1,0.885874,1
618,1,3.152007,1
3855,1,0.662075,1
5508,0,-2.552051,0
4974,0,-2.295855,0
1612,1,3.53471,1
5821,0,-1.251523,0
6783,0,-3.415115,0
1062,1,0.43509,1
6563,0,-1.909668,0
1418,1,1.366011,1
5579,0,-1.494512,0
4444,0,-1.118097,1
323,1,3.162381,1
785,1,0.545298,1
658,1,-2.110925,0
2405,1,0.248822,1
2705,1,2.322038,1
2097,1,1.068117,1
1816,1,4.091355,1
575,1,0.41712,1
1795,1,3.633168,1
4805,0,-3.006571,0
6250,0,-1.165458,1
5480,0,0.354113,1
1940,1,2.441148,1
1057,1,-0.253991,1
2154,1,4.088102,1
7274,0,-2.027042,0
2414,1,-1.137607,1
1066,1,0.125687,1
6029,0,-0.657432,1
5471,0,-1.904585,0
7520,0,-0.605093,1
3665,1,-1.536108,0
65,1,2.374078,1
7010,0,-2.011884,0
4925,0,1.323043,1
5700,0,-0.573525,1
1762,1,1.305002,1
791,1,-0.878122,1
2226,1,2.672747,1
2870,1,-1.151214,1
1447,1,3.229445,1
2088,1,1.895792,1
1410,1,4.019308,1
1368,1,0.749716,1
7318,0,-2.650292,0
1530,1,0.475415,1
2722,1,1.145644,1
4572,0,-1.041564,1
5478,0,-1.693562,0
1553,1,3.537781,1
7150,0,-0.895957,1
1145,1,1.977666,1
4334,0,-2.353944,0
4356,0,0.54272,1
726,1,1.595854,1
7516,0,-2.069443,0
4280,0,2.123576,1
6133,0,-2.321504,0
6724,0,-2.337311,0
4445,0,-0.488429,1
7545,0,-1.217533,1
933,1,5.204555,1
6557,0,-1.055,1
3682,1,1.631166,1
7246,0,-2.630892,0
4416,0,-1.593358,0
6210,0,-1.161256,1
2884,1,2.532418,1
7525,0,-2.209048,0
4052,0,-0.568278,1
6463,0,-0.860891,1
2431,1,-1.634016,0
7293,0,-2.12325,0
7364,0,-2.283101,0
2691,1,3.131019,1
1892,1,-1.228932,1
7094,0,-1.465115,0
7343,0,-1.160455,1
3887,1,-0.250908,1
5147,0,-1.717105,0
7405,0,-1.453046,0
3512,1,2.057087,1
1205,1,-0.599978,1
5455,0,0.672472,1
4498,0,-1.143651,1
945,1,0.364696,1
5594,0,-2.735446,0
1522,1,2.545726,1
3078,1,1.729059,1
4465,0,1.28704,1
1631,1,-0.27764,1
7178,0,-1.23458,1
2751,1,2.219248,1
6977,0,-2.991272,0
1478,1,0.486943,1
6391,0,-1.624843,0
2714,1,1.581658,1
771,1,-0.31218,1
1314,1,2.793252,1
1556,1,2.093659,1
1513,1,0.207784,1
3579,1,-1.350686,0
6208,0,-0.953319,1
6507,0,-1.362699,0
2143,1,-0.508785,1
6174,0,-1.95356,0
2777,1,2.763306,1
4508,0,-2.544369,0
7838,0,-1.412068,0
4320,0,-0.672634,1
4401,0,-1.426215,0
2418,1,-2.299435,0
2811,1,2.908659,1
2733,1,3.155305,1
1207,1,2.690211,1
987,1,2.786511,1
5181,0,-0.933449,1
1457,1,-0.590797,1
521,1,-0.42464,1
1863,1,0.993305,1
7677,0,-2.322958,0
6110,0,-0.998453,1
5332,0,-1.871221,0
4614,0,-2.284218,0
6541,0,-1.490948,0
874,1,-0.153591,1
43,1,1.061871,1
6691,0,-1.632627,0
3079,1,2.457388,1
654,1,0.115933,1
7433,0,-2.420726,0
3897,1,1.877545,1
1574,1,0.641408,1
1268,1,0.696353,1
3937,1,-4.133603,0
1421,1,2.303438,1
6732,0,-1.854241,0
5961,0,-1.222096,1
6645,0,-2.237855,0
2791,1,2.002347,1
6585,0,0.133708,1
5298,0,-0.936731,1
2739,1,2.145695,1
6624,0,0.204532,1
7983,0,-1.351379,0
5545,0,-1.050687,1
4462,0,-0.798183,1
1573,1,3.842239,1
6219,0,0.408351,1
6660,0,-1.059111,1
1027,1,3.235675,1
5572,0,-2.476965,0
4451,0,-0.789293,1
7827,0,-1.807628,0
5764,0,-1.805067,0
1722,1,2.825773,1
4312,0,-1.584966,0
1799,1,2.412241,1
6352,0,-3.17838,0
5959,0,-2.443088,0
5283,0,-1.843712,0
5574,0,-0.973724,1
5849,0,-2.730315,0
7215,0,-2.340599,0
4565,0,-3.285175,0
5329,0,-1.269392,0
4431,0,1.11531,1
7751,0,-0.395636,1
6309,0,-2.765693,0
7609,0,-2.792418,0
6879,0,-1.691335,0
2196,1,2.097463,1
3607,1,4.508232,1
5714,0,-1.568152,0
6025,0,-2.386591,0
7362,0,-2.290879,0
7599,0,-1.62031,0
6895,0,-1.300346,0
1610,1,2.988333,1
6152,0,-2.919748,0
3948,1,1.546426,1
4937,0,-0.33501,1
3587,1,0.693922,1
2224,1,0.77558,1
2298,1,2.008919,1
768,1,1.807304,1
1499,1,1.478043,1
3696,1,1.184526,1
2903,1,1.271984,1
6242,0,-1.364544,0
74,1,1.681326,1
2165,1,-0.275493,1
7441,0,-0.301728,1
2871,1,2.34183,1
6712,0,0.664774,1
1994,1,1.573726,1
1998,1,3.400278,1
4034,0,-0.582351,1
2810,1,2.097465,1
646,1,1.120203,1
6298,0,-1.998086,0
7275,0,0.38945,1
3192,1,1.147435,1
612,1,-0.026445,1
3103,1,2.448366,1
5587,0,-2.841788,0
7129,0,-1.204171,1
5041,0,-1.220038,1
7783,0,-2.447739,0
7407,0,0.058153,1
4971,0,0.816986,1
3037,1,1.638853,1
5673,0,-1.793569,0
2470,1,-0.02483,1
1743,1,3.032003,1
2257,1,2.134291,1
4674,0,-0.988887,1
3564,1,2.643892,1
7647,0,-0.391677,1
340,1,4.44194,1
7998,0,-1.597815,0
3640,1,3.238774,1
4821,0,-3.164437,0
4075,0,-1.15428,1
443,1,0.854013,1
6772,0,0.447601,1
6382,0,0.127252,1
6384,0,-1.180083,1
6497,0,-0.052919,1
6240,0,-1.050152,1
7738,0,-1.392895,0
1067,1,-0.019173,1
1158,1,3.918613,1
5243,0,0.450791,1
1292,1,2.034109,1
6593,0,-0.715108,1
748,1,0.047059,1
6042,0,-1.575375,0
5374,0,-1.101586,1
5891,0,-1.8048,0
5346,0,0.006909,1
3249,1,0.57764,1
2310,1,2.45793,1
3515,1,1.45755,1
1392,1,2.863292,1
4216,0,-0.753511,1
1353,1,4.732109,1
3165,1,-1.357565,0
790,1,1.987178,1
1399,1,1.469876,1
6776,0,0.867776,1
7569,0,-0.908282,1
957,1,0.481487,1
1181,1,5.1117,1
4319,0,-1.782982,0
5074,0,-2.859274,0
4884,0,-2.728009,0
4816,0,-2.314267,0
1072,1,-0.179919,1
4706,0,-2.836299,0
478,1,2.124032,1
3484,1,1.491682,1
7393,0,-1.958968,0
4537,0,-2.73379,0
7769,0,-2.389609,0
3050,1,2.564615,1
3324,1,1.174886,1
4955,0,-1.589941,0
1788,1,3.580675,1
3626,1,1.08306,1
4097,0,-0.960822,1
2102,1,2.577024,1
6295,0,-2.073823,0
434,1,2.837587,1
821,1,0.927292,1
4332,0,-1.219359,1
4632,0,-0.635534,1
2845,1,1.906874,1
6680,0,-2.834409,0
7752,0,-2.348658,0
1047,1,3.078869,1
632,1,2.151279,1
1117,1,-0.793842,1
1580,1,0.603135,1
6140,0,-0.609552,1
1077,1,2.471962,1
4622,0,-0.521013,1
474,1,1.159288,1
7513,0,0.015421,1
7199,0,0.920354,1
3283,1,1.069688,1
2507,1,1.930361,1
4368,0,-2.871059,0
5091,0,-1.056866,1
4894,0,-2.098092,0
5266,0,-2.039988,0
2880,1,2.349138,1
4935,0,-1.570751,0
7335,0,-0.751076,1
4141,0,-1.146888,1
7731,0,-1.555531,0
353,1,1.85344,1
7882,0,-3.954529,0
3113,1,1.834071,1
79,1,1.812139,1
2981,1,2.483806,1
5187,0,-2.492657,0
4823,0,-2.8337,0
1687,1,0.292173,1
6947,0,-2.046717,0
48,1,-0.098907,1
4054,0,-3.11959,0
6676,0,-2.092357,0
4571,0,-1.056721,1
7384,0,-2.862119,0
4909,0,-3.554555,0
1666,1,-0.724957,1
4709,0,-2.123251,0
7727,0,0.583157,1
19,1,-0.262251,1
879,1,3.974752,1
2065,1,-0.947969,1
4868,0,-2.426299,0
7660,0,-2.587788,0
5718,0,-1.938516,0
7087,0,-2.317643,0
1090,1,3.617667,1
2320,1,2.131291,1
4533,0,-0.884558,1
425,1,0.695665,1
4818,0,-2.481745,0
7945,0,-0.636367,1
2826,1,1.607197,1
7761,0,-0.261391,1
5536,0,-2.031833,0
5644,0,-2.542147,0
5834,0,-0.284082,1
7953,0,-2.875196,0
7923,0,-1.287542,0
4899,0,-2.130849,0
656,1,0.023439,1
1904,1,1.553673,1
2897,1,2.156714,1
5484,0,0.958746,1
2332,1,0.517467,1
7533,0,-0.562646,1
4176,0,-3.18349,0
3872,1,0.677385,1
1320,1,-0.632557,1
733,1,3.944277,1
4108,0,-3.224626,0
5033,0,-1.069467,1
5384,0,-2.661413,0
3944,1,3.362029,1
6756,0,0.221026,1
5773,0,-1.909817,0
4168,0,0.803837,1
6850,0,-2.872346,0
4156,0,-1.576887,0
2532,1,1.677156,1
3707,1,2.034209,1
6044,0,-0.308527,1
5007,0,-2.970937,0
4883,0,0.642049,1
1039,1,2.026795,1
7651,0,-0.017202,1
3012,1,2.136828,1
4713,0,-1.075669,1
5686,0,-1.392492,0
2944,1,3.543142,1
4366,0,0.437575,1
2554,1,0.42626,1
497,1,3.904671,1
5588,0,-0.052707,1
2295,1,2.692696,1
1416,1,0.3888,1
601,1,0.753859,1
1782,1,2.837213,1
2942,1,2.490426,1
7926,0,-2.10858,0
4664,0,-2.73706,0
5880,0,-2.916565,0
873,1,-0.526903,1
4112,0,-2.730544,0
989,1,1.648611,1
7632,0,-1.756703,0
7282,0,-0.508762,1
4404,0,-1.553851,0
7995,0,0.349244,1
4392,0,-1.01688,1
7198,0,-1.93278,0
1581,1,-1.931714,0
7487,0,1.630202,1
7864,0,0.894334,1
3186,1,-1.039355,1
4957,0,-1.883794,0
6136,0,-3.188809,0
268,1,1.162101,1
712,1,1.15493,1
6266,0,-3.229636,0
1856,1,3.53702,1
2285,1,3.619254,1
7505,0,-0.745251,1
7861,0,-1.792931,0
7746,0,-1.573133,0
6845,0,-2.854116,0
7486,0,-2.71043,0
3912,1,1.638834,1
2743,1,1.499612,1
7841,0,-1.459243,0
5512,0,0.426467,1
1335,1,1.552751,1
6408,0,-1.935529,0
7831,0,-0.720115,1
1536,1,3.098983,1
3294,1,3.674351,1
448,1,-1.643052,0
7817,0,-2.749323,0
6992,0,-0.85264,1
6120,0,-1.017844,1
6461,0,-4.151056,0
7638,0,-2.509111,0
3254,1,-0.963903,1
3189,1,0.080948,1
3490,1,1.803796,1
2101,1,0.320332,1
6132,0,-0.064908,1
7146,0,-3.38464,0
7171,0,-0.910636,1
317,1,1.873225,1
3712,1,1.01432,1
2892,1,0.949029,1
4301,0,-2.299112,0
7442,0,-3.119249,0
3604,1,0.586094,1
1850,1,2.774323,1
810,1,3.483094,1
1308,1,1.709418,1
556,1,2.167867,1
2762,1,2.090676,1
6209,0,-0.234276,1
5939,0,-1.655991,0
975,1,2.183737,1
505,1,2.932244,1
934,1,4.575648,1
4784,0,-2.924471,0
5413,0,1.010198,1
7929,0,-2.173692,0
6121,0,1.177078,1
4822,0,-2.010671,0
1372,1,1.498428,1
3460,1,2.039026,1
2932,1,1.149486,1
1134,1,1.7562,1
5001,0,-1.770081,0
2061,1,1.017632,1
1033,1,0.408679,1
797,1,0.478944,1
2985,1,1.114856,1
5872,0,-2.501061,0
6537,0,-1.771997,0
6591,0,-1.799733,0
6422,0,-2.016193,0
2177,1,1.372556,1
2711,1,1.832093,1
2849,1,-1.258346,0
6243,0,-0.416242,1
7845,0,-1.454726,0
798,1,0.294665,1
3218,1,0.280539,1
3206,1,-0.196772,1
2216,1,3.279195,1
2625,1,0.062926,1
2180,1,2.461031,1
3466,1,2.362622,1
4879,0,-1.937886,0
5294,0,-2.148667,0
2036,1,2.330821,1
5123,0,-1.55963,0
2424,1,1.017749,1
7062,0,-0.380076,1
7715,0,-2.390329,0
1835,1,2.480693,1
7648,0,-0.385974,1
4275,0,0.785433,1
6562,0,-2.460361,0
1909,1,0.941902,1
7558,0,-2.034011,0
3344,1,4.241261,1
6362,0,-1.283111,0
3990,1,0.809378,1
6395,0,-1.544613,0
7008,0,-1.23036,1
3366,1,1.321459,1
5827,0,-0.419205,1
1171,1,-2.523316,0
6231,0,0.511298,1
5207,0,-2.286146,0
22,1,2.868527,1
6715,0,-2.040381,0
672,1,0.146538,1
3755,1,0.990576,1
6144,0,-1.066134,1
354,1,2.433233,1
3233,1,2.265134,1
7430,0,-1.930887,0
331,1,0.13761,1
5707,0,-2.118253,0
4135,0,-2.259906,0
2999,1,-0.265423,1
83,1,0.339897,1
4960,0,-0.264502,1
7960,0,-2.7088,0
6899,0,1.122875,1
1246,1,0.213091,1
7038,0,-1.889143,0
6001,0,-2.027883,0
2718,1,2.087991,1
2773,1,1.788955,1
5051,0,1.345179,1
7341,0,-3.130223,0
1852,1,1.309584,1
639,1,1.852181,1
657,1,3.212316,1
6195,0,-2.189968,0
2201,1,2.549298,1
3385,1,0.251014,1
3856,1,1.752628,1
3870,1,-1.966038,0
5081,0,-1.759352,0
2872,1,2.659815,1
507,1,3.22931,1
258,1,2.952426,1
5988,0,-2.46771,0
5539,0,-1.286862,0
1344,1,3.021281,1
1547,1,2.469296,1
665,1,2.832307,1
4099,0,-2.032775,0
6280,0,-2.968109,0
6768,0,-1.175018,1
4503,0,-2.119867,0
3290,1,2.965469,1
3772,1,1.24565,1
1073,1,-0.269981,1
