workload,query_id,pool,n_relevant,T_A,T_B
A,q00139,security,30,0.648932,0.330138
A,q00140,procurement,27,0.632541,0.469
A,q00141,security,23,0.358954,0.424926
A,q00142,security,42,1.0,0.617585
A,q00143,security,31,0.763095,0.936379
A,q00144,security,31,0.686715,0.239921
A,q00145,procurement,24,0.718363,0.236905
A,q00146,security,19,0.428385,0.29849
A,q00147,procurement,22,0.432318,0.469
A,q00148,legal,19,0.706584,0.513529
A,q00149,security,31,0.800694,0.066254
B,q00000,engineering,26,1.0,0.936379
B,q00001,facilities,25,1.0,1.0
B,q00002,logistics,25,0.870125,0.0
B,q00003,logistics,20,0.268455,0.085143
B,q00004,facilities,23,0.617284,0.772062
B,q00005,facilities,36,1.0,1.0
B,q00006,facilities,21,0.538431,0.864315
B,q00007,engineering,35,1.0,1.0
B,q00008,facilities,29,1.0,1.0
B,q00009,logistics,31,0.205117,0.0
B,q00010,engineering,31,1.0,1.0
B,q00011,engineering,21,0.933746,1.0
B,q00012,engineering,22,0.794883,0.921602
B,q00013,engineering,35,1.0,1.0
B,q00014,logistics,33,0.564544,0.257875
B,q00015,logistics,20,0.936379,0.409951
B,q00016,engineering,21,1.0,1.0
B,q00017,engineering,29,0.841493,1.0
B,q00018,facilities,27,1.0,1.0
B,q00019,logistics,27,0.703407,0.617764
B,q00020,logistics,31,0.322272,0.614587
B,q00021,facilities,28,1.0,0.933746
B,q00022,engineering,22,0.669862,0.603262
B,q00023,logistics,20,0.936379,0.409951
B,q00024,engineering,31,1.0,1.0
B,q00025,logistics,25,0.710477,0.283713
B,q00026,engineering,23,0.797517,0.914857
B,q00027,engineering,35,1.0,1.0
B,q00028,logistics,25,0.710477,0.283713
B,q00029,logistics,22,0.831848,0.359691
B,q00030,engineering,31,1.0,1.0
B,q00031,engineering,35,1.0,1.0
B,q00032,logistics,22,0.863015,0.687471
B,q00033,facilities,33,0.852171,1.0
B,q00034,facilities,36,0.863015,1.0
B,q00035,facilities,25,1.0,1.0
B,q00036,logistics,27,0.857981,0.642187
B,q00037,facilities,26,1.0,1.0
B,q00038,logistics,28,0.936379,0.611795
B,q00039,logistics,31,0.322272,0.614587
B,q00040,engineering,28,1.0,1.0
B,q00041,engineering,20,0.841591,0.936379
B,q00042,facilities,31,0.936379,1.0
B,q00043,facilities,31,1.0,1.0
B,q00044,engineering,22,0.787774,0.926636
B,q00045,engineering,22,0.787774,0.926636
B,q00046,facilities,29,0.538886,1.0
B,q00047,logistics,22,0.563788,0.0
B,q00048,logistics,20,0.603262,0.168152
B,q00049,engineering,29,0.845426,1.0
B,q00050,logistics,20,0.532141,0.25833
B,q00051,facilities,28,1.0,1.0
B,q00052,engineering,20,1.0,1.0
B,q00053,engineering,26,1.0,0.936379
B,q00054,engineering,26,1.0,0.936379
B,q00055,logistics,30,0.718363,0.680905
B,q00056,facilities,33,0.852171,1.0
B,q00057,engineering,23,0.926636,0.933746
B,q00058,logistics,27,0.857981,0.642187
B,q00059,logistics,25,0.870125,0.0
B,q00060,logistics,29,0.56489,0.202483
B,q00061,logistics,26,0.711618,0.61225
B,q00062,logistics,31,0.400306,0.0
B,q00063,logistics,26,0.926636,0.772838
B,q00064,facilities,25,1.0,1.0
B,q00065,logistics,25,0.469,0.0
B,q00066,logistics,31,0.756448,0.794883
B,q00067,facilities,31,1.0,1.0
B,q00068,logistics,23,0.548154,0.570404
B,q00069,logistics,33,0.564544,0.257875
B,q00070,facilities,27,0.712552,1.0
B,q00071,engineering,29,0.841493,1.0
B,q00072,facilities,31,1.0,1.0
B,q00073,facilities,22,0.926636,1.0
B,q00074,engineering,28,1.0,0.905212
B,q00075,logistics,27,0.703407,0.617764
B,q00076,engineering,21,1.0,1.0
B,q00077,facilities,27,0.316462,0.914857
B,q00078,facilities,27,1.0,1.0
B,q00079,facilities,27,1.0,1.0
B,q00080,logistics,25,0.507238,0.110046
B,q00081,engineering,22,0.555903,0.787774
B,q00082,facilities,25,1.0,1.0
B,q00083,engineering,28,1.0,0.905212
B,q00084,engineering,20,0.914857,1.0
B,q00085,facilities,27,0.316462,0.914857
B,q00086,logistics,28,0.936379,0.611795
B,q00087,facilities,29,0.838957,1.0
B,q00088,engineering,26,0.933746,0.863015
B,q00089,engineering,28,1.0,1.0
B,q00090,facilities,25,1.0,1.0
B,q00091,engineering,26,1.0,0.936379
B,q00092,engineering,26,1.0,0.933746
B,q00093,engineering,35,1.0,1.0
B,q00094,logistics,22,0.831848,0.359691
B,q00095,facilities,29,0.432318,0.593361
B,q00096,engineering,20,0.921602,0.866948
B,q00097,logistics,20,0.367921,0.364744
B,q00098,engineering,28,1.0,1.0
B,q00099,logistics,30,0.715186,0.703407
B,q00100,logistics,20,1.0,0.752969
B,q00101,logistics,20,0.532141,0.25833
B,q00102,facilities,31,1.0,1.0
B,q00103,engineering,31,1.0,1.0
B,q00104,logistics,25,0.469,0.0
B,q00105,engineering,23,0.926636,0.933746
B,q00106,facilities,22,0.838957,1.0
B,q00107,facilities,36,1.0,1.0
B,q00108,logistics,30,0.718363,0.680905
B,q00109,facilities,29,0.568004,0.725735
B,q00110,engineering,21,1.0,1.0
B,q00111,facilities,23,0.621217,0.535254
B,q00112,facilities,21,0.538431,0.864315
B,q00113,engineering,26,1.0,0.933746
B,q00114,engineering,22,0.669862,0.603262
B,q00115,logistics,31,0.158507,0.220092
B,q00116,facilities,22,0.926636,1.0
B,q00117,facilities,36,0.8237,1.0
B,q00118,logistics,30,0.715186,0.703407
B,q00119,facilities,31,1.0,1.0
B,q00120,facilities,22,0.926636,1.0
B,q00121,facilities,26,1.0,1.0
B,q00122,facilities,21,0.503607,0.795166
B,q00123,logistics,30,0.921602,0.60514
B,q00124,logistics,25,0.710477,0.283713
B,q00125,logistics,20,0.532141,0.25833
B,q00126,facilities,21,0.538431,0.864315
B,q00127,facilities,28,1.0,0.933746
B,q00128,engineering,29,1.0,1.0
B,q00129,logistics,29,0.718363,0.453743
B,q00130,logistics,33,0.564544,0.257875
B,q00131,logistics,30,0.353144,0.683084
B,q00132,facilities,36,0.8237,1.0
B,q00133,engineering,26,1.0,0.933746
B,q00134,engineering,39,1.0,1.0
B,q00135,logistics,29,0.791727,0.715186
B,q00136,facilities,31,0.936379,1.0
B,q00137,engineering,35,1.0,1.0
B,q00138,engineering,31,1.0,1.0
B,q00139,engineering,22,0.794883,0.921602
B,q00140,facilities,25,1.0,1.0
B,q00141,engineering,22,0.889954,0.936379
B,q00142,engineering,39,1.0,1.0
B,q00143,engineering,31,1.0,1.0
B,q00144,engineering,29,0.845426,1.0
B,q00145,facilities,33,0.852171,1.0
B,q00146,engineering,28,1.0,1.0
B,q00147,facilities,28,1.0,0.933746
B,q00148,logistics,33,0.642187,0.652864
B,q00149,engineering,29,1.0,1.0
