query_id,pool,n_relevant,L4_corpus,L5_objective,L0_pooled,L1_chunks
q00081,security,23,0.567227,0.538431,0.073364,0.298027
q00082,procurement,27,0.930569,0.503607,0.29849,0.532621
q00083,security,19,0.55826,0.532621,0.220092,0.590727
q00084,security,33,0.448215,0.253295,0.094788,0.0
q00085,procurement,29,0.852171,0.702728,0.215383,0.355777
q00086,legal,22,1.0,0.936379,0.283713,0.841591
q00087,procurement,23,0.63322,0.133052,0.0,0.208294
q00088,security,22,0.705808,1.0,0.214084,0.712552
q00089,security,19,0.362111,0.469,0.283713,0.4819
q00090,procurement,27,0.0,0.330138,0.0,0.094788
q00091,security,18,0.0,0.158507,0.0,0.18341
q00092,security,18,0.217261,0.547853,0.147829,0.135685
q00093,security,26,0.0,0.800694,0.151397,0.501749
q00094,legal,24,1.0,0.796761,0.416382,0.757382
q00095,procurement,32,0.72733,0.642187,0.519997,0.602052
q00096,security,33,0.522496,0.598875,0.147829,0.110046
q00097,legal,25,0.53729,0.287626,0.066254,0.136985
q00098,security,19,0.362111,0.469,0.283713,0.4819
q00099,legal,28,0.796761,0.750637,0.399569,0.722295
q00100,legal,27,0.763095,0.665193,0.138862,0.321951
q00101,legal,25,0.642187,0.415281,0.094788,0.367921
q00102,procurement,23,0.933746,0.576669,0.202483,0.16422
q00103,security,31,0.864315,1.0,0.605985,0.706584
q00104,legal,26,1.0,0.866948,0.18341,0.926636
q00105,security,27,0.648932,1.0,0.358954,0.135685
q00106,procurement,29,0.637152,0.437352,0.069431,0.437352
q00107,procurement,29,0.870125,0.72733,0.358954,0.608317
q00108,legal,25,0.914857,0.224006,0.532141,0.498271
q00109,procurement,32,0.930569,0.784617,0.523174,0.538886
q00110,security,24,0.542364,1.0,0.529444,0.63901
q00111,procurement,26,0.712552,0.248908,0.554143,0.580148
q00112,procurement,21,0.699474,0.647054,0.249664,0.286692
q00113,security,18,0.217261,0.547853,0.147829,0.135685
q00114,security,23,0.56537,0.532621,0.0,0.356232
q00115,legal,31,1.0,1.0,0.608317,1.0
q00116,procurement,29,0.581082,0.0,0.205117,0.085143
q00117,procurement,29,0.712552,0.72733,0.242618,0.538431
q00118,legal,28,0.796761,0.750637,0.399569,0.722295
q00119,procurement,23,0.933746,0.576669,0.202483,0.16422
q00120,procurement,29,0.581082,0.0,0.205117,0.085143
q00121,procurement,17,0.563788,0.791727,0.066254,0.224006
q00122,procurement,21,0.574337,0.457675,0.094788,0.22784
q00123,legal,25,1.0,0.866948,0.472933,0.716287
q00124,legal,38,0.936379,1.0,0.627409,0.841493
q00125,legal,25,0.642187,0.415281,0.094788,0.367921
q00126,procurement,21,0.699474,0.647054,0.249664,0.286692
q00127,procurement,22,0.870125,0.793584,0.283713,0.346951
q00128,security,31,0.718363,1.0,0.073364,0.671938
q00129,legal,32,1.0,1.0,0.456997,0.860382
q00130,legal,19,0.936379,0.866948,0.248908,0.708441
q00131,legal,28,0.69684,0.513508,0.44092,0.627409
q00132,procurement,29,0.712552,0.72733,0.242618,0.538431
q00133,security,18,0.217261,0.547853,0.147829,0.135685
q00134,security,42,1.0,1.0,0.413128,0.921602
q00135,legal,32,0.936379,0.914857,0.678504,0.8237
q00136,procurement,23,0.72733,0.627409,0.355777,0.217261
q00137,security,33,0.863015,1.0,0.599329,0.779171
q00138,security,31,0.864315,1.0,0.605985,0.706584
q00139,security,30,0.72733,1.0,0.0,0.538431
q00140,procurement,27,0.930569,0.503607,0.29849,0.532621
q00141,security,23,0.55826,0.469,0.063621,0.544676
q00142,security,42,1.0,1.0,0.413128,0.921602
q00143,security,31,0.793584,1.0,0.588467,0.926636
q00144,security,31,0.563788,0.820069,0.289523,0.448669
q00145,procurement,24,0.49464,0.690194,0.293456,0.370636
q00146,security,19,0.362111,0.469,0.283713,0.4819
q00147,procurement,22,0.870125,0.793584,0.283713,0.346951
q00148,legal,19,0.863015,0.851236,0.179931,0.72733
q00149,security,31,0.718363,1.0,0.073364,0.671938
