workload,query_id,pool,n_relevant,T_A,T_B
A,q00089,security,19,0.432318,0.580148
A,q00090,procurement,27,0.0,0.248908
A,q00091,security,18,0.0,0.066254
A,q00092,security,18,0.069431,0.142019
A,q00093,security,26,0.527106,0.248908
A,q00094,legal,24,1.0,0.712552
A,q00095,procurement,32,0.492282,0.488349
A,q00096,security,33,0.078398,0.289523
A,q00097,legal,25,0.396738,0.563788
A,q00098,security,19,0.432318,0.580148
A,q00099,legal,28,0.855348,0.74167
A,q00100,legal,27,0.644223,0.532897
A,q00101,legal,25,0.473387,0.500973
A,q00102,procurement,23,0.396392,0.358954
A,q00103,security,31,0.693663,0.57369
A,q00104,legal,26,0.800694,0.665291
A,q00105,security,27,0.358954,0.283713
A,q00106,procurement,29,0.283713,0.422575
A,q00107,procurement,29,0.289523,0.488547
A,q00108,legal,25,0.841591,0.674936
A,q00109,procurement,32,0.523929,0.315163
A,q00110,security,24,0.289523,0.35971
A,q00111,procurement,26,0.43463,0.47479
A,q00112,procurement,21,0.316916,0.094788
A,q00113,security,18,0.069431,0.142019
A,q00114,security,23,0.608317,0.303082
A,q00115,legal,31,0.851236,0.83578
A,q00116,procurement,29,0.220092,0.222128
A,q00117,procurement,29,0.305235,0.358954
A,q00118,legal,28,0.855348,0.74167
A,q00119,procurement,23,0.396392,0.358954
A,q00120,procurement,29,0.220092,0.222128
A,q00121,procurement,17,0.293456,0.428385
A,q00122,procurement,21,0.0,0.0
A,q00123,legal,25,0.930569,0.777872
A,q00124,legal,38,0.914857,0.804811
A,q00125,legal,25,0.473387,0.500973
A,q00126,procurement,21,0.316916,0.094788
A,q00127,procurement,22,0.368856,0.598875
A,q00128,security,31,0.469,0.330138
A,q00129,legal,32,0.866948,0.785916
A,q00130,legal,19,0.763095,0.55826
A,q00131,legal,28,0.642187,0.700095
A,q00132,procurement,29,0.305235,0.358954
A,q00133,security,18,0.069431,0.142019
A,q00134,security,42,0.800694,0.671759
A,q00135,legal,32,0.769526,0.784617
A,q00136,procurement,23,0.358954,0.453743
A,q00137,security,33,0.863015,0.715551
A,q00138,security,31,0.693663,0.57369
A,q00139,security,30,0.535254,0.371854
A,q00140,procurement,27,0.668306,0.358954
A,q00141,security,23,0.617284,0.278198
A,q00142,security,42,0.800694,0.671759
A,q00143,security,31,0.712552,0.473387
A,q00144,security,31,0.428385,0.29849
A,q00145,procurement,24,0.383633,0.396392
A,q00146,security,19,0.432318,0.580148
A,q00147,procurement,22,0.368856,0.598875
A,q00148,legal,19,0.643768,0.493679
A,q00149,security,31,0.469,0.330138
B,q00000,engineering,26,0.866948,0.800694
B,q00001,facilities,25,0.866948,1.0
B,q00002,logistics,25,0.522496,0.220092
B,q00003,logistics,20,0.454498,0.236905
B,q00004,facilities,23,0.598395,0.870125
B,q00005,facilities,36,0.866948,1.0
B,q00006,facilities,21,0.528964,1.0
B,q00007,engineering,35,1.0,1.0
B,q00008,facilities,29,0.781805,1.0
B,q00009,logistics,31,0.322272,0.085143
B,q00010,engineering,31,0.330138,0.510716
B,q00011,engineering,21,0.777872,0.775239
B,q00012,engineering,22,0.779908,1.0
B,q00013,engineering,35,1.0,1.0
B,q00014,logistics,33,0.532141,0.498271
B,q00015,logistics,20,0.708441,0.936379
B,q00016,engineering,21,0.870125,0.930569
B,q00017,engineering,29,0.936379,0.851236
B,q00018,facilities,27,1.0,1.0
B,q00019,logistics,27,0.248908,0.428385
B,q00020,logistics,31,0.452147,0.16422
B,q00021,facilities,28,0.715186,1.0
B,q00022,engineering,22,0.782739,0.820523
B,q00023,logistics,20,0.708441,0.936379
B,q00024,engineering,31,0.248908,0.463644
B,q00025,logistics,25,0.713308,0.58875
B,q00026,engineering,23,0.78855,0.768227
B,q00027,engineering,35,1.0,1.0
B,q00028,logistics,25,0.713308,0.58875
B,q00029,logistics,22,0.650033,0.422575
B,q00030,engineering,31,0.358954,0.425208
B,q00031,engineering,35,1.0,1.0
B,q00032,logistics,22,0.753814,0.403502
B,q00033,facilities,33,0.69684,0.933746
B,q00034,facilities,36,1.0,1.0
B,q00035,facilities,25,0.866948,1.0
B,q00036,logistics,27,0.494357,0.538431
B,q00037,facilities,26,1.0,1.0
B,q00038,logistics,28,0.623574,0.231773
B,q00039,logistics,31,0.452147,0.16422
B,q00040,engineering,28,0.926636,1.0
B,q00041,engineering,20,0.936379,0.793584
B,q00042,facilities,31,0.866948,1.0
B,q00043,facilities,31,1.0,1.0
B,q00044,engineering,22,0.779908,1.0
B,q00045,engineering,22,0.779908,1.0
B,q00046,facilities,29,0.790951,1.0
B,q00047,logistics,22,0.580602,0.0
B,q00048,logistics,20,0.456997,0.718363
B,q00049,engineering,29,0.793584,0.700773
B,q00050,logistics,20,0.547398,0.195189
B,q00051,facilities,28,1.0,1.0
B,q00052,engineering,20,0.648932,0.69684
B,q00053,engineering,26,0.866948,0.800694
B,q00054,engineering,26,0.866948,0.800694
B,q00055,logistics,30,0.444097,0.312805
B,q00056,facilities,33,0.69684,0.933746
B,q00057,engineering,23,0.838957,0.860382
B,q00058,logistics,27,0.494357,0.538431
B,q00059,logistics,25,0.522496,0.220092
B,q00060,logistics,29,0.444853,0.069431
B,q00061,logistics,26,0.632541,0.791727
B,q00062,logistics,31,0.278198,0.420217
B,q00063,logistics,26,0.781805,0.69684
B,q00064,facilities,25,0.866948,1.0
B,q00065,logistics,25,0.286692,0.0
B,q00066,logistics,31,0.495459,0.388244
B,q00067,facilities,31,1.0,1.0
B,q00068,logistics,23,0.563788,0.493679
B,q00069,logistics,33,0.532141,0.498271
B,q00070,facilities,27,0.683538,1.0
B,q00071,engineering,29,0.936379,0.851236
B,q00072,facilities,31,0.930569,1.0
B,q00073,facilities,22,0.866948,1.0
B,q00074,engineering,28,0.777872,0.83578
B,q00075,logistics,27,0.248908,0.428385
B,q00076,engineering,21,0.870125,0.930569
B,q00077,facilities,27,0.696938,1.0
B,q00078,facilities,27,1.0,1.0
B,q00079,facilities,27,1.0,1.0
B,q00080,logistics,25,0.473387,0.384311
B,q00081,engineering,22,0.914857,0.870125
B,q00082,facilities,25,0.866948,1.0
B,q00083,engineering,28,0.777872,0.83578
B,q00084,engineering,20,0.936379,0.870125
B,q00085,facilities,27,0.696938,1.0
B,q00086,logistics,28,0.623574,0.231773
B,q00087,facilities,29,0.555245,0.933746
B,q00088,engineering,26,0.926636,1.0
B,q00089,engineering,28,0.926636,1.0
B,q00090,facilities,25,1.0,1.0
B,q00091,engineering,26,0.866948,0.800694
B,q00092,engineering,26,0.576688,0.78855
B,q00093,engineering,35,1.0,1.0
B,q00094,logistics,22,0.650033,0.422575
B,q00095,facilities,29,0.936379,0.796761
B,q00096,engineering,20,0.936379,0.72733
B,q00097,logistics,20,0.547398,0.303082
B,q00098,engineering,28,0.926636,1.0
B,q00099,logistics,30,0.453743,0.453743
B,q00100,logistics,20,0.784982,0.936379
B,q00101,logistics,20,0.547398,0.195189
B,q00102,facilities,31,0.930569,1.0
B,q00103,engineering,31,0.248908,0.463644
B,q00104,logistics,25,0.286692,0.0
B,q00105,engineering,23,0.838957,0.860382
B,q00106,facilities,22,0.933746,1.0
B,q00107,facilities,36,0.866948,1.0
B,q00108,logistics,30,0.444097,0.312805
B,q00109,facilities,29,0.864315,1.0
B,q00110,engineering,21,0.870125,0.930569
B,q00111,facilities,23,0.696162,0.870125
B,q00112,facilities,21,0.528964,1.0
B,q00113,engineering,26,0.576688,0.78855
B,q00114,engineering,22,0.782739,0.820523
B,q00115,logistics,31,0.16422,0.110046
B,q00116,facilities,22,0.866948,1.0
B,q00117,facilities,36,0.870125,1.0
B,q00118,logistics,30,0.453743,0.453743
B,q00119,facilities,31,0.930569,1.0
B,q00120,facilities,22,0.866948,1.0
B,q00121,facilities,26,0.870125,1.0
B,q00122,facilities,21,0.503324,0.870125
B,q00123,logistics,30,0.424926,0.248908
B,q00124,logistics,25,0.713308,0.58875
B,q00125,logistics,20,0.547398,0.195189
B,q00126,facilities,21,0.528964,1.0
B,q00127,facilities,28,0.715186,1.0
B,q00128,engineering,29,0.889954,0.855348
B,q00129,logistics,29,0.630043,0.289523
B,q00130,logistics,33,0.532141,0.498271
B,q00131,logistics,30,0.327307,0.469
B,q00132,facilities,36,0.870125,1.0
B,q00133,engineering,26,0.576688,0.78855
B,q00134,engineering,39,1.0,1.0
B,q00135,logistics,29,0.705808,0.374666
B,q00136,facilities,31,0.866948,1.0
B,q00137,engineering,35,1.0,1.0
B,q00138,engineering,31,0.248908,0.463644
B,q00139,engineering,22,0.779908,1.0
B,q00140,facilities,25,0.866948,1.0
B,q00141,engineering,22,1.0,0.933746
B,q00142,engineering,39,1.0,1.0
B,q00143,engineering,31,0.358954,0.425208
B,q00144,engineering,29,0.793584,0.700773
B,q00145,facilities,33,0.69684,0.933746
B,q00146,engineering,28,0.926636,1.0
B,q00147,facilities,28,0.715186,1.0
B,q00148,logistics,33,0.686715,0.56537
B,q00149,engineering,29,0.889954,0.855348
