query_id,pool,n_relevant,L4_corpus,L5_objective,L0_pooled,L1_chunks
q00062,legal,31,1.0,0.933746,0.68045,0.784617
q00063,legal,24,0.1763,0.257875,0.085143,0.0
q00064,procurement,27,0.31488,0.466642,0.384311,0.428365
q00065,legal,26,0.914857,0.772838,0.110046,0.790951
q00066,legal,24,0.32413,0.352664,0.142019,0.488349
q00067,procurement,27,0.800694,0.722295,0.094788,0.283713
q00068,legal,31,0.83578,0.248908,0.220092,0.56311
q00069,legal,19,0.41245,0.535254,0.248908,0.718363
q00070,procurement,29,0.648932,0.630043,0.063621,0.648932
q00071,security,31,0.358954,0.220092,0.0,0.142019
q00072,procurement,23,0.330138,0.532141,0.173187,0.492006
q00073,procurement,29,0.383633,0.110046,0.220092,0.142019
q00074,security,19,0.469,0.261443,0.220092,0.444097
q00075,legal,27,0.926636,0.852171,0.517461,0.921602
q00076,security,24,0.510352,0.567227,0.400023,0.444097
q00077,procurement,29,0.63322,0.563788,0.151762,0.322272
q00078,procurement,28,0.507718,0.428385,0.358954,0.133052
q00079,procurement,28,0.453743,0.358954,0.220092,0.110046
q00080,legal,38,0.889954,1.0,0.746705,0.715551
q00081,security,23,0.224761,0.0,0.066254,0.608317
q00082,procurement,27,0.31488,0.466642,0.384311,0.428365
q00083,security,19,0.469,0.261443,0.220092,0.444097
q00084,security,33,0.415281,0.110046,0.073364,0.147829
q00085,procurement,29,0.63322,0.563788,0.151762,0.322272
q00086,legal,22,0.860382,0.848603,0.283713,1.0
q00087,procurement,23,0.532141,0.257875,0.0,0.0
q00088,security,22,0.410572,0.330138,0.243552,0.926636
q00089,security,19,0.535254,0.390927,0.293456,0.61225
q00090,procurement,27,0.0,0.0,0.0,0.073364
q00091,security,18,0.343697,0.447932,0.133052,0.204834
q00092,security,18,0.492461,0.403502,0.085143,0.066254
q00093,security,26,0.538886,0.309806,0.218195,0.542364
q00094,legal,24,0.848603,0.715551,0.416382,0.852171
q00095,procurement,32,0.74119,0.646856,0.538431,0.630664
q00096,security,33,0.415281,0.378501,0.236905,0.195189
q00097,legal,25,0.364744,0.495939,0.066254,0.230474
q00098,security,19,0.535254,0.390927,0.293456,0.61225
q00099,legal,28,0.820523,0.804811,0.399569,0.763095
q00100,legal,27,0.725452,0.762416,0.138862,0.549434
q00101,legal,25,0.358954,0.393278,0.094788,0.478422
q00102,procurement,23,0.469,0.469,0.138862,0.0
q00103,security,31,1.0,0.672693,0.65948,0.77216
q00104,legal,26,0.914857,0.772838,0.110046,0.790951
q00105,security,27,0.648932,0.29849,0.289523,0.563788
q00106,procurement,29,0.501749,0.138862,0.217261,0.358954
q00107,procurement,29,0.654722,0.657899,0.220092,0.514284
q00108,legal,25,0.603262,0.511651,0.478902,0.790951
q00109,procurement,32,0.705905,0.652864,0.523174,0.470556
q00110,security,24,0.510352,0.567227,0.400023,0.444097
q00111,procurement,26,0.538886,0.510069,0.532621,0.563788
q00112,procurement,21,0.425208,0.469756,0.163541,0.469
q00113,security,18,0.492461,0.403502,0.085143,0.066254
q00114,security,23,0.163541,0.0,0.0,0.690648
q00115,legal,31,0.866948,0.926636,0.608317,0.701973
q00116,procurement,29,0.383633,0.110046,0.220092,0.142019
q00117,procurement,29,0.559933,0.576688,0.424926,0.478422
q00118,legal,28,0.820523,0.804811,0.399569,0.763095
q00119,procurement,23,0.469,0.469,0.138862,0.0
q00120,procurement,29,0.383633,0.110046,0.220092,0.142019
q00121,procurement,17,0.510352,0.31488,0.078398,0.147829
q00122,procurement,21,0.173187,0.215383,0.094788,0.094788
q00123,legal,25,0.731447,0.665949,0.472933,0.926636
q00124,legal,38,0.861138,0.921602,0.630043,0.684383
q00125,legal,25,0.358954,0.393278,0.094788,0.478422
q00126,procurement,21,0.425208,0.469756,0.163541,0.469
q00127,procurement,22,0.620397,0.637152,0.094788,0.358954
q00128,security,31,0.358954,0.220092,0.142019,0.212226
q00129,legal,32,0.866948,0.921602,0.383633,0.820069
q00130,legal,19,0.41245,0.535254,0.248908,0.718363
q00131,legal,28,0.60514,0.652371,0.44092,0.620762
q00132,procurement,29,0.559933,0.576688,0.424926,0.478422
q00133,security,18,0.492461,0.403502,0.085143,0.066254
q00134,security,42,0.469,0.523174,0.605985,0.777872
q00135,legal,32,0.936379,0.936379,0.678504,0.820523
q00136,procurement,23,0.494357,0.42884,0.283233,0.388244
q00137,security,33,0.220092,0.542364,0.299905,0.533723
q00138,security,31,1.0,0.672693,0.65948,0.77216
q00139,security,30,0.173187,0.29849,0.085143,0.415281
q00140,procurement,27,0.31488,0.466642,0.384311,0.428365
q00141,security,23,0.230474,0.142795,0.0,0.554143
q00142,security,42,0.469,0.523174,0.605985,0.777872
q00143,security,31,0.800694,0.657899,0.602052,0.933746
q00144,security,31,0.330138,0.220092,0.133052,0.305235
q00145,procurement,24,0.393758,0.444097,0.283713,0.31488
q00146,security,19,0.535254,0.390927,0.293456,0.61225
q00147,procurement,22,0.620397,0.637152,0.094788,0.358954
q00148,legal,19,0.44803,0.484712,0.179931,0.632541
q00149,security,31,0.358954,0.220092,0.142019,0.212226
