workload,query_id,pool,n_relevant,T_A,T_B
A,q00129,legal,32,1.0,1.0
A,q00130,legal,19,0.866948,0.722295
A,q00131,legal,28,0.513508,0.59586
A,q00132,procurement,29,0.72733,0.469
A,q00133,security,18,0.547853,0.151762
A,q00134,security,42,1.0,0.866948
A,q00135,legal,32,0.914857,1.0
A,q00136,procurement,23,0.627409,0.453743
A,q00137,security,33,1.0,0.689829
A,q00138,security,31,1.0,0.83578
A,q00139,security,30,1.0,0.538431
A,q00140,procurement,27,0.503607,0.620397
A,q00141,security,23,0.469,0.570404
A,q00142,security,42,1.0,0.866948
A,q00143,security,31,1.0,0.857981
A,q00144,security,31,0.820069,0.274548
A,q00145,procurement,24,0.690194,0.58875
A,q00146,security,19,0.469,0.456899
A,q00147,procurement,22,0.793584,0.698796
A,q00148,legal,19,0.851236,0.779171
A,q00149,security,31,1.0,0.408536
B,q00000,engineering,26,0.936379,1.0
B,q00001,facilities,25,1.0,1.0
B,q00002,logistics,25,0.866948,0.437352
B,q00003,logistics,20,0.346853,0.41245
B,q00004,facilities,23,0.627409,0.778807
B,q00005,facilities,36,1.0,1.0
B,q00006,facilities,21,0.538431,0.722295
B,q00007,engineering,35,1.0,1.0
B,q00008,facilities,29,1.0,1.0
B,q00009,logistics,31,0.488829,0.29849
B,q00010,engineering,31,0.926636,1.0
B,q00011,engineering,21,0.769526,0.796761
B,q00012,engineering,22,1.0,1.0
B,q00013,engineering,35,1.0,1.0
B,q00014,logistics,33,0.358954,0.477967
B,q00015,logistics,20,0.469,0.425208
B,q00016,engineering,21,0.857981,0.926636
B,q00017,engineering,29,1.0,0.866948
B,q00018,facilities,27,1.0,1.0
B,q00019,logistics,27,0.627409,0.510069
B,q00020,logistics,31,0.672239,0.605505
B,q00021,facilities,28,1.0,0.864315
B,q00022,engineering,22,0.936379,0.728912
B,q00023,logistics,20,0.469,0.425208
B,q00024,engineering,31,0.905212,0.914857
B,q00025,logistics,25,0.63322,0.703407
B,q00026,engineering,23,1.0,0.870125
B,q00027,engineering,35,1.0,1.0
B,q00028,logistics,25,0.63322,0.703407
B,q00029,logistics,22,0.466277,0.775337
B,q00030,engineering,31,1.0,1.0
B,q00031,engineering,35,1.0,1.0
B,q00032,logistics,22,0.648932,0.933746
B,q00033,facilities,33,0.870125,1.0
B,q00034,facilities,36,1.0,1.0
B,q00035,facilities,25,1.0,1.0
B,q00036,logistics,27,0.914857,0.857205
B,q00037,facilities,26,1.0,1.0
B,q00038,logistics,28,0.800694,0.478422
B,q00039,logistics,31,0.672239,0.605505
B,q00040,engineering,28,0.870125,1.0
B,q00041,engineering,20,0.860382,0.933746
B,q00042,facilities,31,0.930569,1.0
B,q00043,facilities,31,1.0,1.0
B,q00044,engineering,22,1.0,1.0
B,q00045,engineering,22,1.0,1.0
B,q00046,facilities,29,0.63322,0.648932
B,q00047,logistics,22,0.371489,0.327307
B,q00048,logistics,20,0.620397,0.307015
B,q00049,engineering,29,0.930569,0.930569
B,q00050,logistics,20,0.554143,0.747935
B,q00051,facilities,28,1.0,1.0
B,q00052,engineering,20,0.933746,1.0
B,q00053,engineering,26,0.936379,1.0
B,q00054,engineering,26,0.936379,1.0
B,q00055,logistics,30,0.715551,0.678049
B,q00056,facilities,33,0.870125,1.0
B,q00057,engineering,23,0.933746,1.0
B,q00058,logistics,27,0.914857,0.857205
B,q00059,logistics,25,0.866948,0.437352
B,q00060,logistics,29,0.617585,0.652864
B,q00061,logistics,26,0.513508,0.580148
B,q00062,logistics,31,0.495939,0.560611
B,q00063,logistics,26,0.860382,1.0
B,q00064,facilities,25,1.0,1.0
B,q00065,logistics,25,0.690194,0.073364
B,q00066,logistics,31,0.72733,0.921602
B,q00067,facilities,31,1.0,1.0
B,q00068,logistics,23,0.563788,0.632541
B,q00069,logistics,33,0.358954,0.477967
B,q00070,facilities,27,0.72733,0.933746
B,q00071,engineering,29,1.0,0.866948
B,q00072,facilities,31,1.0,1.0
B,q00073,facilities,22,1.0,1.0
B,q00074,engineering,28,0.577425,0.713654
B,q00075,logistics,27,0.627409,0.510069
B,q00076,engineering,21,0.857981,0.926636
B,q00077,facilities,27,0.785916,0.926636
B,q00078,facilities,27,1.0,1.0
B,q00079,facilities,27,1.0,1.0
B,q00080,logistics,25,0.604686,0.538431
B,q00081,engineering,22,0.866948,0.855348
B,q00082,facilities,25,1.0,1.0
B,q00083,engineering,28,0.577425,0.713654
B,q00084,engineering,20,1.0,1.0
B,q00085,facilities,27,0.785916,0.926636
B,q00086,logistics,28,0.800694,0.478422
B,q00087,facilities,29,1.0,0.936379
B,q00088,engineering,26,1.0,1.0
B,q00089,engineering,28,0.870125,1.0
B,q00090,facilities,25,1.0,1.0
B,q00091,engineering,26,0.936379,1.0
B,q00092,engineering,26,1.0,0.930569
B,q00093,engineering,35,1.0,1.0
B,q00094,logistics,22,0.466277,0.775337
B,q00095,facilities,29,0.495939,0.35971
B,q00096,engineering,20,1.0,0.800694
B,q00097,logistics,20,0.705808,0.791727
B,q00098,engineering,28,0.870125,1.0
B,q00099,logistics,30,0.793584,0.855348
B,q00100,logistics,20,0.648932,0.715186
B,q00101,logistics,20,0.554143,0.747935
B,q00102,facilities,31,1.0,1.0
B,q00103,engineering,31,0.905212,0.914857
B,q00104,logistics,25,0.690194,0.073364
B,q00105,engineering,23,0.933746,1.0
B,q00106,facilities,22,0.936379,0.933746
B,q00107,facilities,36,1.0,1.0
B,q00108,logistics,30,0.715551,0.678049
B,q00109,facilities,29,0.620762,0.576323
B,q00110,engineering,21,0.857981,0.926636
B,q00111,facilities,23,0.863015,0.535254
B,q00112,facilities,21,0.538431,0.722295
B,q00113,engineering,26,1.0,0.930569
B,q00114,engineering,22,0.936379,0.728912
B,q00115,logistics,31,0.425208,0.212226
B,q00116,facilities,22,1.0,1.0
B,q00117,facilities,36,1.0,1.0
B,q00118,logistics,30,0.793584,0.855348
B,q00119,facilities,31,1.0,1.0
B,q00120,facilities,22,1.0,1.0
B,q00121,facilities,26,1.0,1.0
B,q00122,facilities,21,0.576323,0.768227
B,q00123,logistics,30,0.563788,0.863015
B,q00124,logistics,25,0.63322,0.703407
B,q00125,logistics,20,0.554143,0.747935
B,q00126,facilities,21,0.538431,0.722295
B,q00127,facilities,28,1.0,0.864315
B,q00128,engineering,29,1.0,1.0
B,q00129,logistics,29,0.715551,0.753449
B,q00130,logistics,33,0.358954,0.477967
B,q00131,logistics,30,0.396392,0.678049
B,q00132,facilities,36,1.0,1.0
B,q00133,engineering,26,1.0,0.930569
B,q00134,engineering,39,1.0,1.0
B,q00135,logistics,29,0.648932,0.826813
B,q00136,facilities,31,0.930569,1.0
B,q00137,engineering,35,1.0,1.0
B,q00138,engineering,31,0.905212,0.914857
B,q00139,engineering,22,1.0,1.0
B,q00140,facilities,25,1.0,1.0
B,q00141,engineering,22,1.0,0.936379
B,q00142,engineering,39,1.0,1.0
B,q00143,engineering,31,1.0,1.0
B,q00144,engineering,29,0.930569,0.930569
B,q00145,facilities,33,0.870125,1.0
B,q00146,engineering,28,0.870125,1.0
B,q00147,facilities,28,1.0,0.864315
B,q00148,logistics,33,0.523174,0.623574
B,q00149,engineering,29,1.0,1.0
