seed,workload,query_id,pool,n_relevant,T_A,T_B
13,A,q00107,legal,13,0.863015,0.563788
13,A,q00108,legal,13,0.863015,0.627409
13,A,q00109,security,28,1.0,0.936379
13,A,q00110,legal,20,0.914857,0.870125
13,A,q00111,procurement,16,0.110046,0.069431
13,A,q00112,security,22,0.648932,0.563788
13,A,q00113,legal,20,0.936379,0.800694
13,A,q00114,procurement,14,0.307015,0.37567
13,A,q00115,security,12,0.648932,0.563788
13,A,q00116,procurement,17,0.463446,0.602052
13,A,q00117,procurement,18,0.230474,0.581082
13,A,q00118,security,12,0.648932,0.563788
13,A,q00119,security,17,0.851236,0.715186
13,A,q00120,legal,27,0.933746,0.870125
13,A,q00121,procurement,18,0.538431,0.495939
13,A,q00122,legal,13,0.863015,0.627409
13,A,q00123,procurement,16,0.0,0.0
13,A,q00124,legal,15,0.784617,0.232973
13,A,q00125,legal,16,0.870125,0.637152
13,A,q00126,security,13,0.547398,0.358954
13,A,q00127,security,12,0.535254,0.422575
13,A,q00128,security,13,0.424926,0.637152
13,A,q00129,legal,10,0.469,0.393278
13,A,q00130,legal,13,0.608317,0.388225
13,A,q00131,security,22,0.648932,0.563788
13,A,q00132,procurement,14,0.492006,0.563788
13,A,q00133,security,19,0.432318,0.432318
13,A,q00134,procurement,11,0.220092,0.274265
13,A,q00135,security,19,0.538431,0.72733
13,A,q00136,procurement,20,0.699474,0.388244
13,A,q00137,security,12,0.61683,0.444097
13,A,q00138,procurement,16,0.110046,0.069431
13,A,q00139,legal,16,0.870125,0.637152
13,A,q00140,security,17,0.283713,0.289523
13,A,q00141,legal,20,0.933746,0.491526
13,A,q00142,security,18,0.378599,0.488547
13,A,q00143,security,18,0.358954,0.163541
13,A,q00144,legal,20,1.0,0.696162
13,A,q00145,legal,16,0.870125,0.637152
13,A,q00146,security,28,1.0,1.0
13,A,q00147,security,28,1.0,0.870125
13,A,q00148,procurement,16,0.220092,0.078398
13,A,q00149,security,17,0.289523,0.220092
13,A,q00150,security,18,0.378599,0.488547
13,A,q00151,procurement,16,0.469,0.424926
13,A,q00152,legal,20,0.936379,0.930569
13,A,q00153,security,13,0.469,0.642187
13,A,q00154,security,13,0.469,0.642187
13,A,q00155,procurement,17,0.437352,0.330138
13,A,q00156,security,12,0.378783,0.297369
13,A,q00157,legal,20,0.936379,0.662114
13,A,q00158,security,24,0.72733,0.746705
13,A,q00159,procurement,13,0.648932,0.094788
13,A,q00160,procurement,17,0.358954,0.305235
13,A,q00161,procurement,17,0.471036,0.371489
13,A,q00162,legal,15,0.331694,0.554143
13,A,q00163,security,24,0.637152,0.777872
13,A,q00164,legal,20,1.0,0.696162
13,A,q00165,legal,20,0.800694,0.866948
13,A,q00166,legal,15,0.384311,0.403502
13,A,q00167,security,17,0.220092,0.422575
13,A,q00168,security,12,0.604686,0.538431
13,A,q00169,legal,18,0.705905,0.453743
13,A,q00170,legal,13,0.608317,0.388225
13,A,q00171,legal,15,0.78855,0.179931
13,A,q00172,procurement,18,0.220092,0.0
13,A,q00173,legal,10,0.444097,0.31488
13,A,q00174,legal,9,0.838316,0.461691
13,A,q00175,security,19,0.538431,0.72733
13,A,q00176,legal,16,0.870125,0.538411
13,A,q00177,legal,16,0.286346,0.278198
13,A,q00178,security,22,0.648932,0.563788
13,A,q00179,procurement,13,0.674571,0.110046
13,A,q00180,security,22,0.648932,0.563788
13,A,q00181,security,17,0.220092,0.353144
13,A,q00182,legal,15,0.926636,0.860382
13,A,q00183,legal,20,0.870125,0.527106
13,A,q00184,security,12,0.563788,0.648932
13,A,q00185,security,22,0.648932,0.563788
13,A,q00186,security,13,0.547398,0.358954
13,A,q00187,legal,20,0.936379,0.662114
13,A,q00188,legal,27,1.0,0.936379
13,A,q00189,legal,15,0.784617,0.232973
13,A,q00190,procurement,18,0.538431,0.495939
13,A,q00191,legal,15,0.331694,0.554143
13,A,q00192,legal,15,1.0,0.784617
13,A,q00193,legal,10,0.469,0.393278
13,A,q00194,procurement,11,0.220092,0.274265
13,A,q00195,procurement,20,0.648932,0.400023
13,A,q00196,security,19,0.532621,0.72733
13,A,q00197,legal,14,0.245731,0.208294
13,A,q00198,procurement,16,0.542364,0.437352
13,A,q00199,procurement,20,0.506784,0.29849
13,B,q00000,logistics,19,0.930569,0.790951
13,B,q00001,engineering,14,0.866948,0.785916
13,B,q00002,logistics,20,0.848603,0.848238
13,B,q00003,engineering,13,0.627409,0.715551
13,B,q00004,logistics,16,0.930569,0.793584
13,B,q00005,facilities,23,0.691128,0.604686
13,B,q00006,engineering,23,0.800694,0.864315
13,B,q00007,logistics,19,0.507718,0.477967
13,B,q00008,engineering,16,0.863015,0.926636
13,B,q00009,facilities,15,0.866948,0.933746
13,B,q00010,facilities,23,0.870125,1.0
13,B,q00011,logistics,15,0.61225,0.293456
13,B,q00012,engineering,13,0.538886,0.715551
13,B,q00013,facilities,19,0.630043,0.768227
13,B,q00014,facilities,21,0.870125,1.0
13,B,q00015,facilities,22,0.750336,0.930569
13,B,q00016,engineering,14,0.760559,0.860382
13,B,q00017,engineering,14,1.0,0.926636
13,B,q00018,logistics,16,0.617284,0.469
13,B,q00019,facilities,21,0.793584,0.60514
13,B,q00020,facilities,13,0.337208,0.708441
13,B,q00021,engineering,15,1.0,0.926636
13,B,q00022,logistics,16,0.785916,0.760079
13,B,q00023,facilities,18,1.0,0.936379
13,B,q00024,logistics,13,0.791727,0.488547
13,B,q00025,facilities,18,0.800694,0.933746
13,B,q00026,engineering,14,0.921602,0.889954
13,B,q00027,logistics,16,0.510069,0.481535
13,B,q00028,facilities,21,1.0,1.0
13,B,q00029,logistics,13,0.848603,0.632541
13,B,q00030,facilities,17,0.778807,0.866948
13,B,q00031,engineering,23,1.0,1.0
13,B,q00032,engineering,15,0.933746,0.930569
13,B,q00033,facilities,15,0.800694,0.936379
13,B,q00034,facilities,18,1.0,0.870125
13,B,q00035,logistics,18,0.796761,0.648932
13,B,q00036,engineering,23,1.0,1.0
13,B,q00037,engineering,14,0.686715,0.781984
13,B,q00038,facilities,18,0.699474,0.863015
13,B,q00039,engineering,14,1.0,0.926636
13,B,q00040,facilities,23,0.767027,0.936379
13,B,q00041,logistics,15,0.61225,0.293456
13,B,q00042,engineering,10,0.712552,0.611795
13,B,q00043,logistics,18,0.775337,0.642187
13,B,q00044,logistics,15,0.382415,0.220092
13,B,q00045,facilities,15,0.800694,0.933746
13,B,q00046,logistics,15,0.382415,0.220092
13,B,q00047,facilities,14,0.500973,0.360056
13,B,q00048,engineering,14,0.686715,0.781984
13,B,q00049,logistics,19,0.492461,0.327307
13,B,q00050,engineering,15,1.0,0.926636
13,B,q00051,facilities,21,0.870125,1.0
13,B,q00052,logistics,18,0.724153,0.608317
13,B,q00053,logistics,16,0.930569,0.793584
13,B,q00054,facilities,23,0.83578,1.0
13,B,q00055,facilities,12,0.648932,0.632541
13,B,q00056,engineering,14,0.760559,0.860382
13,B,q00057,logistics,16,0.742125,0.444097
13,B,q00058,facilities,18,0.836459,0.605505
13,B,q00059,facilities,21,1.0,1.0
13,B,q00060,logistics,19,0.620762,0.453743
13,B,q00061,facilities,18,0.796761,0.845426
13,B,q00062,facilities,18,1.0,0.936379
13,B,q00063,engineering,13,0.538886,0.715551
13,B,q00064,logistics,16,0.444097,0.49118
13,B,q00065,engineering,13,0.538886,0.715551
13,B,q00066,facilities,22,0.63322,0.936379
13,B,q00067,logistics,18,0.763193,0.547398
13,B,q00068,facilities,21,1.0,1.0
13,B,q00069,engineering,10,0.705905,0.623574
13,B,q00070,facilities,18,1.0,0.936379
13,B,q00071,facilities,14,0.287626,0.066254
13,B,q00072,engineering,13,0.715551,0.781805
13,B,q00073,facilities,23,0.870125,1.0
13,B,q00074,engineering,21,0.936379,0.863015
13,B,q00075,facilities,18,0.836459,0.605505
13,B,q00076,facilities,15,0.800694,0.936379
13,B,q00077,logistics,14,0.503324,0.469
13,B,q00078,logistics,25,0.691128,0.627507
13,B,q00079,logistics,16,0.936379,0.800694
13,B,q00080,engineering,14,1.0,0.926636
13,B,q00081,logistics,19,0.620762,0.453743
13,B,q00082,logistics,16,0.444097,0.49118
13,B,q00083,facilities,15,0.866948,0.933746
13,B,q00084,logistics,19,0.493679,0.415281
13,B,q00085,engineering,15,0.933746,0.905212
13,B,q00086,logistics,13,0.791727,0.488547
13,B,q00087,facilities,14,0.591927,0.653049
13,B,q00088,engineering,14,0.866948,0.785916
13,B,q00089,facilities,13,0.301204,0.522496
13,B,q00090,engineering,21,0.936379,0.863015
13,B,q00091,engineering,16,0.870125,0.870125
13,B,q00092,facilities,23,0.83578,1.0
13,B,q00093,engineering,14,1.0,0.926636
13,B,q00094,facilities,15,0.800694,0.936379
13,B,q00095,engineering,16,0.791727,0.769526
13,B,q00096,engineering,15,0.866948,0.936379
13,B,q00097,logistics,19,0.492461,0.327307
13,B,q00098,logistics,16,0.742125,0.444097
13,B,q00099,engineering,15,0.933746,0.905212
13,B,q00100,engineering,23,1.0,1.0
13,B,q00101,logistics,13,0.61683,0.242618
13,B,q00102,logistics,16,0.785916,0.760079
13,B,q00103,facilities,18,1.0,0.870125
13,B,q00104,logistics,16,0.510069,0.481535
13,B,q00105,engineering,15,1.0,0.857981
13,B,q00106,facilities,14,0.500973,0.360056
13,B,q00107,logistics,14,0.356596,0.289977
13,B,q00108,logistics,14,0.31488,0.253295
13,B,q00109,engineering,23,0.864315,0.870125
13,B,q00110,logistics,19,0.493679,0.415281
13,B,q00111,facilities,12,0.648932,0.632541
13,B,q00112,engineering,22,0.926636,0.905212
13,B,q00113,logistics,15,0.382415,0.220092
13,B,q00114,facilities,23,0.936379,0.649687
13,B,q00115,engineering,13,0.627409,0.715551
13,B,q00116,facilities,14,0.29849,0.133052
13,B,q00117,facilities,21,1.0,1.0
13,B,q00118,engineering,13,0.627409,0.715551
13,B,q00119,engineering,20,0.563788,0.632541
13,B,q00120,logistics,16,0.444097,0.49118
13,B,q00121,facilities,15,0.800694,0.936379
13,B,q00122,logistics,14,0.31488,0.253295
13,B,q00123,facilities,12,0.712552,0.632541
13,B,q00124,logistics,16,0.672239,0.424926
13,B,q00125,logistics,19,0.930569,0.703407
13,B,q00126,engineering,14,0.930569,0.750336
13,B,q00127,engineering,15,0.538431,0.637152
13,B,q00128,engineering,15,1.0,0.857981
13,B,q00129,logistics,18,0.724153,0.608317
13,B,q00130,logistics,14,0.503324,0.469
13,B,q00131,engineering,22,0.926636,0.905212
13,B,q00132,facilities,23,0.691128,0.604686
13,B,q00133,engineering,14,0.686715,0.781984
13,B,q00134,facilities,18,0.699474,0.863015
13,B,q00135,engineering,16,0.870125,0.933746
13,B,q00136,facilities,23,0.870125,1.0
13,B,q00137,engineering,15,0.67587,0.711618
13,B,q00138,facilities,12,0.648932,0.632541
13,B,q00139,logistics,19,0.930569,0.703407
13,B,q00140,engineering,10,0.72733,0.756902
13,B,q00141,logistics,19,0.492461,0.327307
13,B,q00142,engineering,15,0.933746,0.930569
13,B,q00143,engineering,14,0.760559,0.860382
13,B,q00144,logistics,13,0.61683,0.242618
13,B,q00145,logistics,19,0.930569,0.703407
13,B,q00146,engineering,23,0.800694,0.864315
13,B,q00147,engineering,23,1.0,1.0
13,B,q00148,facilities,12,0.648932,0.637152
13,B,q00149,engineering,10,0.712552,0.611795
13,B,q00150,engineering,15,0.933746,0.930569
13,B,q00151,facilities,18,1.0,0.870125
13,B,q00152,logistics,19,0.204834,0.22784
13,B,q00153,engineering,15,0.866948,0.936379
13,B,q00154,engineering,15,0.866948,0.936379
13,B,q00155,facilities,21,0.870125,1.0
13,B,q00156,engineering,15,0.800694,0.722295
13,B,q00157,logistics,19,0.620762,0.453743
13,B,q00158,engineering,21,0.857205,0.866948
13,B,q00159,facilities,14,0.61683,0.665193
13,B,q00160,facilities,21,0.793584,0.60514
13,B,q00161,facilities,14,0.287626,0.066254
13,B,q00162,logistics,20,0.777872,0.78855
13,B,q00163,engineering,21,0.870125,0.870125
13,B,q00164,logistics,13,0.61683,0.242618
13,B,q00165,logistics,19,0.507718,0.477967
13,B,q00166,logistics,20,0.848603,0.848238
13,B,q00167,engineering,17,0.933746,0.933746
13,B,q00168,engineering,13,0.715551,0.781805
13,B,q00169,logistics,16,0.510069,0.481535
13,B,q00170,logistics,14,0.503324,0.469
13,B,q00171,logistics,16,0.742125,0.444097
13,B,q00172,facilities,15,0.866948,0.933746
13,B,q00173,logistics,18,0.763193,0.547398
13,B,q00174,logistics,18,0.796761,0.648932
13,B,q00175,engineering,16,0.870125,0.933746
13,B,q00176,logistics,19,0.930569,0.790951
13,B,q00177,logistics,13,0.517363,0.444097
13,B,q00178,engineering,22,0.926636,0.905212
13,B,q00179,facilities,14,0.408536,0.453064
13,B,q00180,engineering,22,0.926636,0.905212
13,B,q00181,engineering,10,0.705905,0.623574
13,B,q00182,logistics,25,0.691128,0.627507
13,B,q00183,logistics,13,0.791727,0.488547
13,B,q00184,engineering,13,0.538886,0.715551
13,B,q00185,engineering,22,0.926636,0.905212
13,B,q00186,engineering,14,0.930569,0.750336
13,B,q00187,logistics,19,0.620762,0.453743
13,B,q00188,logistics,16,0.425208,0.374666
13,B,q00189,logistics,16,0.672239,0.424926
13,B,q00190,facilities,15,0.800694,0.936379
13,B,q00191,logistics,20,0.777872,0.78855
13,B,q00192,logistics,25,0.703407,0.492461
13,B,q00193,logistics,18,0.724153,0.608317
13,B,q00194,facilities,18,0.699474,0.863015
13,B,q00195,facilities,23,0.83578,1.0
13,B,q00196,engineering,16,0.870125,0.870125
13,B,q00197,logistics,16,0.930569,0.793584
13,B,q00198,facilities,18,0.836459,0.605505
13,B,q00199,facilities,13,0.337208,0.708441
