seed,workload,query_id,pool,n_relevant,T_A,T_B
11,A,q00043,legal,9,0.468066,0.693022
11,A,q00044,legal,20,0.800694,0.72733
11,A,q00045,procurement,18,0.857981,0.453743
11,A,q00046,legal,20,0.800694,0.72733
11,A,q00047,procurement,11,0.138862,0.522496
11,A,q00048,security,19,0.220092,0.220092
11,A,q00049,legal,20,0.836459,0.742125
11,A,q00050,security,18,0.453743,0.138862
11,A,q00051,procurement,17,0.142795,0.173187
11,A,q00052,legal,10,0.408536,0.085143
11,A,q00053,legal,14,0.063621,0.444097
11,A,q00054,procurement,20,0.085143,0.18341
11,A,q00055,procurement,16,0.605985,0.138862
11,A,q00056,security,18,0.283713,0.0
11,A,q00057,legal,15,0.857205,0.63322
11,A,q00058,procurement,16,0.469454,0.358954
11,A,q00059,procurement,18,0.684018,0.358954
11,A,q00060,legal,20,0.926636,0.68045
11,A,q00061,procurement,11,0.49464,0.179931
11,A,q00062,procurement,16,0.60514,0.066254
11,A,q00063,security,12,0.453743,0.627409
11,A,q00064,legal,27,0.905212,0.781805
11,A,q00065,security,12,0.453743,0.627409
11,A,q00066,procurement,14,0.429141,0.220092
11,A,q00067,legal,10,0.355777,0.066254
11,A,q00068,procurement,18,0.699474,0.469
11,A,q00069,security,17,0.220092,0.135685
11,A,q00070,procurement,16,0.60514,0.066254
11,A,q00071,procurement,17,0.239921,0.637152
11,A,q00072,security,12,0.220092,0.469
11,A,q00073,procurement,20,0.215018,0.35971
11,A,q00074,security,24,0.718363,0.715551
11,A,q00075,procurement,16,0.469454,0.358954
11,A,q00076,procurement,18,0.864315,0.467122
11,A,q00077,legal,13,0.466642,0.330138
11,A,q00078,legal,15,0.930569,0.790951
11,A,q00079,legal,14,0.261808,0.510352
11,A,q00080,security,13,0.274548,0.358954
11,A,q00081,legal,20,0.926636,0.68045
11,A,q00082,legal,27,0.905212,0.781805
11,A,q00083,procurement,18,0.0,0.0
11,A,q00084,legal,20,0.588467,0.648932
11,A,q00085,security,18,0.517461,0.428385
11,A,q00086,legal,20,0.800694,0.632541
11,A,q00087,procurement,11,0.094788,0.289977
11,A,q00088,security,19,0.094788,0.078398
11,A,q00089,procurement,20,0.469,0.289523
11,A,q00090,security,24,0.718363,0.715551
11,A,q00091,security,19,0.648932,0.642187
11,A,q00092,procurement,20,0.085143,0.18341
11,A,q00093,security,13,0.274548,0.358954
11,A,q00094,procurement,18,0.864315,0.467122
11,A,q00095,security,9,0.0,0.070756
11,A,q00096,security,13,0.495939,0.358954
11,A,q00097,legal,20,0.836459,0.742125
11,A,q00098,legal,15,0.857205,0.63322
11,A,q00099,security,18,0.517461,0.428385
11,A,q00100,security,28,0.698796,0.936379
11,A,q00101,legal,20,0.860382,0.781805
11,A,q00102,legal,14,0.408073,0.503324
11,A,q00103,procurement,16,0.473387,0.444097
11,A,q00104,legal,18,0.636659,0.066254
11,A,q00105,security,13,0.396392,0.293456
11,A,q00106,procurement,11,0.138862,0.522496
11,A,q00107,legal,13,0.620397,0.428385
11,A,q00108,legal,13,0.627507,0.542364
11,A,q00109,security,28,0.851236,1.0
11,A,q00110,legal,20,0.588467,0.648932
11,A,q00111,procurement,16,0.605985,0.138862
11,A,q00112,security,22,0.718363,0.642187
11,A,q00113,legal,20,0.800694,0.72733
11,A,q00114,procurement,14,0.158507,0.0
11,A,q00115,security,12,0.469,0.563788
11,A,q00116,procurement,17,0.303082,0.563788
11,A,q00117,procurement,18,0.699474,0.469
11,A,q00118,security,12,0.469,0.563788
11,A,q00119,security,17,0.396392,0.857205
11,A,q00120,legal,27,0.905212,0.781805
11,A,q00121,procurement,18,0.864315,0.467122
11,A,q00122,legal,13,0.627507,0.542364
11,A,q00123,procurement,16,0.073364,0.0
11,A,q00124,legal,15,0.857981,0.611019
11,A,q00125,legal,16,0.863015,0.705808
11,A,q00126,security,13,0.438287,0.425208
11,A,q00127,security,12,0.532621,0.403502
11,A,q00128,security,13,0.396392,0.293456
11,A,q00129,legal,10,0.408536,0.085143
11,A,q00130,legal,13,0.466642,0.330138
11,A,q00131,security,22,0.718363,0.642187
11,A,q00132,procurement,14,0.399569,0.063621
11,A,q00133,security,19,0.220092,0.220092
11,A,q00134,procurement,11,0.428385,0.078398
11,A,q00135,security,19,0.791727,0.563788
11,A,q00136,procurement,20,0.215018,0.35971
11,A,q00137,security,12,0.613653,0.453743
11,A,q00138,procurement,16,0.605985,0.138862
11,A,q00139,legal,16,0.863015,0.705808
11,A,q00140,security,17,0.220092,0.066254
11,A,q00141,legal,20,0.836459,0.742125
11,A,q00142,security,18,0.510716,0.432318
11,A,q00143,security,18,0.283713,0.0
11,A,q00144,legal,20,0.860382,0.781805
11,A,q00145,legal,16,0.863015,0.705808
11,A,q00146,security,28,0.930569,1.0
11,A,q00147,security,28,0.698796,0.936379
11,A,q00148,procurement,16,0.563788,0.208294
11,A,q00149,security,17,0.220092,0.0
11,A,q00150,security,18,0.510716,0.432318
11,A,q00151,procurement,16,0.473387,0.444097
11,A,q00152,legal,20,0.757382,0.933746
11,A,q00153,security,13,0.495939,0.358954
11,A,q00154,security,13,0.495939,0.358954
11,A,q00155,procurement,17,0.142795,0.173187
11,A,q00156,security,12,0.49464,0.424926
11,A,q00157,legal,20,0.926636,0.68045
11,A,q00158,security,24,0.573492,0.841591
11,A,q00159,procurement,13,0.547398,0.073364
11,A,q00160,procurement,17,0.158409,0.220092
11,A,q00161,procurement,17,0.239921,0.637152
11,A,q00162,legal,15,0.243552,0.154574
11,A,q00163,security,24,0.648932,0.648932
11,A,q00164,legal,20,0.860382,0.781805
11,A,q00165,legal,20,0.677273,0.848603
11,A,q00166,legal,15,0.173187,0.139618
11,A,q00167,security,17,0.358954,0.453743
11,A,q00168,security,12,0.220092,0.469
11,A,q00169,legal,18,0.636659,0.066254
11,A,q00170,legal,13,0.466642,0.330138
11,A,q00171,legal,15,0.857205,0.63322
11,A,q00172,procurement,18,0.0,0.0
11,A,q00173,legal,10,0.355777,0.066254
11,A,q00174,legal,9,0.45747,0.67285
11,A,q00175,security,19,0.791727,0.563788
11,A,q00176,legal,16,0.775239,0.492006
11,A,q00177,legal,16,0.110046,0.138862
11,A,q00178,security,22,0.718363,0.642187
11,A,q00179,procurement,13,0.617284,0.069431
11,A,q00180,security,22,0.718363,0.642187
11,A,q00181,security,17,0.220092,0.135685
11,A,q00182,legal,15,0.930569,0.790951
11,A,q00183,legal,20,0.800694,0.632541
11,A,q00184,security,12,0.453743,0.627409
11,A,q00185,security,22,0.718363,0.642187
11,A,q00186,security,13,0.438287,0.425208
11,A,q00187,legal,20,0.926636,0.68045
11,A,q00188,legal,27,0.914857,0.855348
11,A,q00189,legal,15,0.857981,0.611019
11,A,q00190,procurement,18,0.864315,0.467122
11,A,q00191,legal,15,0.243552,0.154574
11,A,q00192,legal,15,0.936379,0.870125
11,A,q00193,legal,10,0.408536,0.085143
11,A,q00194,procurement,11,0.428385,0.078398
11,A,q00195,procurement,20,0.085143,0.18341
11,A,q00196,security,19,0.648932,0.642187
11,A,q00197,legal,14,0.063621,0.444097
11,A,q00198,procurement,16,0.469454,0.358954
11,A,q00199,procurement,20,0.503324,0.293456
11,B,q00000,logistics,19,0.700773,0.73538
11,B,q00001,engineering,14,0.860382,0.753449
11,B,q00002,logistics,20,0.621217,0.653147
11,B,q00003,engineering,13,0.690648,0.648932
11,B,q00004,logistics,16,0.926636,0.864315
11,B,q00005,facilities,23,0.687017,0.781805
11,B,q00006,engineering,23,0.864315,0.936379
11,B,q00007,logistics,19,0.563788,0.554143
11,B,q00008,engineering,16,0.870125,0.790951
11,B,q00009,facilities,15,0.864315,1.0
11,B,q00010,facilities,23,0.72733,1.0
11,B,q00011,logistics,15,0.358954,0.066254
11,B,q00012,engineering,13,0.721519,0.63322
11,B,q00013,facilities,19,0.627409,0.72733
11,B,q00014,facilities,21,0.914857,1.0
11,B,q00015,facilities,22,0.860382,0.866948
11,B,q00016,engineering,14,0.800694,0.779908
11,B,q00017,engineering,14,0.933746,0.866948
11,B,q00018,logistics,16,0.538431,0.437352
11,B,q00019,facilities,21,0.570404,0.811556
11,B,q00020,facilities,13,0.498572,0.696938
11,B,q00021,engineering,15,1.0,1.0
11,B,q00022,logistics,16,0.683538,0.930569
11,B,q00023,facilities,18,0.936379,1.0
11,B,q00024,logistics,13,0.860382,0.501749
11,B,q00025,facilities,18,0.722295,1.0
11,B,q00026,engineering,14,0.866948,0.794883
11,B,q00027,logistics,16,0.563788,0.437352
11,B,q00028,facilities,21,0.83578,0.921602
11,B,q00029,logistics,13,0.857981,0.590727
11,B,q00030,facilities,17,0.762416,0.936379
11,B,q00031,engineering,23,0.936379,1.0
11,B,q00032,engineering,15,1.0,0.936379
11,B,q00033,facilities,15,0.800694,1.0
11,B,q00034,facilities,18,0.936379,0.936379
11,B,q00035,logistics,18,0.722295,0.605985
11,B,q00036,engineering,23,0.936379,1.0
11,B,q00037,engineering,14,0.681681,0.716485
11,B,q00038,facilities,18,0.689829,0.718363
11,B,q00039,engineering,14,0.933746,0.866948
11,B,q00040,facilities,23,0.778807,1.0
11,B,q00041,logistics,15,0.358954,0.066254
11,B,q00042,engineering,10,0.781984,0.429596
11,B,q00043,logistics,18,0.718363,0.444097
11,B,q00044,logistics,15,0.305235,0.0
11,B,q00045,facilities,15,0.800694,1.0
11,B,q00046,logistics,15,0.305235,0.0
11,B,q00047,facilities,14,0.637152,0.469
11,B,q00048,engineering,14,0.681681,0.716485
11,B,q00049,logistics,19,0.289977,0.0
11,B,q00050,engineering,15,1.0,1.0
11,B,q00051,facilities,21,0.914857,1.0
11,B,q00052,logistics,18,0.364744,0.535254
11,B,q00053,logistics,16,0.926636,0.864315
11,B,q00054,facilities,23,0.779171,1.0
11,B,q00055,facilities,12,0.532621,0.715186
11,B,q00056,engineering,14,0.800694,0.779908
11,B,q00057,logistics,16,0.705808,0.469
11,B,q00058,facilities,18,0.750637,0.60514
11,B,q00059,facilities,21,0.870125,0.936379
11,B,q00060,logistics,19,0.495459,0.220092
11,B,q00061,facilities,18,0.72733,0.933746
11,B,q00062,facilities,18,0.936379,1.0
11,B,q00063,engineering,13,0.721519,0.63322
11,B,q00064,logistics,16,0.588467,0.298027
11,B,q00065,engineering,13,0.721519,0.63322
11,B,q00066,facilities,22,0.852171,0.863015
11,B,q00067,logistics,18,0.289523,0.523174
11,B,q00068,facilities,21,0.83578,0.921602
11,B,q00069,engineering,10,0.800694,0.652864
11,B,q00070,facilities,18,0.936379,1.0
11,B,q00071,facilities,14,0.500973,0.684383
11,B,q00072,engineering,13,0.78855,0.72733
11,B,q00073,facilities,23,0.72733,1.0
11,B,q00074,engineering,21,0.855348,0.933746
11,B,q00075,facilities,18,0.750637,0.60514
11,B,q00076,facilities,15,0.800694,1.0
11,B,q00077,logistics,14,0.138862,0.224663
11,B,q00078,logistics,25,0.580148,0.447254
11,B,q00079,logistics,16,0.936379,0.863015
11,B,q00080,engineering,14,0.933746,0.866948
11,B,q00081,logistics,19,0.495459,0.220092
11,B,q00082,logistics,16,0.588467,0.298027
11,B,q00083,facilities,15,0.864315,1.0
11,B,q00084,logistics,19,0.632541,0.444755
11,B,q00085,engineering,15,0.933746,0.933746
11,B,q00086,logistics,13,0.860382,0.501749
11,B,q00087,facilities,14,0.513529,0.542364
11,B,q00088,engineering,14,0.860382,0.753449
11,B,q00089,facilities,13,0.334807,0.451865
11,B,q00090,engineering,21,0.855348,0.933746
11,B,q00091,engineering,16,0.914857,0.855348
11,B,q00092,facilities,23,0.779171,1.0
11,B,q00093,engineering,14,0.933746,0.866948
11,B,q00094,facilities,15,0.800694,1.0
11,B,q00095,engineering,16,0.721519,0.712552
11,B,q00096,engineering,15,0.936379,0.794883
11,B,q00097,logistics,19,0.289977,0.0
11,B,q00098,logistics,16,0.705808,0.469
11,B,q00099,engineering,15,0.933746,0.933746
11,B,q00100,engineering,23,0.936379,1.0
11,B,q00101,logistics,13,0.687017,0.373269
11,B,q00102,logistics,16,0.683538,0.930569
11,B,q00103,facilities,18,0.936379,0.936379
11,B,q00104,logistics,16,0.563788,0.437352
11,B,q00105,engineering,15,1.0,0.811556
11,B,q00106,facilities,14,0.637152,0.469
11,B,q00107,logistics,14,0.085143,0.0
11,B,q00108,logistics,14,0.0,0.0
11,B,q00109,engineering,23,0.870125,1.0
11,B,q00110,logistics,19,0.632541,0.444755
11,B,q00111,facilities,12,0.532621,0.715186
11,B,q00112,engineering,22,0.933746,0.838957
11,B,q00113,logistics,15,0.305235,0.0
11,B,q00114,facilities,23,0.690648,0.820523
11,B,q00115,engineering,13,0.690648,0.648932
11,B,q00116,facilities,14,0.532621,0.715186
11,B,q00117,facilities,21,0.83578,0.921602
11,B,q00118,engineering,13,0.690648,0.648932
11,B,q00119,engineering,20,0.532141,0.648932
11,B,q00120,logistics,16,0.588467,0.298027
11,B,q00121,facilities,15,0.800694,1.0
11,B,q00122,logistics,14,0.0,0.0
11,B,q00123,facilities,12,0.668306,0.784617
11,B,q00124,logistics,16,0.630043,0.684383
11,B,q00125,logistics,19,0.563788,0.613653
11,B,q00126,engineering,14,0.72733,0.779171
11,B,q00127,engineering,15,0.532897,0.642187
11,B,q00128,engineering,15,1.0,0.811556
11,B,q00129,logistics,18,0.364744,0.535254
11,B,q00130,logistics,14,0.138862,0.224663
11,B,q00131,engineering,22,0.933746,0.838957
11,B,q00132,facilities,23,0.687017,0.781805
11,B,q00133,engineering,14,0.681681,0.716485
11,B,q00134,facilities,18,0.689829,0.718363
11,B,q00135,engineering,16,0.930569,0.800694
11,B,q00136,facilities,23,0.72733,1.0
11,B,q00137,engineering,15,0.56311,0.642187
11,B,q00138,facilities,12,0.532621,0.715186
11,B,q00139,logistics,19,0.563788,0.613653
11,B,q00140,engineering,10,0.800694,0.662114
11,B,q00141,logistics,19,0.289977,0.0
11,B,q00142,engineering,15,1.0,0.936379
11,B,q00143,engineering,14,0.800694,0.779908
11,B,q00144,logistics,13,0.687017,0.373269
11,B,q00145,logistics,19,0.563788,0.613653
11,B,q00146,engineering,23,0.864315,0.936379
11,B,q00147,engineering,23,0.936379,1.0
11,B,q00148,facilities,12,0.627409,0.78855
11,B,q00149,engineering,10,0.781984,0.429596
11,B,q00150,engineering,15,1.0,0.936379
11,B,q00151,facilities,18,0.936379,0.936379
11,B,q00152,logistics,19,0.403502,0.110046
11,B,q00153,engineering,15,0.936379,0.794883
11,B,q00154,engineering,15,0.936379,0.794883
11,B,q00155,facilities,21,0.914857,1.0
11,B,q00156,engineering,15,0.796761,0.715551
11,B,q00157,logistics,19,0.495459,0.220092
11,B,q00158,engineering,21,0.754269,0.851236
11,B,q00159,facilities,14,0.29849,0.793584
11,B,q00160,facilities,21,0.570404,0.811556
11,B,q00161,facilities,14,0.500973,0.684383
11,B,q00162,logistics,20,0.543003,0.715186
11,B,q00163,engineering,21,0.866948,0.855348
11,B,q00164,logistics,13,0.687017,0.373269
11,B,q00165,logistics,19,0.563788,0.554143
11,B,q00166,logistics,20,0.621217,0.653147
11,B,q00167,engineering,17,0.936379,0.930569
11,B,q00168,engineering,13,0.78855,0.72733
11,B,q00169,logistics,16,0.563788,0.437352
11,B,q00170,logistics,14,0.138862,0.224663
11,B,q00171,logistics,16,0.705808,0.469
11,B,q00172,facilities,15,0.864315,1.0
11,B,q00173,logistics,18,0.289523,0.523174
11,B,q00174,logistics,18,0.722295,0.605985
11,B,q00175,engineering,16,0.930569,0.800694
11,B,q00176,logistics,19,0.700773,0.73538
11,B,q00177,logistics,13,0.478902,0.273587
11,B,q00178,engineering,22,0.933746,0.838957
11,B,q00179,facilities,14,0.110046,0.785916
11,B,q00180,engineering,22,0.933746,0.838957
11,B,q00181,engineering,10,0.800694,0.652864
11,B,q00182,logistics,25,0.580148,0.447254
11,B,q00183,logistics,13,0.860382,0.501749
11,B,q00184,engineering,13,0.721519,0.63322
11,B,q00185,engineering,22,0.933746,0.838957
11,B,q00186,engineering,14,0.72733,0.779171
11,B,q00187,logistics,19,0.495459,0.220092
11,B,q00188,logistics,16,0.510069,0.396392
11,B,q00189,logistics,16,0.630043,0.684383
11,B,q00190,facilities,15,0.800694,1.0
11,B,q00191,logistics,20,0.543003,0.715186
11,B,q00192,logistics,25,0.523251,0.353144
11,B,q00193,logistics,18,0.364744,0.535254
11,B,q00194,facilities,18,0.689829,0.718363
11,B,q00195,facilities,23,0.779171,1.0
11,B,q00196,engineering,16,0.914857,0.855348
11,B,q00197,logistics,16,0.926636,0.864315
11,B,q00198,facilities,18,0.750637,0.60514
11,B,q00199,facilities,13,0.498572,0.696938
