query_id,pool,n_relevant,L4_corpus,L5_objective,L0_pooled,L1_chunks
q00113,security,18,0.378501,0.513529,0.085143,0.220092
q00114,security,23,0.403502,0.289523,0.0,0.21145
q00115,legal,31,0.930569,0.936379,0.608317,0.791727
q00116,procurement,29,0.135685,0.469,0.220092,0.0
q00117,procurement,29,0.598395,0.672239,0.424926,0.523174
q00118,legal,28,0.836459,0.852171,0.399569,0.684018
q00119,procurement,23,0.469,0.510716,0.138862,0.220092
q00120,procurement,29,0.135685,0.469,0.220092,0.0
q00121,procurement,17,0.168152,0.337886,0.078398,0.305235
q00122,procurement,21,0.208294,0.094788,0.094788,0.078398
q00123,legal,25,0.936379,0.926636,0.472933,0.507994
q00124,legal,38,0.921602,0.933746,0.630043,0.706584
q00125,legal,25,0.617284,0.547398,0.094788,0.422575
q00126,procurement,21,0.393278,0.25833,0.163541,0.063621
q00127,procurement,22,0.722295,0.693663,0.094788,0.349487
q00128,security,31,0.630043,0.632541,0.142019,0.354245
q00129,legal,32,1.0,0.866948,0.383633,0.770204
q00130,legal,19,0.648932,0.763193,0.248908,0.617284
q00131,legal,28,0.554143,0.598875,0.44092,0.624232
q00132,procurement,29,0.598395,0.672239,0.424926,0.523174
q00133,security,18,0.378501,0.513529,0.085143,0.220092
q00134,security,42,1.0,0.742125,0.605985,0.933746
q00135,legal,32,0.933746,0.870125,0.678504,0.731545
q00136,procurement,23,0.60514,0.233651,0.283233,0.275847
q00137,security,33,0.936379,0.591927,0.299905,0.712374
q00138,security,31,0.72733,0.643404,0.65948,0.706584
q00139,security,30,0.72733,0.517363,0.085143,0.481881
q00140,procurement,27,0.220092,0.538886,0.384311,0.312049
q00141,security,23,0.422575,0.286346,0.0,0.224663
q00142,security,42,1.0,0.742125,0.605985,0.933746
q00143,security,31,0.870125,0.747159,0.602052,0.784617
q00144,security,31,0.510069,0.448215,0.133052,0.246186
q00145,procurement,24,0.517363,0.567227,0.283713,0.273587
q00146,security,19,0.627409,0.591927,0.293456,0.517363
q00147,procurement,22,0.722295,0.693663,0.094788,0.349487
q00148,legal,19,0.563788,0.718363,0.179931,0.469756
q00149,security,31,0.630043,0.632541,0.142019,0.354245
