workload,query_id,pool,n_relevant,T_A,T_B
B,q00005,facilities,36,0.800694,1.0
B,q00006,facilities,21,0.444097,1.0
B,q00007,engineering,35,1.0,1.0
B,q00008,facilities,29,0.611795,1.0
B,q00009,logistics,31,0.63322,0.085143
B,q00010,engineering,31,0.596538,0.510716
B,q00011,engineering,21,0.708441,0.775239
B,q00012,engineering,22,1.0,1.0
B,q00013,engineering,35,1.0,1.0
B,q00014,logistics,33,0.148764,0.498271
B,q00015,logistics,20,0.784982,0.936379
B,q00016,engineering,21,0.793584,0.930569
B,q00017,engineering,29,1.0,0.851236
B,q00018,facilities,27,0.746705,1.0
B,q00019,logistics,27,0.495094,0.428385
B,q00020,logistics,31,0.419398,0.16422
B,q00021,facilities,28,0.632541,1.0
B,q00022,engineering,22,0.933746,0.820523
B,q00023,logistics,20,0.784982,0.936379
B,q00024,engineering,31,0.481535,0.463644
B,q00025,logistics,25,0.422095,0.58875
B,q00026,engineering,23,0.784982,0.768227
B,q00027,engineering,35,1.0,1.0
B,q00028,logistics,25,0.422095,0.58875
B,q00029,logistics,22,0.784982,0.422575
B,q00030,engineering,31,0.61225,0.425208
B,q00031,engineering,35,1.0,1.0
B,q00032,logistics,22,0.72733,0.403502
B,q00033,facilities,33,0.530546,0.933746
B,q00034,facilities,36,0.781984,1.0
B,q00035,facilities,25,0.784982,1.0
B,q00036,logistics,27,0.831848,0.538431
B,q00037,facilities,26,0.800694,1.0
B,q00038,logistics,28,0.800694,0.231773
B,q00039,logistics,31,0.419398,0.16422
B,q00040,engineering,28,0.933746,1.0
B,q00041,engineering,20,0.870125,0.793584
B,q00042,facilities,31,0.353598,1.0
B,q00043,facilities,31,0.784617,1.0
B,q00044,engineering,22,1.0,1.0
B,q00045,engineering,22,1.0,1.0
B,q00046,facilities,29,0.59586,1.0
B,q00047,logistics,22,0.554143,0.0
B,q00048,logistics,20,0.67587,0.718363
B,q00049,engineering,29,1.0,0.700773
B,q00050,logistics,20,0.469,0.195189
B,q00051,facilities,28,0.800694,1.0
B,q00052,engineering,20,0.63322,0.69684
B,q00053,engineering,26,0.800694,0.800694
B,q00054,engineering,26,0.800694,0.800694
B,q00055,logistics,30,0.469,0.312805
B,q00056,facilities,33,0.530546,0.933746
B,q00057,engineering,23,0.785916,0.860382
B,q00058,logistics,27,0.831848,0.538431
B,q00059,logistics,25,0.358954,0.220092
B,q00060,logistics,29,0.302404,0.069431
B,q00061,logistics,26,0.625334,0.791727
B,q00062,logistics,31,0.642187,0.420217
B,q00063,logistics,26,0.793584,0.69684
B,q00064,facilities,25,0.784982,1.0
B,q00065,logistics,25,0.1763,0.0
B,q00066,logistics,31,0.746705,0.388244
B,q00067,facilities,31,0.784617,1.0
B,q00068,logistics,23,0.388526,0.493679
B,q00069,logistics,33,0.148764,0.498271
B,q00070,facilities,27,0.542364,1.0
B,q00071,engineering,29,1.0,0.851236
B,q00072,facilities,31,0.706584,1.0
B,q00073,facilities,22,0.693761,1.0
B,q00074,engineering,28,0.778807,0.83578
B,q00075,logistics,27,0.495094,0.428385
B,q00076,engineering,21,0.793584,0.930569
B,q00077,facilities,27,0.322727,1.0
B,q00078,facilities,27,0.746705,1.0
B,q00079,facilities,27,0.598395,1.0
B,q00080,logistics,25,0.315163,0.384311
B,q00081,engineering,22,1.0,0.870125
B,q00082,facilities,25,0.784982,1.0
B,q00083,engineering,28,0.778807,0.83578
B,q00084,engineering,20,0.936379,0.870125
B,q00085,facilities,27,0.322727,1.0
B,q00086,logistics,28,0.800694,0.231773
B,q00087,facilities,29,0.552265,0.933746
B,q00088,engineering,26,0.933746,1.0
B,q00089,engineering,28,0.933746,1.0
B,q00090,facilities,25,0.857205,1.0
B,q00091,engineering,26,0.800694,0.800694
B,q00092,engineering,26,0.627507,0.78855
B,q00093,engineering,35,1.0,1.0
B,q00094,logistics,22,0.784982,0.422575
B,q00095,facilities,29,0.573972,0.796761
B,q00096,engineering,20,0.863015,0.72733
B,q00097,logistics,20,0.563788,0.303082
B,q00098,engineering,28,0.933746,1.0
B,q00099,logistics,30,0.415281,0.453743
B,q00100,logistics,20,0.841591,0.936379
B,q00101,logistics,20,0.469,0.195189
B,q00102,facilities,31,0.683538,1.0
B,q00103,engineering,31,0.481535,0.463644
B,q00104,logistics,25,0.1763,0.0
B,q00105,engineering,23,0.785916,0.860382
B,q00106,facilities,22,0.52633,1.0
B,q00107,facilities,36,0.800694,1.0
B,q00108,logistics,30,0.469,0.312805
B,q00109,facilities,29,0.532141,1.0
B,q00110,engineering,21,0.793584,0.930569
B,q00111,facilities,23,0.488349,0.870125
B,q00112,facilities,21,0.444097,1.0
B,q00113,engineering,26,0.627507,0.78855
B,q00114,engineering,22,0.933746,0.820523
B,q00115,logistics,31,0.330138,0.110046
B,q00116,facilities,22,0.693761,1.0
B,q00117,facilities,36,0.690194,1.0
B,q00118,logistics,30,0.415281,0.453743
B,q00119,facilities,31,0.683538,1.0
B,q00120,facilities,22,0.693761,1.0
B,q00121,facilities,26,0.779171,1.0
B,q00122,facilities,21,0.538886,0.870125
B,q00123,logistics,30,0.532141,0.248908
B,q00124,logistics,25,0.422095,0.58875
B,q00125,logistics,20,0.469,0.195189
B,q00126,facilities,21,0.444097,1.0
B,q00127,facilities,28,0.632541,1.0
B,q00128,engineering,29,1.0,0.855348
B,q00129,logistics,29,0.72733,0.289523
B,q00130,logistics,33,0.148764,0.498271
B,q00131,logistics,30,0.358954,0.469
B,q00132,facilities,36,0.690194,1.0
B,q00133,engineering,26,0.627507,0.78855
B,q00134,engineering,39,0.933746,1.0
B,q00135,logistics,29,0.72733,0.374666
B,q00136,facilities,31,0.353598,1.0
B,q00137,engineering,35,1.0,1.0
B,q00138,engineering,31,0.481535,0.463644
B,q00139,engineering,22,1.0,1.0
B,q00140,facilities,25,0.784982,1.0
B,q00141,engineering,22,1.0,0.933746
B,q00142,engineering,39,0.933746,1.0
B,q00143,engineering,31,0.61225,0.425208
B,q00144,engineering,29,1.0,0.700773
B,q00145,facilities,33,0.530546,0.933746
B,q00146,engineering,28,0.933746,1.0
B,q00147,facilities,28,0.632541,1.0
B,q00148,logistics,33,0.496676,0.56537
B,q00149,engineering,29,1.0,0.855348
