answer,answer_cached,answer_key,answer_seconds,answer_tokens_in,answer_tokens_out,answer_usd,cash_usd,context_tokens,correct,id,incremental_answer_usd,incremental_judge_usd,judge,judge_keys,judge_usd,metric,reader,score,seconds,supplementary,type
Giuseppe Conte,False,2acee7e90d3b6002bc580eccc578d44e88ec07daa99413bcf8ccd3b66f25a036,2.5382746669929475,4811,227,0.0044595,0.0044595,4000,1.0,factconsolidation_sh_6k_no10,0.0044595,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.58509829104878,{},single_hop
Muay Thai,False,b4d884114dd032d896526162612f552848fbea7a5370f6a1b8156e0ebebccc7e,2.598591750022024,4776,301,0.00471075,0.00471075,4000,1.0,factconsolidation_sh_6k_no7,0.00471075,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.6759567920234986,{},single_hop
basketball,False,3cf52afabb8a2ede4c902cd9bbcaf96ed60265b9c364732fb80acba897fc050f,2.816083457961213,4795,305,0.00474,0.00474,4000,1.0,factconsolidation_sh_6k_no6,0.00474,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.8468031249940395,{},single_hop
India,False,67d24e34cc94f7f36aaf5fa849c70e6f40a45fe745d89fbb88ab6d76d62292d3,3.044212292006705,4789,331,0.004833,0.004833,4000,1.0,factconsolidation_sh_6k_no2,0.004833,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,3.126699957996607,{},single_hop
Swedish,False,8a037aa8d500de45994a96185995d1bbac46cd52b67cfc2527879bfc697925ce,3.233284874993842,4805,336,0.00486375,0.00486375,4000,1.0,factconsolidation_sh_6k_no8,0.00486375,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,3.3760417500161566,{},single_hop
Malaysia,False,453c48542628119f1dfe83bafb664bc3299c49723be217a837345c0dabb8a07d,3.187950749997981,4828,343,0.00490725,0.00490725,4000,1.0,factconsolidation_sh_6k_no13,0.00490725,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,3.4144740830524825,{},single_hop
Zoroastrianism,False,1c96bbadb4b6e59e7678b313f06b31b086a1bbc1aa1a74469f57ac63970c4ae3,1.7522422919864766,4793,121,0.0040485,0.0040485,4000,1.0,factconsolidation_sh_6k_no16,0.0040485,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,1.8422481250017881,{},single_hop
Microsoft,False,2d7392cefc87467adb9507fb91867960b9de65b280fbd587c385645851d51240,1.7951623749686405,4783,103,0.0039735,0.0039735,4000,1.0,factconsolidation_sh_6k_no18,0.0039735,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,1.9391745000029914,{},single_hop
rugby union,False,a30eac99631722cfc796d07e586b44900a8f878c96e53ced8fe594a5de2d4d7a,1.868097415950615,4804,142,0.0041355,0.0041355,4000,1.0,factconsolidation_sh_6k_no22,0.0041355,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,1.967762208019849,{},single_hop
Beaumont,False,d3f396e09a1b2aa2115e5bd83c8e06d89bf0f6546375b54fd1865cd52cadbb9f,2.3640883329790086,4820,249,0.00454875,0.00454875,4000,1.0,factconsolidation_sh_6k_no25,0.00454875,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.4214252500096336,{},single_hop
Steve Jobs,False,c557a9bc9304c02a20133543d5e7bffe6d63e28cf99d37d6f7f7360760119e2e,2.4343480829847977,4786,267,0.00459075,0.00459075,4000,1.0,factconsolidation_sh_6k_no19,0.00459075,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.46559050003998,{},single_hop
Italy,False,eb2f9e2c1aa81459a1bb78ae4e5f3727d95b41112ffb7532181833906f29434e,2.469664166972507,4795,235,0.0044775,0.0044775,4000,1.0,factconsolidation_sh_6k_no17,0.0044775,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.481831457989756,{},single_hop
Ernst Heinkel,False,6c5205108fedfa101e3f59fb68b781f285bb4f7b78ddd4044bdf8e770347f212,2.303542833949905,4747,202,0.00431775,0.00431775,4000,1.0,factconsolidation_sh_6k_no23,0.00431775,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.524806333007291,{},single_hop
John Knox,False,f3831d16aac2cbfc21ccc9b36b476725ad7b827a8a4c90ac5340ab0b1891b60a,2.5845204169745557,4767,207,0.0043515,0.0043515,4000,1.0,factconsolidation_sh_6k_no21,0.0043515,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.6034236249979585,{},single_hop
Israel,False,79a248f011c15b740e71d28d0a2c253cce09ca833bba22b480b04f15b3371067,2.500074042007327,4818,215,0.00441975,0.00441975,4000,1.0,factconsolidation_sh_6k_no27,0.00441975,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.6087041250430048,{},single_hop
Peter Diamandis,False,50847fc5550645ecaa893809a6d86c4d414b7f46bab2bb36866804e0ebab7ad1,2.551791291043628,4733,269,0.0045585,0.0045585,4000,1.0,factconsolidation_sh_6k_no20,0.0045585,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.7092962090391666,{},single_hop
post-punk,False,8c1f5aa059e3b94d76c793ec58176da02791a614d60712e40bd0123988a05ab9,2.6778837500023656,4734,278,0.004593,0.004593,4000,1.0,factconsolidation_sh_6k_no28,0.004593,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.79745729197748,{},single_hop
Guangzhou,False,dff412b72e5db42d5d8e78fb733a87dbdddb711dc42ffc3867e75f5f6db6c6ef,2.728298583999276,4782,290,0.004674,0.004674,4000,1.0,factconsolidation_sh_6k_no29,0.004674,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.80561600002693,{},single_hop
Japan,False,f4db81a1d6c2cc639b855b02404e25d0589477c89a4b177328f25a3bf1f88df9,2.760903458984103,4771,393,0.005052,0.005052,4000,1.0,factconsolidation_sh_6k_no30,0.005052,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.8071992910117842,{},single_hop
United States of America,False,55941aa495aad0513c4a4dab0c6debcc0bd3c28b497228181ad33ab0e4b1bf9b,2.8308677910245024,4771,336,0.00483825,0.00483825,4000,1.0,factconsolidation_sh_6k_no24,0.00483825,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,3.0455821250216104,{},single_hop
Narendra Modi,False,939f18bea688bf91912b958158ed7e94bbbac5e54c74916629ddc735426361a2,2.939720624999609,4731,255,0.0045045,0.0045045,4000,1.0,factconsolidation_sh_6k_no26,0.0045045,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,3.0678095420007594,{},single_hop
Tang Empire,False,8e511a6fa6bd6fd1a686322b62b2cca394f48d3a106ef08b749e31cdb767bbe4,3.566958082956262,4798,452,0.0052935,0.0052935,4000,1.0,factconsolidation_sh_6k_no31,0.0052935,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,3.6359595410176553,{},single_hop
German,False,3b71e7522ff1e352d928fe52e91f27cd8b3fdf083f6dbfefb6f7757549149052,2.166795124998316,4798,257,0.00456225,0.00456225,4000,1.0,factconsolidation_sh_6k_no35,0.00456225,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.220275958010461,{},single_hop
Harare,False,72638f787dd236cd850897604c3e69d7963916a096b652fa5f3346364dbfb104,2.2698007079889067,4796,182,0.0042795,0.0042795,4000,1.0,factconsolidation_sh_6k_no38,0.0042795,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.2886173329898156,{},single_hop
Madonna,False,d2715c2e64fd3ad9d67506df2f110486ca0a81758cc219507d29fa939f00ae84,2.2816657919902354,4753,209,0.0043485,0.0043485,4000,1.0,factconsolidation_sh_6k_no36,0.0043485,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.291424666007515,{},single_hop
Taipei,False,7329170bd2d8a96e3a120e6c7d431590811c5298b94e181972eecda0d28b46a4,2.30115862499224,4781,212,0.00438075,0.00438075,4000,1.0,factconsolidation_sh_6k_no34,0.00438075,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.3311691249837168,{},single_hop
ABB Group,False,f11bab1d2075cf88a507e5db69ddb95eb42f4ca4d7505ab0b34435f74b98a5dd,2.061386457993649,4751,201,0.004317,0.004317,4000,1.0,factconsolidation_sh_6k_no39,0.004317,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.351448916015215,{},single_hop
Antarctica,False,fe317612f7b358da48c1277e705f0a2dd6e3672666fb58424a71339dfd8f2f7a,2.284833332989365,4769,205,0.0043455,0.0043455,4000,1.0,factconsolidation_sh_6k_no44,0.0043455,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.43065941700479,{},single_hop
Ankara,False,6e2349e86c0bcea7e26be73bf8d5fc54f1b6f5111c8dd24153b547d3103cf8a5,2.3345975420088507,4770,232,0.0044475,0.0044475,4000,1.0,factconsolidation_sh_6k_no40,0.0044475,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.506319749983959,{},single_hop
Pius XII,False,bc71baee236e0cf2b044aabd1071d12d4e7d93382f214dc4892c86daa202683e,2.4980495829950087,4759,237,0.004458,0.004458,4000,1.0,factconsolidation_sh_6k_no45,0.004458,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.576229416008573,{},single_hop
Russian Empire,False,3e523aa52051f0c1f785b83afd17acfe3b9ff14469882b2d8afc2a753bafe91b,2.571995167003479,4818,266,0.004611,0.004611,4000,1.0,factconsolidation_sh_6k_no33,0.004611,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.680977582989726,{},single_hop
Philadelphia,False,e367ed2cf7cd4f4adff92ff990830a63e43e0d8b1055e9edae4d6dcaeada0874,2.5461026250268333,4786,310,0.004752,0.004752,4000,1.0,factconsolidation_sh_6k_no32,0.004752,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.7249540420016274,{},single_hop
cornerback,False,4ccc513acdb314d6e02989403100da1840ba4e751672f73a3e6b18d8e3c74f2a,2.6083327920059673,4781,239,0.004482,0.004482,4000,1.0,factconsolidation_sh_6k_no42,0.004482,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.8424041249672882,{},single_hop
The Beatles,False,fbd2a0c472c8bc641bfec820ff4cce4ad6616e8b13eee283b26d8b96b7595e62,2.4415215000044554,4781,187,0.004287,0.004287,4000,1.0,factconsolidation_sh_6k_no46,0.004287,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.842785249988083,{},single_hop
Tokyo,False,3af7bb18452b5c5285fee7d72562ce320494051c5e2a0c8b1b9aa0c9a2b6074b,3.2282931249937974,4801,348,0.00490575,0.00490575,4000,1.0,factconsolidation_sh_6k_no37,0.00490575,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,3.343188500031829,{},single_hop
Charles Darwin,False,ca7e12eb3975287b98309b5895f0f77e98fe58b0d392d56d062a7d7d5b94274a,2.9179033750551753,4747,441,0.005214,0.005214,4000,1.0,factconsolidation_sh_6k_no47,0.005214,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,3.429243457969278,{},single_hop
rugby,False,6b49b3e20d1e8a2934f27ea471d33ca53cf1cd5bce13e628b0c2a42536882c90,3.3718959579709917,4787,421,0.005169,0.005169,4000,1.0,factconsolidation_sh_6k_no41,0.005169,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,3.5116005000309087,{},single_hop
Oderzo,False,1155aa8afeb31a2152314347643b6cc74aa5290978d68af6e613d2e994512a40,4.352807082992513,4828,528,0.005601,0.005601,4000,1.0,factconsolidation_sh_6k_no43,0.005601,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,4.5796685419627465,{},single_hop
association football,False,714e9023060f1323ae39edbace91a8de599b7f0d6a7df9aa94bbfa4ea9cca920,1.7790181250311434,4825,152,0.00418875,0.00418875,4000,1.0,factconsolidation_sh_6k_no59,0.00418875,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,1.9303301670006476,{},single_hop
flanker,False,da197f7b9576869c92a75f252fa84117e396f4a6803abc91d850d0619757d5e3,1.9662384580005892,4772,172,0.004224,0.004224,4000,1.0,factconsolidation_sh_6k_no61,0.004224,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.00049179099733,{},single_hop
Bernard Arnault,False,e9ac50aad21fbc35568bc1c8bf7ffe65a40ad8fa7fe9945d34b20dc5073660e0,2.082650958967861,4767,161,0.004179,0.004179,4000,1.0,factconsolidation_sh_6k_no62,0.004179,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.135292917024344,{},single_hop
Czech Republic,False,3b7beb11b625f2ade3566692e50b15ccb2049e37b1fac98adb232bcc956d338b,2.1570246249902993,4853,192,0.00435975,0.00435975,4000,1.0,factconsolidation_sh_6k_no55,0.00435975,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.3298717500292696,{},single_hop
Kylie Minogue,False,f28e3962116bdc5d64d57314d9936ffa0b9e99b57a53deeeb0fff75a6e4f89b7,2.184232499974314,4770,212,0.0043725,0.0043725,4000,1.0,factconsolidation_sh_6k_no58,0.0043725,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.4103129580034874,{},single_hop
cricket,False,219c26011a81724d01c6ee8fc2bb9db31200c9082e5d6f4ef2242f0aeabcd4ae,2.393715709040407,4800,192,0.00432,0.00432,4000,1.0,factconsolidation_sh_6k_no51,0.00432,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.425905124982819,{},single_hop
United States of America,False,aac12c53302e7c603be358b22c94e4464f2219120053484c793cd979a8de44fb,2.341237791988533,4795,203,0.0043575,0.0043575,4000,1.0,factconsolidation_sh_6k_no49,0.0043575,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.481785000010859,{},single_hop
atheism,False,eac12d4d1e8da70142071ba36b268b1ca1c15ee7a10c55c2ebfc2eb36ce60d53,2.3743886669981293,4762,216,0.0043815,0.0043815,4000,1.0,factconsolidation_sh_6k_no53,0.0043815,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.504185415979009,{},single_hop
German,False,46a1d9e6be8eeda923095a6ac1bcfaabd0d46fb7f4bc5a38d7e654b0292b49c6,2.6662422500085086,4830,268,0.0046275,0.0046275,4000,1.0,factconsolidation_sh_6k_no63,0.0046275,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.741329415992368,{},single_hop
Soviet Union,False,3c5dcb80b3faeb17c8497fbf1d31c077e806c5655c862f7104329d9c9b0c75db,2.7343627079972066,4808,247,0.00453225,0.00453225,4000,1.0,factconsolidation_sh_6k_no48,0.00453225,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.74900000001071,{},single_hop
Charles the Bold,False,8443a69ab2aefa13593764c1f49d341d5aaeddea43ab7dc69c91e7e802402c07,2.7995199160068296,4734,353,0.00487425,0.00487425,4000,1.0,factconsolidation_sh_6k_no57,0.00487425,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.9654823330347426,{},single_hop
Australian hip hop,False,5b5e7ef5ad4e0673cb0f0ffde012d68484dd1133f159582f156ebf301ca63fe6,2.9237336249789223,4780,314,0.0047625,0.0047625,4000,1.0,factconsolidation_sh_6k_no54,0.0047625,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,3.038662209000904,{},single_hop
Italy,False,571d7e8d4f2854f180101785f89bb1ccc041df4026463c22b308f0be4589c156,3.137278999958653,4791,331,0.0048345,0.0048345,4000,1.0,factconsolidation_sh_6k_no56,0.0048345,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,3.24030241597211,{},single_hop
rap rock,False,4c0976f7a48cbbfbca95f897c2262965d9182cf8ddb2d52c92e6ffa7fcdc023f,3.381660000013653,4728,337,0.00480975,0.00480975,4000,1.0,factconsolidation_sh_6k_no60,0.00480975,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,3.448894041997846,{},single_hop
Oceania,False,385e5fe37dad2827dbac3d0f08aba8cd057a42fdb6a56462b62dca15cdc2835f,3.7109033330343664,4791,397,0.005082,0.005082,4000,1.0,factconsolidation_sh_6k_no50,0.005082,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,3.7614884999929927,{},single_hop
Connachta,False,38ba747fb462917c6f62514255d7333780029e9e0b771e8854ae112cbab581fd,3.836570125014987,4804,384,0.005043,0.005043,4000,1.0,factconsolidation_sh_6k_no52,0.005043,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,3.8583892089664005,{},single_hop
Oscar Wilde,False,92b16a08e6a4af16e46872ea8254d535327543a89007dfe86591e99de2e5bb8d,1.7044521670322865,4753,146,0.00411225,0.00411225,4000,1.0,factconsolidation_sh_6k_no75,0.00411225,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,1.8176394160254858,{},single_hop
Japan,False,9f5cea675eea8b7d8e097e782bb5d29bd6514c235bb3c2642d8e3ee0f47ec001,1.8813285409705713,4851,165,0.004257,0.004257,4000,1.0,factconsolidation_sh_6k_no71,0.004257,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,1.9180680839926936,{},single_hop
North America,False,dcdbbe24daf6f88fa458278448ba534db04db4a614d15d113225d2f19dbf3d55,1.8067625840194523,4792,123,0.00405525,0.00405525,4000,1.0,factconsolidation_sh_6k_no68,0.00405525,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,1.9436121250037104,{},single_hop
baseball,False,fa7366143ffc2928080f37ff0c2ed33a110241e42c8b692b72ad9cbf094414fc,1.9930271249613725,4790,127,0.00406875,0.00406875,4000,1.0,factconsolidation_sh_6k_no64,0.00406875,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.068484042014461,{},single_hop
Alan Jay Lerner,False,3df15ea6e29a73d925d37d4407c24c3666b8f5b8ce62ef9a1068621de7e423d7,2.1183480420149863,4713,183,0.004221,0.004221,4000,1.0,factconsolidation_sh_6k_no73,0.004221,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.17230016697431,{},single_hop
John Keats,False,570f0df5cc2dfe8babe0312b823fc37384ca0f90909e941b48af9f30b2c4c6ad,1.9543819999671541,4751,165,0.004182,0.004182,4000,1.0,factconsolidation_sh_6k_no74,0.004182,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.1922192920465022,{},single_hop
Stephen McNeil,False,ad3100e9df02df38b79af3ee28c5985b53c449a9306b714952fee8648a906c53,2.1839427910163067,4744,167,0.00418425,0.00418425,4000,1.0,factconsolidation_sh_6k_no77,0.00418425,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.1992595000192523,{},single_hop
British Broadcasting Corporation,False,d3f1a49484cdfe973d93ac03c92627a258d9071393a94bde4878acb12f68e75f,2.2093359589925967,4724,164,0.004158,0.004158,4000,1.0,factconsolidation_sh_6k_no67,0.004158,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.2212123749777675,{},single_hop
Canadair,False,c9c21399d4d62c3625edfd123064abac52a420c3f2571b0565f586c8354e1da4,2.3343068750109524,4809,210,0.00439425,0.00439425,4000,1.0,factconsolidation_sh_6k_no70,0.00439425,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.435696290980559,{},single_hop
rugby union,False,97617699154ffb64ea7e3b36ad5cc3a45f28a1c91f8dbc0e9799a484477a1ca1,2.352307541994378,4793,307,0.004746,0.004746,4000,1.0,factconsolidation_sh_6k_no78,0.004746,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.456317875010427,{},single_hop
journalist,False,7cfd117aaddac67af8cc53d51af38467ea02329a54123a5fded95eb4e95e2824,2.5005192499957047,4681,212,0.00430575,0.00430575,4000,1.0,factconsolidation_sh_6k_no66,0.00430575,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.58492891601054,{},single_hop
Tucson,False,5da016275640f0e4e115f9debdcec667dc16da0ad51bde84447067dfd4caad37,2.567328292003367,4763,244,0.00448725,0.00448725,4000,1.0,factconsolidation_sh_6k_no69,0.00448725,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.616745333012659,{},single_hop
placekicker,False,1822bcbd147e207627275a2bf4956722697b1023071d630c6b4059e7c22f70c6,2.504776374960784,4779,204,0.00434925,0.00434925,4000,1.0,factconsolidation_sh_6k_no72,0.00434925,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.6711995839723386,{},single_hop
Shinzō Abe,False,cc2b0ea45ca7560150e61d1d70ba646e82e42f13e156645e34e8c43fc7fe981b,2.5759101250441745,4790,180,0.0042675,0.0042675,4000,1.0,factconsolidation_sh_6k_no76,0.0042675,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.7573812080081552,{},single_hop
rugby,False,8c2e1e01347fbf20921c965cb9863a2fd737a4fbe6a92c41b8588457c94e2580,2.981397916970309,4757,300,0.00469275,0.00469275,4000,1.0,factconsolidation_sh_6k_no65,0.00469275,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,3.012286374985706,{},single_hop
Prague,False,fcab6527a00105939d4e5ab8239fd9e556693ae859b32d1c1d1f2646d0616f80,3.334669833013322,4840,363,0.00499125,0.00499125,4000,1.0,factconsolidation_sh_6k_no79,0.00499125,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,3.488302834040951,{},single_hop
point guard,False,6ea9836fcef8d425895e804b7abe1e5b1c37725aad9bc42b7d8bdf67395cb685,1.5720539590111002,4770,138,0.004095,0.004095,4000,1.0,factconsolidation_sh_6k_no95,0.004095,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,1.6552931669866666,{},single_hop
Canada,False,cc41e0a1e78812069e97ae6637157decad2e9975d488416d4db21c6d364da55e,1.7813525410019793,4730,176,0.0042075,0.0042075,4000,1.0,factconsolidation_sh_6k_no82,0.0042075,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,1.855360708956141,{},single_hop
Rajanpur,False,b6817eed58366ebe55b25f2e25c943dd985e68123b1d6bced04833ef6e4f2185,1.9886477090185508,4826,135,0.00412575,0.00412575,4000,1.0,factconsolidation_sh_6k_no85,0.00412575,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.0338437920436263,{},single_hop
David Beckham,False,b2f994e34966c9cfcc59430926c3f7862cd721b9cb62f419b63eddf074507aa8,1.9437063750228845,4729,127,0.004023,0.004023,4000,1.0,factconsolidation_sh_6k_no92,0.004023,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.1177302910364233,{},single_hop
goaltender,False,ecab1ef01df5b714b34f08dc5a69fe36889029c75a9c2c7c6cdef5bbe639901e,1.8553823339752853,4783,151,0.0041535,0.0041535,4000,1.0,factconsolidation_sh_6k_no80,0.0041535,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.1473478749976493,{},single_hop
Rodez,False,b1fcd1f5b470afd19cf4e523a8139f5fbd93e94ce4b91b5ade1e474e2db51be9,2.1683969169971533,4752,168,0.004194,0.004194,4000,1.0,factconsolidation_sh_6k_no87,0.004194,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.2025584999937564,{},single_hop
"Washington, D.C.",False,f99e09f567d9fcc80dc38d766bea4109149052b475960d4632b11d4ce1192e9c,2.23076929198578,4756,210,0.0043545,0.0043545,4000,1.0,factconsolidation_sh_6k_no89,0.0043545,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.247224082995672,{},single_hop
Church of Scotland,False,092dab55b8b4f66dd8dccf8208a2c98d4aa730420eae921c08fa050f88775991,2.294512291031424,4814,283,0.00467175,0.00467175,4000,1.0,factconsolidation_sh_6k_no83,0.00467175,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.3745618750108406,{},single_hop
Iran,False,d1cf43c82b3df392c316e9741c2a35dee0d909daca620f647d6eb758dc32633b,2.402974834025372,4844,265,0.00462675,0.00462675,4000,1.0,factconsolidation_sh_6k_no93,0.00462675,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.5079152500256896,{},single_hop
Nobuhiro Watsuki,False,a6804825300e90edb7b1e7a2a6efecffd7829a065a4f642302a44e17d97e6f1b,2.5039950410136953,4795,193,0.00432,0.00432,4000,1.0,factconsolidation_sh_6k_no84,0.00432,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.535924250027165,{},single_hop
Elizabeth II,False,a1e171f4b615885eed4d4ad89d7e1dcf9d372c2d8209b76469be03584c7c26d9,2.6583861249964684,4806,220,0.0044295,0.0044295,4000,1.0,factconsolidation_sh_6k_no81,0.0044295,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.6706904160091653,{},single_hop
