workload,query_id,pool,n_relevant,T_A,T_B
A,q00065,legal,26,1.0,0.163541
A,q00066,legal,24,0.286692,0.322727
A,q00067,procurement,27,0.866948,0.576669
A,q00068,legal,31,0.752969,0.1763
A,q00069,legal,19,0.930569,0.715551
A,q00070,procurement,29,0.763095,0.617284
A,q00071,security,31,0.800694,0.646856
A,q00072,procurement,23,0.428385,0.648932
A,q00073,procurement,29,0.689829,0.0
A,q00074,security,19,0.289523,0.248908
A,q00075,legal,27,1.0,0.728086
A,q00076,security,24,0.72733,0.63322
A,q00077,procurement,29,0.565825,0.592683
A,q00078,procurement,28,0.800694,0.330138
A,q00079,procurement,28,0.851236,0.503324
A,q00080,legal,38,1.0,0.861138
A,q00081,security,23,0.535254,0.358954
A,q00082,procurement,27,0.790951,0.653147
A,q00083,security,19,0.289523,0.248908
A,q00084,security,33,0.330138,0.425208
A,q00085,procurement,29,0.565825,0.592683
A,q00086,legal,22,0.936379,0.613653
A,q00087,procurement,23,0.358954,0.069431
A,q00088,security,22,0.936379,0.857205
A,q00089,security,19,0.0,0.425208
A,q00090,procurement,27,0.231773,0.0
A,q00091,security,18,0.289977,0.110046
A,q00092,security,18,0.494357,0.278481
A,q00093,security,26,0.800694,0.507238
A,q00094,legal,24,0.936379,0.794883
A,q00095,procurement,32,0.870125,0.521296
A,q00096,security,33,0.453743,0.318794
A,q00097,legal,25,0.576971,0.428385
A,q00098,security,19,0.0,0.425208
A,q00099,legal,28,0.775239,0.455779
A,q00100,legal,27,0.921602,0.384311
A,q00101,legal,25,0.781984,0.393278
A,q00102,procurement,23,0.349487,0.648932
A,q00103,security,31,0.864315,0.583618
A,q00104,legal,26,1.0,0.163541
A,q00105,security,27,0.72733,0.793584
A,q00106,procurement,29,0.554143,0.220092
A,q00107,procurement,29,0.532621,0.220092
A,q00108,legal,25,0.757382,0.346853
A,q00109,procurement,32,0.926636,0.611474
A,q00110,security,24,0.72733,0.63322
A,q00111,procurement,26,0.770204,0.245731
A,q00112,procurement,21,0.706584,0.469
A,q00113,security,18,0.494357,0.278481
A,q00114,security,23,0.532621,0.358954
A,q00115,legal,31,1.0,0.72733
A,q00116,procurement,29,0.689829,0.0
A,q00117,procurement,29,0.547398,0.289523
A,q00118,legal,28,0.775239,0.455779
A,q00119,procurement,23,0.349487,0.648932
A,q00120,procurement,29,0.689829,0.0
A,q00121,procurement,17,0.168152,0.355777
A,q00122,procurement,21,0.538431,0.220092
A,q00123,legal,25,0.775994,0.557978
A,q00124,legal,38,1.0,0.671759
A,q00125,legal,25,0.781984,0.393278
A,q00126,procurement,21,0.706584,0.469
A,q00127,procurement,22,0.648932,0.700773
A,q00128,security,31,0.800694,0.72733
A,q00129,legal,32,1.0,0.857981
A,q00130,legal,19,0.930569,0.715551
A,q00131,legal,28,0.712552,0.507539
A,q00132,procurement,29,0.547398,0.289523
A,q00133,security,18,0.494357,0.278481
A,q00134,security,42,1.0,1.0
A,q00135,legal,32,0.921602,0.772838
A,q00136,procurement,23,0.378599,0.563788
A,q00137,security,33,0.936379,0.763095
A,q00138,security,31,0.864315,0.583618
A,q00139,security,30,0.870125,0.648932
A,q00140,procurement,27,0.790951,0.653147
A,q00141,security,23,0.469,0.358954
A,q00142,security,42,1.0,1.0
A,q00143,security,31,0.936379,0.768227
A,q00144,security,31,0.760079,0.705905
A,q00145,procurement,24,0.513529,0.523174
A,q00146,security,19,0.0,0.425208
A,q00147,procurement,22,0.648932,0.700773
A,q00148,legal,19,1.0,0.73538
A,q00149,security,31,0.800694,0.72733
B,q00000,engineering,26,1.0,0.930569
B,q00001,facilities,25,1.0,1.0
B,q00002,logistics,25,0.563788,0.330138
B,q00003,logistics,20,0.085143,0.202483
B,q00004,facilities,23,0.72733,0.637152
B,q00005,facilities,36,1.0,1.0
B,q00006,facilities,21,0.668761,0.69684
B,q00007,engineering,35,1.0,1.0
B,q00008,facilities,29,1.0,1.0
B,q00009,logistics,31,0.503607,0.0
B,q00010,engineering,31,0.861138,0.914857
B,q00011,engineering,21,1.0,1.0
B,q00012,engineering,22,1.0,1.0
B,q00013,engineering,35,1.0,1.0
B,q00014,logistics,33,0.44092,0.621217
B,q00015,logistics,20,0.762416,0.608317
B,q00016,engineering,21,1.0,1.0
B,q00017,engineering,29,1.0,1.0
B,q00018,facilities,27,0.933746,1.0
B,q00019,logistics,27,0.77216,0.503324
B,q00020,logistics,31,0.608317,0.483315
B,q00021,facilities,28,0.747935,0.933746
B,q00022,engineering,22,0.933746,0.905212
B,q00023,logistics,20,0.762416,0.608317
B,q00024,engineering,31,0.791706,0.905212
B,q00025,logistics,25,0.573492,0.781984
B,q00026,engineering,23,0.930569,0.930569
B,q00027,engineering,35,1.0,1.0
B,q00028,logistics,25,0.573492,0.781984
B,q00029,logistics,22,0.791727,0.705808
B,q00030,engineering,31,0.930569,0.930569
B,q00031,engineering,35,1.0,1.0
B,q00032,logistics,22,0.775337,0.715186
B,q00033,facilities,33,0.930569,1.0
B,q00034,facilities,36,1.0,1.0
B,q00035,facilities,25,1.0,1.0
B,q00036,logistics,27,0.831848,0.627409
B,q00037,facilities,26,0.926636,1.0
B,q00038,logistics,28,0.561892,0.630043
B,q00039,logistics,31,0.608317,0.483315
B,q00040,engineering,28,0.936379,0.864315
B,q00041,engineering,20,1.0,1.0
B,q00042,facilities,31,1.0,1.0
B,q00043,facilities,31,1.0,1.0
B,q00044,engineering,22,1.0,1.0
B,q00045,engineering,22,1.0,1.0
B,q00046,facilities,29,0.683084,0.715186
B,q00047,logistics,22,0.315163,0.138862
B,q00048,logistics,20,0.49464,0.513508
B,q00049,engineering,29,0.857981,0.921602
B,q00050,logistics,20,0.370636,0.532141
B,q00051,facilities,28,1.0,1.0
B,q00052,engineering,20,1.0,1.0
B,q00053,engineering,26,1.0,0.930569
B,q00054,engineering,26,1.0,0.930569
B,q00055,logistics,30,0.49118,0.653147
B,q00056,facilities,33,0.930569,1.0
B,q00057,engineering,23,0.936379,1.0
B,q00058,logistics,27,0.831848,0.627409
B,q00059,logistics,25,0.563788,0.330138
B,q00060,logistics,29,0.330874,0.342101
B,q00061,logistics,26,0.631342,0.800694
B,q00062,logistics,31,0.684383,0.322272
B,q00063,logistics,26,0.864315,0.926636
B,q00064,facilities,25,1.0,1.0
B,q00065,logistics,25,0.388244,0.220092
B,q00066,logistics,31,0.796761,0.785916
B,q00067,facilities,31,1.0,1.0
B,q00068,logistics,23,0.424926,0.408536
B,q00069,logistics,33,0.44092,0.621217
B,q00070,facilities,27,0.930569,1.0
B,q00071,engineering,29,1.0,1.0
B,q00072,facilities,31,1.0,1.0
B,q00073,facilities,22,0.936379,1.0
B,q00074,engineering,28,0.933746,0.870125
B,q00075,logistics,27,0.77216,0.503324
B,q00076,engineering,21,1.0,1.0
B,q00077,facilities,27,0.763193,0.914857
B,q00078,facilities,27,0.933746,1.0
B,q00079,facilities,27,0.936379,1.0
B,q00080,logistics,25,0.42884,0.46319
B,q00081,engineering,22,0.936379,0.936379
B,q00082,facilities,25,1.0,1.0
B,q00083,engineering,28,0.933746,0.870125
B,q00084,engineering,20,1.0,1.0
B,q00085,facilities,27,0.763193,0.914857
B,q00086,logistics,28,0.561892,0.630043
B,q00087,facilities,29,0.784982,0.933746
B,q00088,engineering,26,1.0,1.0
B,q00089,engineering,28,0.936379,0.864315
B,q00090,facilities,25,1.0,1.0
B,q00091,engineering,26,1.0,0.930569
B,q00092,engineering,26,1.0,1.0
B,q00093,engineering,35,1.0,1.0
B,q00094,logistics,22,0.791727,0.705808
B,q00095,facilities,29,0.538431,0.425208
B,q00096,engineering,20,0.930569,0.933746
B,q00097,logistics,20,0.273587,0.560611
B,q00098,engineering,28,0.936379,0.864315
B,q00099,logistics,30,0.637152,0.536074
B,q00100,logistics,20,0.790951,0.742125
B,q00101,logistics,20,0.370636,0.532141
B,q00102,facilities,31,1.0,1.0
B,q00103,engineering,31,0.791706,0.905212
B,q00104,logistics,25,0.388244,0.220092
B,q00105,engineering,23,0.936379,1.0
B,q00106,facilities,22,0.83578,0.936379
B,q00107,facilities,36,1.0,1.0
B,q00108,logistics,30,0.49118,0.653147
B,q00109,facilities,29,0.602052,0.57369
B,q00110,engineering,21,1.0,1.0
B,q00111,facilities,23,0.768227,0.767027
B,q00112,facilities,21,0.668761,0.69684
B,q00113,engineering,26,1.0,1.0
B,q00114,engineering,22,0.933746,0.905212
B,q00115,logistics,31,0.384311,0.063621
B,q00116,facilities,22,0.936379,1.0
B,q00117,facilities,36,0.936379,1.0
B,q00118,logistics,30,0.637152,0.536074
B,q00119,facilities,31,1.0,1.0
B,q00120,facilities,22,0.936379,1.0
B,q00121,facilities,26,0.921602,1.0
B,q00122,facilities,21,0.715551,0.701973
B,q00123,logistics,30,0.745302,0.662114
B,q00124,logistics,25,0.573492,0.781984
B,q00125,logistics,20,0.370636,0.532141
B,q00126,facilities,21,0.668761,0.69684
B,q00127,facilities,28,0.747935,0.933746
B,q00128,engineering,29,1.0,1.0
B,q00129,logistics,29,0.552746,0.596538
B,q00130,logistics,33,0.44092,0.621217
B,q00131,logistics,30,0.529444,0.469
B,q00132,facilities,36,0.936379,1.0
B,q00133,engineering,26,1.0,1.0
B,q00134,engineering,39,1.0,1.0
B,q00135,logistics,29,0.811556,0.687195
B,q00136,facilities,31,1.0,1.0
B,q00137,engineering,35,1.0,1.0
B,q00138,engineering,31,0.791706,0.905212
B,q00139,engineering,22,1.0,1.0
B,q00140,facilities,25,1.0,1.0
B,q00141,engineering,22,1.0,1.0
B,q00142,engineering,39,1.0,1.0
B,q00143,engineering,31,0.930569,0.930569
B,q00144,engineering,29,0.857981,0.921602
B,q00145,facilities,33,0.930569,1.0
B,q00146,engineering,28,0.936379,0.864315
B,q00147,facilities,28,0.747935,0.933746
B,q00148,logistics,33,0.5795,0.715551
B,q00149,engineering,29,1.0,1.0
