query_id,top_k_alpha_ndcg,top_k_s_recall,top_k_ndcg10,top_k_recall10,top_k_ild,top_k_distractor_rate,mmr_0.7_alpha_ndcg,mmr_0.7_s_recall,mmr_0.7_ndcg10,mmr_0.7_recall10,mmr_0.7_ild,mmr_0.7_distractor_rate,mmr_0.3_alpha_ndcg,mmr_0.3_s_recall,mmr_0.3_ndcg10,mmr_0.3_recall10,mmr_0.3_ild,mmr_0.3_distractor_rate,dpp_alpha_ndcg,dpp_s_recall,dpp_ndcg10,dpp_recall10,dpp_ild,dpp_distractor_rate,cluster_rr_alpha_ndcg,cluster_rr_s_recall,cluster_rr_ndcg10,cluster_rr_recall10,cluster_rr_ild,cluster_rr_distractor_rate,outlier_0.2_alpha_ndcg,outlier_0.2_s_recall,outlier_0.2_ndcg10,outlier_0.2_recall10,outlier_0.2_ild,outlier_0.2_distractor_rate,outlier_0.4_alpha_ndcg,outlier_0.4_s_recall,outlier_0.4_ndcg10,outlier_0.4_recall10,outlier_0.4_ild,outlier_0.4_distractor_rate
q0015,0.631266,0.4,1.0,0.166667,0.241787,0.0,0.653367,0.4,1.0,0.166667,0.296441,0.0,0.73636,0.6,1.0,0.166667,0.303097,0.0,0.657157,0.4,1.0,0.166667,0.277914,0.0,0.666951,0.4,1.0,0.166667,0.245228,0.0,0.785001,0.8,1.0,0.166667,0.280613,0.0,0.869563,1.0,1.0,0.166667,0.27517,0.0
q0016,0.647712,0.5,1.0,0.166667,0.195957,0.0,0.680666,0.5,1.0,0.166667,0.219105,0.0,0.877093,0.833333,1.0,0.166667,0.29492,0.0,0.874809,0.833333,1.0,0.166667,0.281906,0.0,0.608346,0.333333,1.0,0.166667,0.238148,0.0,0.714836,0.666667,1.0,0.166667,0.217056,0.0,0.826173,0.833333,1.0,0.166667,0.238904,0.0
q0017,0.659405,0.666667,1.0,0.166667,0.315267,0.0,0.807988,0.833333,1.0,0.166667,0.339779,0.0,0.872382,0.833333,1.0,0.166667,0.398829,0.0,0.935833,1.0,1.0,0.166667,0.402131,0.0,0.694676,0.666667,1.0,0.166667,0.332104,0.0,0.767877,0.833333,1.0,0.166667,0.346508,0.0,0.806565,0.833333,1.0,0.166667,0.385198,0.0
q0018,0.96347,1.0,0.926636,0.15,0.229695,0.1,0.968237,1.0,0.926636,0.15,0.229695,0.1,0.906515,1.0,0.930569,0.15,0.266605,0.1,0.975834,1.0,1.0,0.166667,0.266007,0.0,0.904658,1.0,0.926636,0.15,0.234158,0.1,0.952891,1.0,0.863015,0.133333,0.22206,0.2,0.950544,1.0,0.930569,0.15,0.216183,0.1
q0019,0.451802,0.2,0.933746,0.15,0.271579,0.1,0.538962,0.4,0.914857,0.15,0.288323,0.1,0.832757,0.6,0.905212,0.15,0.383873,0.1,0.911733,0.8,0.905212,0.15,0.385536,0.1,0.738143,0.6,1.0,0.166667,0.263872,0.0,0.582323,0.4,1.0,0.166667,0.319754,0.0,0.766733,0.8,1.0,0.166667,0.335083,0.0
q0020,0.654107,0.6,0.766349,0.133333,0.249911,0.2,0.781648,0.8,0.826333,0.133333,0.276754,0.2,0.923221,1.0,0.914857,0.15,0.31807,0.1,0.908983,0.8,1.0,0.166667,0.329329,0.0,0.753502,0.8,0.775994,0.133333,0.262298,0.2,0.694287,0.8,0.766349,0.133333,0.273695,0.2,0.621792,0.6,0.766349,0.133333,0.256986,0.2
q0021,0.559427,0.333333,1.0,0.166667,0.232692,0.0,0.617225,0.5,1.0,0.166667,0.258954,0.0,0.625568,0.5,0.936379,0.15,0.283362,0.1,0.800422,0.833333,0.921602,0.15,0.286062,0.1,0.633403,0.5,1.0,0.166667,0.245439,0.0,0.613476,0.5,0.933746,0.15,0.235256,0.1,0.725596,0.833333,0.926636,0.15,0.244373,0.1
q0022,0.748503,0.666667,1.0,0.166667,0.259022,0.0,0.905164,0.833333,1.0,0.166667,0.302399,0.0,0.904026,0.833333,1.0,0.166667,0.305642,0.0,0.965457,1.0,1.0,0.166667,0.309224,0.0,0.740038,0.666667,1.0,0.166667,0.263155,0.0,0.743899,0.666667,1.0,0.166667,0.260805,0.0,0.803526,0.833333,1.0,0.166667,0.28311,0.0
q0023,0.884027,0.833333,1.0,0.166667,0.191016,0.0,0.914909,1.0,1.0,0.166667,0.229856,0.0,0.911056,0.833333,1.0,0.166667,0.294799,0.0,0.949413,1.0,1.0,0.166667,0.282426,0.0,0.925711,1.0,1.0,0.166667,0.210301,0.0,0.884027,0.833333,1.0,0.166667,0.21269,0.0,0.868965,0.833333,1.0,0.166667,0.223776,0.0
q0024,0.772906,0.6,1.0,0.166667,0.288171,0.0,0.958463,1.0,1.0,0.166667,0.387188,0.0,0.976618,1.0,1.0,0.166667,0.461428,0.0,0.960618,1.0,1.0,0.166667,0.453525,0.0,0.945804,1.0,1.0,0.166667,0.406589,0.0,0.855294,0.8,1.0,0.166667,0.347855,0.0,0.848778,0.8,1.0,0.166667,0.39994,0.0
q0025,0.76803,0.833333,1.0,0.166667,0.245973,0.0,0.827413,0.666667,1.0,0.166667,0.318926,0.0,0.897293,0.833333,1.0,0.166667,0.37616,0.0,0.832837,0.666667,1.0,0.166667,0.370991,0.0,0.750703,0.666667,1.0,0.166667,0.283614,0.0,0.658312,0.5,1.0,0.166667,0.27739,0.0,0.64604,0.5,1.0,0.166667,0.327455,0.0
q0026,0.776074,0.6,1.0,0.166667,0.163437,0.0,0.718994,0.6,1.0,0.166667,0.244724,0.0,0.758096,0.8,1.0,0.166667,0.269586,0.0,0.817428,1.0,0.933746,0.15,0.300194,0.1,0.697362,0.6,1.0,0.166667,0.236959,0.0,0.761006,0.6,1.0,0.166667,0.238541,0.0,0.723496,0.6,0.933746,0.15,0.243915,0.1
q0027,0.923571,1.0,1.0,0.166667,0.289149,0.0,0.956918,1.0,1.0,0.166667,0.331216,0.0,0.894228,0.8,1.0,0.166667,0.373935,0.0,0.895027,0.8,1.0,0.166667,0.421448,0.0,0.853476,0.8,1.0,0.166667,0.29194,0.0,0.934415,1.0,1.0,0.166667,0.309294,0.0,0.831474,0.8,1.0,0.166667,0.356498,0.0
q0028,0.885864,0.8,1.0,0.166667,0.2495,0.0,0.87772,0.8,1.0,0.166667,0.284894,0.0,0.95292,0.8,1.0,0.166667,0.358183,0.0,0.919768,0.8,1.0,0.166667,0.36914,0.0,0.847856,0.6,1.0,0.166667,0.262592,0.0,0.806277,0.6,1.0,0.166667,0.248288,0.0,0.77105,0.6,1.0,0.166667,0.271237,0.0
q0029,0.771479,0.833333,1.0,0.166667,0.171268,0.0,0.778845,0.833333,1.0,0.166667,0.176112,0.0,0.831811,0.666667,1.0,0.166667,0.401144,0.0,0.917391,0.833333,1.0,0.166667,0.429942,0.0,0.704743,0.5,1.0,0.166667,0.333746,0.0,0.749031,0.666667,1.0,0.166667,0.290836,0.0,0.747954,0.666667,1.0,0.166667,0.403261,0.0
q0030,0.72665,0.6,1.0,0.166667,0.266589,0.0,0.678399,0.6,1.0,0.166667,0.300922,0.0,0.908932,1.0,1.0,0.166667,0.371982,0.0,0.9331,1.0,1.0,0.166667,0.354541,0.0,0.576424,0.6,1.0,0.166667,0.308445,0.0,0.816472,0.8,1.0,0.166667,0.29951,0.0,0.857868,1.0,1.0,0.166667,0.347474,0.0
q0031,0.75219,1.0,0.779908,0.15,0.24402,0.1,0.776489,1.0,0.779908,0.15,0.265466,0.1,0.655945,0.75,0.710477,0.133333,0.357634,0.2,0.741023,1.0,0.713654,0.133333,0.388806,0.2,0.745516,1.0,0.779908,0.15,0.317315,0.1,0.741578,1.0,0.779908,0.15,0.28675,0.1,0.718417,1.0,0.779908,0.15,0.310027,0.1
q0032,0.686245,0.5,0.936379,0.15,0.25434,0.1,0.735792,0.666667,0.848238,0.133333,0.315965,0.2,0.883991,0.833333,0.921602,0.15,0.342122,0.1,0.821779,0.666667,0.905212,0.15,0.346942,0.1,0.705066,0.5,1.0,0.166667,0.258349,0.0,0.794995,0.666667,1.0,0.166667,0.26615,0.0,0.80388,0.666667,1.0,0.166667,0.270476,0.0
q0033,0.853232,1.0,0.905212,0.15,0.371653,0.1,0.854929,1.0,0.914857,0.15,0.377645,0.1,0.865181,0.8,0.930569,0.15,0.402121,0.1,0.872435,0.8,1.0,0.166667,0.428586,0.0,0.94081,1.0,0.930569,0.15,0.377224,0.1,0.795757,0.8,0.905212,0.15,0.378434,0.1,0.778252,0.8,0.905212,0.15,0.36761,0.1
q0034,0.702753,0.6,1.0,0.166667,0.25333,0.0,0.715507,0.6,1.0,0.166667,0.28066,0.0,0.909716,1.0,1.0,0.166667,0.376423,0.0,0.902804,1.0,1.0,0.166667,0.391696,0.0,0.630978,0.4,1.0,0.166667,0.263006,0.0,0.705149,0.6,1.0,0.166667,0.245571,0.0,0.824687,0.8,1.0,0.166667,0.298155,0.0
q0035,0.85891,1.0,1.0,0.166667,0.261223,0.0,0.838297,0.8,1.0,0.166667,0.259042,0.0,0.924363,1.0,1.0,0.166667,0.33709,0.0,0.914097,1.0,0.921602,0.15,0.343321,0.1,0.832216,1.0,1.0,0.166667,0.226361,0.0,0.760856,0.8,0.933746,0.15,0.2661,0.1,0.754492,0.8,0.926636,0.15,0.25473,0.1
q0036,0.761661,1.0,0.794883,0.133333,0.413793,0.2,0.809257,1.0,0.861138,0.15,0.42431,0.1,0.937236,1.0,0.936379,0.15,0.431745,0.1,0.918343,1.0,0.930569,0.15,0.469105,0.1,0.826467,1.0,0.861138,0.15,0.397847,0.1,0.801841,1.0,0.861138,0.15,0.394969,0.1,0.67884,0.6,0.861138,0.15,0.39429,0.1
q0037,0.776883,0.666667,1.0,0.166667,0.276273,0.0,0.878943,0.833333,1.0,0.166667,0.301435,0.0,0.945238,1.0,1.0,0.166667,0.365322,0.0,0.931785,1.0,1.0,0.166667,0.356416,0.0,0.766099,0.666667,1.0,0.166667,0.28331,0.0,0.876235,0.833333,1.0,0.166667,0.263322,0.0,0.833768,0.666667,1.0,0.166667,0.298626,0.0
q0038,0.682011,0.6,1.0,0.166667,0.302449,0.0,0.664841,0.6,1.0,0.166667,0.311589,0.0,0.915051,1.0,1.0,0.166667,0.391165,0.0,0.980708,1.0,1.0,0.166667,0.425509,0.0,0.722804,0.8,1.0,0.166667,0.330965,0.0,0.797237,0.8,1.0,0.166667,0.334484,0.0,0.838392,0.8,1.0,0.166667,0.386254,0.0
q0039,0.640507,0.5,1.0,0.166667,0.356381,0.0,0.8422,0.833333,1.0,0.166667,0.346298,0.0,0.971733,1.0,1.0,0.166667,0.341224,0.0,0.973573,1.0,1.0,0.166667,0.387901,0.0,0.68926,0.666667,1.0,0.166667,0.315419,0.0,0.714544,0.666667,1.0,0.166667,0.338757,0.0,0.742101,0.666667,1.0,0.166667,0.289922,0.0
q0040,0.784221,0.8,1.0,0.166667,0.248888,0.0,0.722891,0.8,1.0,0.166667,0.308725,0.0,0.856374,0.8,1.0,0.166667,0.429975,0.0,0.936564,1.0,1.0,0.166667,0.441159,0.0,0.82785,1.0,1.0,0.166667,0.345337,0.0,0.82189,0.8,1.0,0.166667,0.34963,0.0,0.842167,0.8,1.0,0.166667,0.393088,0.0
q0041,0.775156,1.0,0.779908,0.15,0.330637,0.1,0.749847,1.0,0.779908,0.15,0.329705,0.1,0.711471,1.0,0.706544,0.133333,0.432332,0.2,0.643967,0.8,0.70151,0.133333,0.431419,0.2,0.727601,1.0,0.779908,0.15,0.327017,0.1,0.755066,1.0,0.779908,0.15,0.352885,0.1,0.751542,1.0,0.779908,0.15,0.365794,0.1
q0042,0.886294,0.833333,1.0,0.166667,0.316794,0.0,0.915847,1.0,1.0,0.166667,0.351541,0.0,0.913279,0.833333,1.0,0.166667,0.406523,0.0,0.950489,1.0,1.0,0.166667,0.399169,0.0,0.917439,1.0,1.0,0.166667,0.364483,0.0,0.962245,1.0,1.0,0.166667,0.35624,0.0,0.905472,0.833333,1.0,0.166667,0.345515,0.0
q0043,0.717573,0.6,1.0,0.166667,0.247356,0.0,0.698541,0.6,1.0,0.166667,0.262284,0.0,0.758196,0.8,1.0,0.166667,0.258871,0.0,0.808578,0.8,1.0,0.166667,0.300263,0.0,0.713029,0.6,1.0,0.166667,0.262166,0.0,0.813116,0.8,1.0,0.166667,0.298107,0.0,0.893663,1.0,1.0,0.166667,0.251963,0.0
q0044,0.714228,1.0,0.779908,0.15,0.336181,0.1,0.704852,0.8,0.779908,0.15,0.375736,0.1,0.673578,0.8,0.713654,0.133333,0.431006,0.2,0.749847,1.0,0.779908,0.15,0.418179,0.1,0.670411,0.8,0.779908,0.15,0.374663,0.1,0.684093,1.0,0.779908,0.15,0.38249,0.1,0.5605,0.6,0.779908,0.15,0.347706,0.1
q0045,0.840585,0.833333,1.0,0.166667,0.295983,0.0,0.900992,0.833333,1.0,0.166667,0.358051,0.0,0.897403,0.833333,1.0,0.166667,0.427773,0.0,0.898697,0.833333,1.0,0.166667,0.420078,0.0,0.89133,0.833333,1.0,0.166667,0.321604,0.0,0.837917,0.833333,1.0,0.166667,0.340017,0.0,0.764413,0.666667,1.0,0.166667,0.331691,0.0
q0046,0.573002,0.5,1.0,0.166667,0.229644,0.0,0.679048,0.666667,1.0,0.166667,0.264294,0.0,0.972267,1.0,1.0,0.166667,0.302457,0.0,0.977907,1.0,1.0,0.166667,0.351269,0.0,0.529558,0.333333,1.0,0.166667,0.241973,0.0,0.610759,0.5,1.0,0.166667,0.262036,0.0,0.729712,0.666667,1.0,0.166667,0.31107,0.0
q0047,0.574897,0.6,1.0,0.166667,0.31651,0.0,0.541279,0.4,1.0,0.166667,0.31638,0.0,0.782969,0.8,1.0,0.166667,0.356952,0.0,0.894326,1.0,1.0,0.166667,0.402162,0.0,0.596971,0.6,1.0,0.166667,0.31651,0.0,0.574897,0.6,1.0,0.166667,0.336496,0.0,0.656156,0.8,1.0,0.166667,0.325819,0.0
q0048,0.589277,0.5,1.0,0.166667,0.290331,0.0,0.602769,0.5,1.0,0.166667,0.322696,0.0,0.782543,0.666667,1.0,0.166667,0.364645,0.0,0.84536,0.833333,1.0,0.166667,0.407353,0.0,0.569876,0.5,1.0,0.166667,0.317024,0.0,0.662365,0.666667,1.0,0.166667,0.274665,0.0,0.785434,0.833333,1.0,0.166667,0.32916,0.0
q0049,0.451687,0.25,0.926636,0.15,0.171579,0.1,0.451687,0.25,0.926636,0.15,0.180312,0.1,0.919279,1.0,1.0,0.166667,0.356205,0.0,0.941754,1.0,1.0,0.166667,0.403458,0.0,0.663736,0.5,1.0,0.166667,0.277241,0.0,0.581517,0.5,0.926636,0.15,0.238014,0.1,0.724286,0.75,1.0,0.166667,0.305949,0.0
q0050,0.679411,0.6,1.0,0.166667,0.215453,0.0,0.808901,0.8,1.0,0.166667,0.23806,0.0,0.908235,0.8,1.0,0.166667,0.366549,0.0,0.978153,0.8,1.0,0.166667,0.340489,0.0,0.80269,0.8,1.0,0.166667,0.249824,0.0,0.679411,0.6,1.0,0.166667,0.253607,0.0,0.724286,0.6,1.0,0.166667,0.280094,0.0
q0051,0.796539,0.833333,0.933746,0.15,0.23373,0.1,0.781251,0.833333,1.0,0.166667,0.263606,0.0,0.741566,0.666667,0.930569,0.15,0.347651,0.1,0.808077,0.666667,1.0,0.166667,0.355383,0.0,0.776862,0.666667,1.0,0.166667,0.252423,0.0,0.873252,1.0,1.0,0.166667,0.24677,0.0,0.82212,0.833333,1.0,0.166667,0.268223,0.0
q0052,0.487859,0.4,1.0,0.166667,0.199591,0.0,0.529322,0.4,1.0,0.166667,0.224959,0.0,0.864892,0.8,1.0,0.166667,0.362285,0.0,0.928869,1.0,1.0,0.166667,0.365718,0.0,0.603325,0.4,1.0,0.166667,0.217829,0.0,0.567905,0.6,1.0,0.166667,0.315642,0.0,0.700471,0.8,1.0,0.166667,0.353391,0.0
q0053,0.451981,0.25,1.0,0.166667,0.211992,0.0,0.451981,0.25,1.0,0.166667,0.211992,0.0,0.802721,0.75,1.0,0.166667,0.309614,0.0,0.8958,1.0,1.0,0.166667,0.338283,0.0,0.540208,0.5,1.0,0.166667,0.240961,0.0,0.624769,0.75,1.0,0.166667,0.280405,0.0,0.705183,0.75,1.0,0.166667,0.311652,0.0
q0054,0.609075,0.333333,1.0,0.166667,0.280395,0.0,0.588872,0.333333,1.0,0.166667,0.280395,0.0,0.87531,0.833333,1.0,0.166667,0.353432,0.0,0.886513,0.833333,0.930569,0.15,0.365935,0.1,0.572923,0.333333,1.0,0.166667,0.310113,0.0,0.683105,0.5,1.0,0.166667,0.297129,0.0,0.762456,0.666667,1.0,0.166667,0.300468,0.0
q0055,0.731046,0.666667,1.0,0.166667,0.288982,0.0,0.72921,0.666667,1.0,0.166667,0.284776,0.0,0.824228,0.666667,1.0,0.166667,0.373459,0.0,0.901848,0.833333,1.0,0.166667,0.368915,0.0,0.716937,0.666667,1.0,0.166667,0.278801,0.0,0.731046,0.666667,1.0,0.166667,0.283524,0.0,0.788139,0.833333,1.0,0.166667,0.271187,0.0
q0056,0.550262,0.5,1.0,0.166667,0.202497,0.0,0.694072,0.666667,1.0,0.166667,0.246738,0.0,0.94822,1.0,1.0,0.166667,0.282924,0.0,0.946206,1.0,1.0,0.166667,0.32193,0.0,0.719537,0.666667,1.0,0.166667,0.267982,0.0,0.626375,0.666667,1.0,0.166667,0.2346,0.0,0.70551,0.833333,1.0,0.166667,0.257295,0.0
q0057,0.890146,0.833333,1.0,0.166667,0.329626,0.0,0.967442,1.0,1.0,0.166667,0.370456,0.0,0.981584,1.0,1.0,0.166667,0.457185,0.0,1.0,1.0,1.0,0.166667,0.455887,0.0,0.926708,0.833333,1.0,0.166667,0.329626,0.0,0.890146,0.833333,1.0,0.166667,0.372082,0.0,0.865327,0.833333,1.0,0.166667,0.419013,0.0
q0058,0.287785,0.2,0.779908,0.15,0.239546,0.1,0.36465,0.4,0.779908,0.15,0.253451,0.1,0.684139,0.8,0.779908,0.15,0.316245,0.1,0.689577,0.8,0.779908,0.15,0.3416,0.1,0.461665,0.6,0.779908,0.15,0.249988,0.1,0.444382,0.6,0.779908,0.15,0.275372,0.1,0.5749,0.8,0.779908,0.15,0.30414,0.1
q0059,0.499544,0.4,0.914857,0.15,0.226794,0.1,0.587908,0.6,0.905212,0.15,0.24969,0.1,0.79798,0.8,0.914857,0.15,0.314626,0.1,0.85365,0.8,1.0,0.166667,0.310397,0.0,0.557198,0.4,0.889954,0.15,0.197959,0.1,0.538271,0.4,0.914857,0.15,0.221757,0.1,0.648092,0.6,0.914857,0.15,0.250462,0.1
q0060,0.672791,0.666667,1.0,0.166667,0.329938,0.0,0.632988,0.666667,1.0,0.166667,0.357538,0.0,0.727019,0.666667,0.933746,0.15,0.404692,0.1,0.749377,0.666667,1.0,0.166667,0.39642,0.0,0.62558,0.666667,1.0,0.166667,0.359629,0.0,0.820576,1.0,1.0,0.166667,0.341737,0.0,0.858835,1.0,1.0,0.166667,0.320261,0.0
q0061,0.605997,0.333333,1.0,0.166667,0.274153,0.0,0.747418,0.666667,1.0,0.166667,0.297227,0.0,0.705091,0.5,1.0,0.166667,0.320874,0.0,0.773665,0.666667,1.0,0.166667,0.322277,0.0,0.604415,0.333333,1.0,0.166667,0.274153,0.0,0.680313,0.5,1.0,0.166667,0.288486,0.0,0.787288,0.666667,1.0,0.166667,0.264579,0.0
q0062,0.607193,0.4,0.930569,0.15,0.272829,0.1,0.649639,0.6,1.0,0.166667,0.287984,0.0,0.652081,0.8,0.861138,0.15,0.322134,0.1,0.634004,0.6,0.794883,0.133333,0.362269,0.2,0.605391,0.4,0.926636,0.15,0.26977,0.1,0.60548,0.4,0.866948,0.133333,0.301639,0.2,0.721017,0.6,0.930569,0.15,0.299127,0.1
q0063,0.548218,0.5,0.914857,0.15,0.190601,0.1,0.547818,0.5,0.889954,0.15,0.190601,0.1,0.746267,0.75,0.905212,0.15,0.279957,0.1,0.918267,1.0,0.926636,0.15,0.287733,0.1,0.704853,0.75,0.921602,0.15,0.208552,0.1,0.6116,0.5,0.914857,0.15,0.192033,0.1,0.677257,0.75,0.914857,0.15,0.255676,0.1
q0064,0.465716,0.333333,1.0,0.166667,0.228171,0.0,0.545779,0.5,1.0,0.166667,0.266763,0.0,0.855751,0.833333,1.0,0.166667,0.399192,0.0,0.961113,1.0,1.0,0.166667,0.407873,0.0,0.681181,0.666667,0.933746,0.15,0.332466,0.1,0.505298,0.333333,1.0,0.166667,0.229178,0.0,0.665315,0.666667,1.0,0.166667,0.303338,0.0
q0065,0.556908,0.5,1.0,0.166667,0.278757,0.0,0.650377,0.666667,1.0,0.166667,0.291408,0.0,0.919139,1.0,1.0,0.166667,0.417755,0.0,0.983481,1.0,1.0,0.166667,0.448756,0.0,0.640507,0.5,1.0,0.166667,0.273086,0.0,0.668678,0.666667,1.0,0.166667,0.350739,0.0,0.628483,0.5,1.0,0.166667,0.380467,0.0
