workload,query_id,pool,n_relevant,T_A,T_B
A,q00135,legal,32,0.870125,0.933746
A,q00136,procurement,23,0.233651,0.444097
A,q00137,security,33,0.591927,0.848603
A,q00138,security,31,0.643404,0.712374
A,q00139,security,30,0.517363,0.371854
A,q00140,procurement,27,0.538886,0.424926
A,q00141,security,23,0.286346,0.293437
A,q00142,security,42,0.742125,0.936379
A,q00143,security,31,0.747159,0.674571
A,q00144,security,31,0.448215,0.289523
A,q00145,procurement,24,0.567227,0.325429
A,q00146,security,19,0.591927,0.358954
A,q00147,procurement,22,0.693663,0.563788
A,q00148,legal,19,0.718363,0.648932
A,q00149,security,31,0.632541,0.399569
B,q00000,engineering,26,0.63322,0.648932
B,q00001,facilities,25,0.766349,1.0
B,q00002,logistics,25,0.358954,0.063621
B,q00003,logistics,20,0.212226,0.220092
B,q00004,facilities,23,0.507718,0.613653
B,q00005,facilities,36,0.930569,1.0
B,q00006,facilities,21,0.29849,0.701973
B,q00007,engineering,35,0.933746,1.0
B,q00008,facilities,29,0.870125,1.0
B,q00009,logistics,31,0.642187,0.358954
B,q00010,engineering,31,0.637152,0.630043
B,q00011,engineering,21,0.754269,0.791727
B,q00012,engineering,22,1.0,1.0
B,q00013,engineering,35,1.0,1.0
B,q00014,logistics,33,0.349967,0.257875
B,q00015,logistics,20,0.870125,0.415281
B,q00016,engineering,21,0.775337,0.870125
B,q00017,engineering,29,0.921602,0.851236
B,q00018,facilities,27,0.936379,1.0
B,q00019,logistics,27,0.400306,0.517363
B,q00020,logistics,31,0.535254,0.535709
B,q00021,facilities,28,0.936379,0.936379
B,q00022,engineering,22,0.930569,0.921602
B,q00023,logistics,20,0.870125,0.415281
B,q00024,engineering,31,0.536074,0.617764
B,q00025,logistics,25,0.777872,0.110046
B,q00026,engineering,23,0.760079,0.722295
B,q00027,engineering,35,0.933746,1.0
B,q00028,logistics,25,0.777872,0.110046
B,q00029,logistics,22,0.790951,0.229796
B,q00030,engineering,31,0.648932,0.648932
B,q00031,engineering,35,0.933746,1.0
B,q00032,logistics,22,0.785916,0.469
B,q00033,facilities,33,0.602052,0.870125
B,q00034,facilities,36,0.857205,1.0
B,q00035,facilities,25,0.766349,1.0
B,q00036,logistics,27,0.632541,0.501749
B,q00037,facilities,26,0.936379,1.0
B,q00038,logistics,28,0.563788,0.630043
B,q00039,logistics,31,0.535254,0.535709
B,q00040,engineering,28,0.914857,0.933746
B,q00041,engineering,20,0.800694,0.722295
B,q00042,facilities,31,0.866948,1.0
B,q00043,facilities,31,0.936379,1.0
B,q00044,engineering,22,1.0,1.0
B,q00045,engineering,22,1.0,1.0
B,q00046,facilities,29,0.248908,0.72733
B,q00047,logistics,22,0.762416,0.0
B,q00048,logistics,20,0.754269,0.31834
B,q00049,engineering,29,0.779171,0.793584
B,q00050,logistics,20,0.547398,0.293456
B,q00051,facilities,28,0.921602,1.0
B,q00052,engineering,20,0.648932,0.678504
B,q00053,engineering,26,0.63322,0.648932
B,q00054,engineering,26,0.63322,0.648932
B,q00055,logistics,30,0.49829,0.233651
B,q00056,facilities,33,0.602052,0.870125
B,q00057,engineering,23,0.728086,0.779171
B,q00058,logistics,27,0.632541,0.501749
B,q00059,logistics,25,0.358954,0.063621
B,q00060,logistics,29,0.327307,0.139618
B,q00061,logistics,26,0.831848,0.674936
B,q00062,logistics,31,0.391382,0.0
B,q00063,logistics,26,0.777872,0.768227
B,q00064,facilities,25,0.766349,1.0
B,q00065,logistics,25,0.278481,0.0
B,q00066,logistics,31,0.648932,0.604686
B,q00067,facilities,31,0.936379,1.0
B,q00068,logistics,23,0.462992,0.368658
B,q00069,logistics,33,0.349967,0.257875
B,q00070,facilities,27,0.519997,0.870125
B,q00071,engineering,29,0.921602,0.851236
B,q00072,facilities,31,0.933746,1.0
B,q00073,facilities,22,0.831848,1.0
B,q00074,engineering,28,0.921602,0.831848
B,q00075,logistics,27,0.400306,0.517363
B,q00076,engineering,21,0.775337,0.870125
B,q00077,facilities,27,0.506784,0.864315
B,q00078,facilities,27,0.936379,1.0
B,q00079,facilities,27,1.0,1.0
B,q00080,logistics,25,0.627409,0.220092
B,q00081,engineering,22,0.933746,1.0
B,q00082,facilities,25,0.766349,1.0
B,q00083,engineering,28,0.921602,0.831848
B,q00084,engineering,20,0.864315,0.933746
B,q00085,facilities,27,0.506784,0.864315
B,q00086,logistics,28,0.563788,0.630043
B,q00087,facilities,29,0.791727,0.78855
B,q00088,engineering,26,1.0,0.936379
B,q00089,engineering,28,0.914857,0.933746
B,q00090,facilities,25,0.926636,1.0
B,q00091,engineering,26,0.63322,0.648932
B,q00092,engineering,26,0.503324,0.488829
B,q00093,engineering,35,1.0,1.0
B,q00094,logistics,22,0.790951,0.229796
B,q00095,facilities,29,0.368856,0.428385
B,q00096,engineering,20,0.796761,0.791727
B,q00097,logistics,20,0.469,0.362887
B,q00098,engineering,28,0.914857,0.933746
B,q00099,logistics,30,0.542364,0.453743
B,q00100,logistics,20,0.933746,0.538886
B,q00101,logistics,20,0.547398,0.293456
B,q00102,facilities,31,0.870125,1.0
B,q00103,engineering,31,0.536074,0.617764
B,q00104,logistics,25,0.278481,0.0
B,q00105,engineering,23,0.728086,0.779171
B,q00106,facilities,22,0.781805,0.870125
B,q00107,facilities,36,0.930569,1.0
B,q00108,logistics,30,0.49829,0.233651
B,q00109,facilities,29,0.488829,0.67587
B,q00110,engineering,21,0.775337,0.870125
B,q00111,facilities,23,0.589428,0.604686
B,q00112,facilities,21,0.29849,0.701973
B,q00113,engineering,26,0.503324,0.488829
B,q00114,engineering,22,0.930569,0.921602
B,q00115,logistics,31,0.493679,0.0
B,q00116,facilities,22,0.831848,1.0
B,q00117,facilities,36,0.800694,1.0
B,q00118,logistics,30,0.542364,0.453743
B,q00119,facilities,31,0.870125,1.0
B,q00120,facilities,22,0.831848,1.0
B,q00121,facilities,26,0.921602,1.0
B,q00122,facilities,21,0.073364,0.563788
B,q00123,logistics,30,0.627507,0.286346
B,q00124,logistics,25,0.777872,0.110046
B,q00125,logistics,20,0.547398,0.293456
B,q00126,facilities,21,0.29849,0.701973
B,q00127,facilities,28,0.936379,0.936379
B,q00128,engineering,29,0.838957,0.855348
B,q00129,logistics,29,0.637152,0.583433
B,q00130,logistics,33,0.349967,0.257875
B,q00131,logistics,30,0.444097,0.399569
B,q00132,facilities,36,0.800694,1.0
B,q00133,engineering,26,0.503324,0.488829
B,q00134,engineering,39,1.0,1.0
B,q00135,logistics,29,0.712552,0.617284
B,q00136,facilities,31,0.866948,1.0
B,q00137,engineering,35,0.933746,1.0
B,q00138,engineering,31,0.536074,0.617764
B,q00139,engineering,22,1.0,1.0
B,q00140,facilities,25,0.766349,1.0
B,q00141,engineering,22,0.933746,1.0
B,q00142,engineering,39,1.0,1.0
B,q00143,engineering,31,0.648932,0.648932
B,q00144,engineering,29,0.779171,0.793584
B,q00145,facilities,33,0.602052,0.870125
B,q00146,engineering,28,0.914857,0.933746
B,q00147,facilities,28,0.936379,0.936379
B,q00148,logistics,33,0.56537,0.369336
B,q00149,engineering,29,0.838957,0.855348
