query_id,pool,n_relevant,L4_corpus,L5_objective,L0_pooled,L1_chunks
q00038,legal,22,0.857981,1.0,0.283713,0.629364
q00039,legal,24,0.287448,0.334807,0.151762,0.544676
q00040,security,19,0.388244,0.371854,0.293456,0.61683
q00041,security,33,0.078398,0.396392,0.221193,0.393278
q00042,procurement,23,0.305235,0.0,0.283233,0.358954
q00043,procurement,27,0.77216,0.691128,0.094788,0.648932
q00044,security,30,0.400023,0.535254,0.289523,0.510069
q00045,security,30,0.400023,0.535254,0.289523,0.510069
q00046,procurement,32,0.507238,0.576669,0.538431,0.69684
q00047,legal,24,0.718363,0.845426,0.375768,0.700095
q00048,legal,27,0.870125,0.933746,0.434175,0.718342
q00049,security,31,0.163541,0.661831,0.133052,0.364744
q00050,legal,25,0.567721,0.551785,0.094788,0.510352
q00051,procurement,22,0.358954,0.444097,0.138862,0.073364
q00052,security,22,0.503324,0.400023,0.168152,0.785916
q00053,security,18,0.444097,0.066254,0.133052,0.233651
q00054,security,18,0.444097,0.066254,0.133052,0.233651
q00055,legal,25,0.507994,0.716287,0.478902,0.246186
q00056,procurement,24,0.275847,0.519997,0.283713,0.366801
q00057,security,27,0.31488,0.517363,0.289523,0.188444
q00058,legal,27,0.921602,0.866948,0.492006,0.784617
q00059,legal,26,0.936379,0.936379,0.161043,0.778807
q00060,legal,32,1.0,1.0,0.43511,0.933746
q00061,legal,24,0.665193,0.572756,0.094788,0.4819
q00062,legal,31,0.936379,0.864315,0.68045,0.698796
q00063,legal,24,0.209049,0.136985,0.085143,0.0
q00064,procurement,27,0.563788,0.330138,0.384311,0.532897
q00065,legal,26,0.870125,0.870125,0.110046,0.715551
q00066,legal,24,0.284814,0.36678,0.142019,0.469454
q00067,procurement,27,0.77216,0.691128,0.094788,0.648932
q00068,legal,31,0.570859,0.393561,0.220092,0.460359
q00069,legal,19,0.693761,0.627507,0.248908,0.709375
q00070,procurement,29,0.648932,0.718363,0.063621,0.503324
q00071,security,31,0.069431,0.570859,0.0,0.069431
q00072,procurement,23,0.330138,0.151762,0.173187,0.453743
q00073,procurement,29,0.305235,0.179477,0.220092,0.085143
q00074,security,19,0.322272,0.29849,0.220092,0.532621
q00075,legal,27,0.936379,1.0,0.517461,0.870125
q00076,security,24,0.220092,0.510352,0.400023,0.627409
q00077,procurement,29,0.72733,0.731263,0.151762,0.334051
q00078,procurement,28,0.094788,0.611019,0.358954,0.138862
q00079,procurement,28,0.362887,0.563788,0.220092,0.158409
q00080,legal,38,1.0,0.905212,0.746705,0.933746
q00081,security,23,0.0,0.138862,0.066254,0.069431
q00082,procurement,27,0.563788,0.330138,0.384311,0.532897
q00083,security,19,0.322272,0.29849,0.220092,0.532621
q00084,security,33,0.063621,0.347912,0.073364,0.236905
q00085,procurement,29,0.72733,0.731263,0.151762,0.334051
q00086,legal,22,0.857981,1.0,0.283713,0.629364
q00087,procurement,23,0.305235,0.334051,0.0,0.138862
q00088,security,22,0.703407,0.637152,0.243552,0.800694
q00089,security,19,0.388244,0.371854,0.293456,0.61683
q00090,procurement,27,0.0,0.0,0.0,0.110046
q00091,security,18,0.444097,0.066254,0.133052,0.233651
q00092,security,18,0.444097,0.069431,0.085143,0.305235
q00093,security,26,0.220092,0.358954,0.218195,0.472933
q00094,legal,24,0.800694,0.860382,0.416382,0.779171
q00095,procurement,32,0.42631,0.472894,0.538431,0.617764
q00096,security,33,0.078398,0.353598,0.236905,0.283515
q00097,legal,25,0.371854,0.371835,0.066254,0.271088
q00098,security,19,0.388244,0.371854,0.293456,0.61683
q00099,legal,28,0.784617,0.750336,0.399569,0.709375
q00100,legal,27,0.766349,0.793584,0.138862,0.284449
q00101,legal,25,0.567721,0.551785,0.094788,0.510352
q00102,procurement,23,0.358954,0.248908,0.138862,0.138862
q00103,security,31,0.686715,0.554899,0.65948,0.752969
q00104,legal,26,0.870125,0.870125,0.110046,0.715551
q00105,security,27,0.31488,0.517363,0.289523,0.188444
q00106,procurement,29,0.378599,0.085143,0.217261,0.630043
q00107,procurement,29,0.642187,0.715186,0.220092,0.560611
q00108,legal,25,0.507994,0.716287,0.478902,0.246186
q00109,procurement,32,0.593361,0.671759,0.523174,0.605505
q00110,security,24,0.220092,0.510352,0.400023,0.627409
q00111,procurement,26,0.629364,0.31834,0.532621,0.572756
q00112,procurement,21,0.551785,0.463644,0.163541,0.0
q00113,security,18,0.444097,0.069431,0.085143,0.305235
q00114,security,23,0.0,0.220092,0.0,0.066254
q00115,legal,31,0.936379,0.784617,0.608317,0.62433
q00116,procurement,29,0.305235,0.179477,0.220092,0.085143
q00117,procurement,29,0.623574,0.648932,0.424926,0.371489
q00118,legal,28,0.784617,0.750336,0.399569,0.709375
q00119,procurement,23,0.358954,0.248908,0.138862,0.138862
q00120,procurement,29,0.305235,0.179477,0.220092,0.085143
q00121,procurement,17,0.358954,0.289523,0.078398,0.467122
q00122,procurement,21,0.110046,0.063621,0.094788,0.0
q00123,legal,25,0.574792,0.889954,0.472933,0.362848
q00124,legal,38,0.930569,0.848603,0.630043,0.698796
q00125,legal,25,0.567721,0.551785,0.094788,0.510352
q00126,procurement,21,0.551785,0.463644,0.163541,0.0
q00127,procurement,22,0.687195,0.930569,0.094788,0.760559
q00128,security,31,0.158507,0.718363,0.142019,0.36099
q00129,legal,32,0.936379,0.866948,0.383633,0.841591
q00130,legal,19,0.693761,0.627507,0.248908,0.709375
q00131,legal,28,0.617764,0.57369,0.44092,0.643121
q00132,procurement,29,0.623574,0.648932,0.424926,0.371489
q00133,security,18,0.444097,0.069431,0.085143,0.305235
q00134,security,42,0.703407,0.371854,0.605985,1.0
q00135,legal,32,0.936379,0.936379,0.678504,0.745302
q00136,procurement,23,0.305235,0.0,0.283233,0.358954
q00137,security,33,0.451667,0.562193,0.299905,0.543003
q00138,security,31,0.686715,0.554899,0.65948,0.752969
q00139,security,30,0.358954,0.469,0.085143,0.617764
q00140,procurement,27,0.563788,0.330138,0.384311,0.532897
q00141,security,23,0.0,0.220092,0.0,0.094788
q00142,security,42,0.703407,0.371854,0.605985,1.0
q00143,security,31,0.708441,0.617284,0.602052,0.866948
q00144,security,31,0.163541,0.661831,0.133052,0.364744
q00145,procurement,24,0.275847,0.519997,0.283713,0.366801
q00146,security,19,0.388244,0.371854,0.293456,0.61683
q00147,procurement,22,0.687195,0.930569,0.094788,0.760559
q00148,legal,19,0.718363,0.690194,0.179931,0.590049
q00149,security,31,0.158507,0.718363,0.142019,0.36099
