query_id,pool,n_relevant,L4_corpus,L5_objective,L0_pooled,L1_chunks
q00075,legal,27,1.0,1.0,0.477967,0.930569
q00076,security,24,0.504906,0.547398,0.529444,0.860382
q00077,procurement,29,0.632079,0.870125,0.215383,0.293456
q00078,procurement,28,0.422575,0.637152,0.358954,0.407317
q00079,procurement,28,0.532141,0.701973,0.220092,0.220092
q00080,legal,38,0.905212,0.905212,0.602052,1.0
q00081,security,23,0.469,0.358954,0.073364,0.220829
q00082,procurement,27,0.577149,0.632541,0.29849,0.767027
q00083,security,19,0.453743,0.428385,0.220092,0.503324
q00084,security,33,0.218016,0.543003,0.094788,0.234407
q00085,procurement,29,0.632079,0.870125,0.215383,0.293456
q00086,legal,22,1.0,1.0,0.283713,0.681681
q00087,procurement,23,0.358954,0.364744,0.0,0.393758
q00088,security,22,0.425208,0.870125,0.214084,0.841591
q00089,security,19,0.523174,0.428385,0.283713,0.604686
q00090,procurement,27,0.0,0.0,0.0,0.0
q00091,security,18,0.138862,0.205117,0.0,0.148764
q00092,security,18,0.220092,0.330138,0.147829,0.268455
q00093,security,26,0.469,0.554143,0.151397,0.452147
q00094,legal,24,1.0,0.936379,0.416382,0.539187
q00095,procurement,32,0.800694,0.693663,0.519997,0.722295
q00096,security,33,0.293416,0.620762,0.147829,0.252841
q00097,legal,25,0.42631,0.456997,0.066254,0.248908
q00098,security,19,0.523174,0.428385,0.283713,0.604686
q00099,legal,28,0.78855,0.637152,0.399569,0.775239
q00100,legal,27,0.864315,0.784617,0.138862,0.39486
q00101,legal,25,0.522496,0.646119,0.094788,0.444097
q00102,procurement,23,0.627409,0.469,0.202483,0.110046
q00103,security,31,0.870125,0.630043,0.605985,0.841493
q00104,legal,26,1.0,1.0,0.18341,0.864315
q00105,security,27,0.72733,0.863015,0.358954,0.632541
q00106,procurement,29,0.469,0.712552,0.069431,0.428385
q00107,procurement,29,0.630043,0.72733,0.358954,0.453743
q00108,legal,25,0.861138,0.841591,0.532141,0.451667
q00109,procurement,32,0.667826,0.863015,0.523174,0.69684
q00110,security,24,0.504906,0.547398,0.529444,0.860382
q00111,procurement,26,0.705905,0.746705,0.554143,0.705905
q00112,procurement,21,0.779171,0.469454,0.249664,0.572756
q00113,security,18,0.220092,0.330138,0.147829,0.268455
q00114,security,23,0.611795,0.358954,0.0,0.293416
q00115,legal,31,1.0,1.0,0.608317,0.860382
q00116,procurement,29,0.469,0.706584,0.205117,0.220092
q00117,procurement,29,0.637152,0.648932,0.242618,0.415281
q00118,legal,28,0.78855,0.637152,0.399569,0.775239
q00119,procurement,23,0.627409,0.469,0.202483,0.110046
q00120,procurement,29,0.469,0.706584,0.205117,0.220092
q00121,procurement,17,0.0,0.305235,0.066254,0.620762
q00122,procurement,21,0.503324,0.41245,0.094788,0.220092
q00123,legal,25,0.905212,0.930569,0.472933,0.639944
q00124,legal,38,0.926636,0.762416,0.627409,0.864315
q00125,legal,25,0.522496,0.646119,0.094788,0.444097
q00126,procurement,21,0.779171,0.469454,0.249664,0.572756
q00127,procurement,22,0.866948,0.432318,0.283713,0.502204
q00128,security,31,0.637152,0.800694,0.073364,0.836459
q00129,legal,32,0.870125,1.0,0.456997,0.870125
q00130,legal,19,0.852171,0.701973,0.248908,0.781984
q00131,legal,28,0.63322,0.343697,0.44092,0.69684
q00132,procurement,29,0.637152,0.648932,0.242618,0.415281
q00133,security,18,0.220092,0.330138,0.147829,0.268455
q00134,security,42,0.933746,1.0,0.413128,1.0
q00135,legal,32,0.866948,0.936379,0.678504,0.787774
q00136,procurement,23,0.538431,0.428365,0.355777,0.415281
q00137,security,33,0.683084,0.790951,0.599329,0.444097
q00138,security,31,0.870125,0.630043,0.605985,0.841493
q00139,security,30,0.503607,0.648932,0.0,0.541588
q00140,procurement,27,0.577149,0.632541,0.29849,0.767027
q00141,security,23,0.542364,0.358954,0.063621,0.356879
q00142,security,42,0.933746,1.0,0.413128,1.0
q00143,security,31,0.863015,0.763095,0.588467,0.936379
q00144,security,31,0.637152,0.686715,0.289523,1.0
q00145,procurement,24,0.510716,0.718363,0.293456,0.522496
q00146,security,19,0.523174,0.428385,0.283713,0.604686
q00147,procurement,22,0.866948,0.432318,0.283713,0.502204
q00148,legal,19,0.72733,0.706584,0.179931,0.542364
q00149,security,31,0.637152,0.800694,0.073364,0.836459
