workload,query_id,pool,n_relevant,T_A,T_B
A,q00071,security,31,0.642187,0.453743
A,q00072,procurement,23,0.493679,0.648932
A,q00073,procurement,29,0.501749,0.324584
A,q00074,security,19,0.432318,0.358954
A,q00075,legal,27,1.0,0.416567
A,q00076,security,24,0.538431,0.415281
A,q00077,procurement,29,0.611795,0.800694
A,q00078,procurement,28,0.630043,0.513529
A,q00079,procurement,28,0.563788,0.453743
A,q00080,legal,38,1.0,0.848603
A,q00081,security,23,0.220092,0.44803
A,q00082,procurement,27,0.936379,0.689829
A,q00083,security,19,0.432318,0.358954
A,q00084,security,33,0.217261,0.248908
A,q00085,procurement,29,0.611795,0.800694
A,q00086,legal,22,1.0,0.870125
A,q00087,procurement,23,0.366801,0.158409
A,q00088,security,22,0.718363,0.722295
A,q00089,security,19,0.358954,0.252841
A,q00090,procurement,27,0.085143,0.0
A,q00091,security,18,0.274265,0.290625
A,q00092,security,18,0.437352,0.305235
A,q00093,security,26,0.289523,0.343697
A,q00094,legal,24,0.936379,0.536554
A,q00095,procurement,32,0.74119,0.705905
A,q00096,security,33,0.220092,0.469
A,q00097,legal,25,0.642187,0.366703
A,q00098,security,19,0.358954,0.252841
A,q00099,legal,28,0.921602,0.444097
A,q00100,legal,27,0.857205,0.562193
A,q00101,legal,25,0.642187,0.460813
A,q00102,procurement,23,0.601572,0.563788
A,q00103,security,31,0.662114,0.753449
A,q00104,legal,26,0.930569,0.870125
A,q00105,security,27,0.563788,0.501749
A,q00106,procurement,29,0.422575,0.72733
A,q00107,procurement,29,0.648932,0.667826
A,q00108,legal,25,0.905212,0.790951
A,q00109,procurement,32,0.785916,0.800694
A,q00110,security,24,0.538431,0.415281
A,q00111,procurement,26,0.77216,0.648932
A,q00112,procurement,21,0.548154,0.722295
A,q00113,security,18,0.437352,0.305235
A,q00114,security,23,0.220092,0.408536
A,q00115,legal,31,0.914857,0.784617
A,q00116,procurement,29,0.501749,0.324584
A,q00117,procurement,29,0.481881,0.456997
A,q00118,legal,28,0.921602,0.444097
A,q00119,procurement,23,0.601572,0.563788
A,q00120,procurement,29,0.501749,0.324584
A,q00121,procurement,17,0.61683,0.460013
A,q00122,procurement,21,0.330138,0.620762
A,q00123,legal,25,0.930569,0.775239
A,q00124,legal,38,0.930569,0.690194
A,q00125,legal,25,0.642187,0.460813
A,q00126,procurement,21,0.548154,0.722295
A,q00127,procurement,22,0.563788,0.718363
A,q00128,security,31,0.648932,0.469
A,q00129,legal,32,1.0,1.0
A,q00130,legal,19,0.650033,0.863015
A,q00131,legal,28,0.754269,0.444097
A,q00132,procurement,29,0.481881,0.456997
A,q00133,security,18,0.437352,0.305235
A,q00134,security,42,1.0,0.781805
A,q00135,legal,32,1.0,1.0
A,q00136,procurement,23,0.463644,0.627409
A,q00137,security,33,0.791727,0.69684
A,q00138,security,31,0.662114,0.753449
A,q00139,security,30,0.72733,0.541588
A,q00140,procurement,27,0.936379,0.689829
A,q00141,security,23,0.220092,0.510352
A,q00142,security,42,1.0,0.781805
A,q00143,security,31,0.677273,0.775337
A,q00144,security,31,0.632541,0.444097
A,q00145,procurement,24,0.437352,0.69684
A,q00146,security,19,0.358954,0.252841
A,q00147,procurement,22,0.563788,0.718363
A,q00148,legal,19,0.754269,0.781805
A,q00149,security,31,0.648932,0.469
B,q00000,engineering,26,0.870125,0.863015
B,q00001,facilities,25,0.936379,1.0
B,q00002,logistics,25,0.469,0.063621
B,q00003,logistics,20,0.305235,0.364744
B,q00004,facilities,23,0.608317,0.224761
B,q00005,facilities,36,0.930569,1.0
B,q00006,facilities,21,0.138862,0.722295
B,q00007,engineering,35,1.0,1.0
B,q00008,facilities,29,0.772838,1.0
B,q00009,logistics,31,0.378783,0.224006
B,q00010,engineering,31,0.845426,0.784617
B,q00011,engineering,21,0.930569,0.860382
B,q00012,engineering,22,0.905212,1.0
B,q00013,engineering,35,1.0,1.0
B,q00014,logistics,33,0.41125,0.352946
B,q00015,logistics,20,0.785916,0.627409
B,q00016,engineering,21,1.0,1.0
B,q00017,engineering,29,1.0,0.905212
B,q00018,facilities,27,0.855348,1.0
B,q00019,logistics,27,0.527106,0.523174
B,q00020,logistics,31,0.49829,0.605985
B,q00021,facilities,28,0.784617,0.936379
B,q00022,engineering,22,0.860382,0.857981
B,q00023,logistics,20,0.785916,0.627409
B,q00024,engineering,31,0.848603,0.698796
B,q00025,logistics,25,0.506784,0.357058
B,q00026,engineering,23,0.769526,0.791727
B,q00027,engineering,35,1.0,1.0
B,q00028,logistics,25,0.506784,0.357058
B,q00029,logistics,22,0.611019,0.444097
B,q00030,engineering,31,0.772838,0.790951
B,q00031,engineering,35,1.0,1.0
B,q00032,logistics,22,0.767027,0.784617
B,q00033,facilities,33,0.532621,0.936379
B,q00034,facilities,36,1.0,1.0
B,q00035,facilities,25,0.936379,1.0
B,q00036,logistics,27,0.711618,0.554143
B,q00037,facilities,26,0.870125,1.0
B,q00038,logistics,28,0.568004,0.711618
B,q00039,logistics,31,0.49829,0.605985
B,q00040,engineering,28,1.0,1.0
B,q00041,engineering,20,0.889954,0.870125
B,q00042,facilities,31,0.613653,1.0
B,q00043,facilities,31,0.930569,1.0
B,q00044,engineering,22,0.861138,1.0
B,q00045,engineering,22,0.861138,1.0
B,q00046,facilities,29,0.415281,0.425208
B,q00047,logistics,22,0.5573,0.220092
B,q00048,logistics,20,0.653147,0.457675
B,q00049,engineering,29,0.78855,0.864315
B,q00050,logistics,20,0.469,0.469
B,q00051,facilities,28,1.0,1.0
B,q00052,engineering,20,0.870125,0.796761
B,q00053,engineering,26,0.870125,0.863015
B,q00054,engineering,26,0.870125,0.863015
B,q00055,logistics,30,0.425208,0.523929
B,q00056,facilities,33,0.532621,0.936379
B,q00057,engineering,23,0.936379,0.800694
B,q00058,logistics,27,0.711618,0.554143
B,q00059,logistics,25,0.469,0.063621
B,q00060,logistics,29,0.31834,0.227938
B,q00061,logistics,26,0.652864,0.577149
B,q00062,logistics,31,0.516685,0.094788
B,q00063,logistics,26,0.636474,0.866948
B,q00064,facilities,25,0.936379,1.0
B,q00065,logistics,25,0.220092,0.110046
B,q00066,logistics,31,0.690194,0.933746
B,q00067,facilities,31,0.930569,1.0
B,q00068,logistics,23,0.510716,0.50171
B,q00069,logistics,33,0.41125,0.352946
B,q00070,facilities,27,0.447932,0.870125
B,q00071,engineering,29,1.0,0.905212
B,q00072,facilities,31,0.857981,1.0
B,q00073,facilities,22,0.926636,1.0
B,q00074,engineering,28,0.83578,0.921602
B,q00075,logistics,27,0.527106,0.523174
B,q00076,engineering,21,1.0,1.0
B,q00077,facilities,27,0.510352,1.0
B,q00078,facilities,27,0.855348,1.0
B,q00079,facilities,27,0.933746,1.0
B,q00080,logistics,25,0.357076,0.358954
B,q00081,engineering,22,0.930569,0.936379
B,q00082,facilities,25,0.936379,1.0
B,q00083,engineering,28,0.83578,0.921602
B,q00084,engineering,20,0.914857,0.936379
B,q00085,facilities,27,0.510352,1.0
B,q00086,logistics,28,0.568004,0.711618
B,q00087,facilities,29,0.678504,0.870125
B,q00088,engineering,26,0.936379,1.0
B,q00089,engineering,28,1.0,1.0
B,q00090,facilities,25,1.0,1.0
B,q00091,engineering,26,0.870125,0.863015
B,q00092,engineering,26,0.705905,0.632541
B,q00093,engineering,35,1.0,1.0
B,q00094,logistics,22,0.611019,0.444097
B,q00095,facilities,29,0.202483,0.214084
B,q00096,engineering,20,0.933746,0.851236
B,q00097,logistics,20,0.469,0.459533
B,q00098,engineering,28,1.0,1.0
B,q00099,logistics,30,0.484712,0.384311
B,q00100,logistics,20,0.870125,0.630043
B,q00101,logistics,20,0.469,0.469
B,q00102,facilities,31,0.855348,1.0
B,q00103,engineering,31,0.848603,0.698796
B,q00104,logistics,25,0.220092,0.110046
B,q00105,engineering,23,0.936379,0.800694
B,q00106,facilities,22,0.777872,0.921602
B,q00107,facilities,36,0.930569,1.0
B,q00108,logistics,30,0.425208,0.523929
B,q00109,facilities,29,0.31488,0.403502
B,q00110,engineering,21,1.0,1.0
B,q00111,facilities,23,0.615406,0.063621
B,q00112,facilities,21,0.138862,0.722295
B,q00113,engineering,26,0.705905,0.632541
B,q00114,engineering,22,0.860382,0.857981
B,q00115,logistics,31,0.293437,0.0
B,q00116,facilities,22,0.926636,1.0
B,q00117,facilities,36,0.857205,0.933746
B,q00118,logistics,30,0.484712,0.384311
B,q00119,facilities,31,0.855348,1.0
B,q00120,facilities,22,0.926636,1.0
B,q00121,facilities,26,0.870125,1.0
B,q00122,facilities,21,0.287626,0.800694
B,q00123,logistics,30,0.517461,0.453743
B,q00124,logistics,25,0.506784,0.357058
B,q00125,logistics,20,0.469,0.469
B,q00126,facilities,21,0.138862,0.722295
B,q00127,facilities,28,0.784617,0.936379
B,q00128,engineering,29,1.0,0.936379
B,q00129,logistics,29,0.554143,0.623574
B,q00130,logistics,33,0.41125,0.352946
B,q00131,logistics,30,0.503324,0.637152
B,q00132,facilities,36,0.857205,0.933746
B,q00133,engineering,26,0.705905,0.632541
B,q00134,engineering,39,1.0,1.0
B,q00135,logistics,29,0.718363,0.756448
B,q00136,facilities,31,0.613653,1.0
B,q00137,engineering,35,1.0,1.0
B,q00138,engineering,31,0.848603,0.698796
B,q00139,engineering,22,0.905212,1.0
B,q00140,facilities,25,0.936379,1.0
B,q00141,engineering,22,0.905212,0.926636
B,q00142,engineering,39,1.0,1.0
B,q00143,engineering,31,0.772838,0.790951
B,q00144,engineering,29,0.78855,0.864315
B,q00145,facilities,33,0.532621,0.936379
B,q00146,engineering,28,1.0,1.0
B,q00147,facilities,28,0.784617,0.936379
B,q00148,logistics,33,0.658181,0.371835
B,q00149,engineering,29,1.0,0.936379
