query_id,pool,n_relevant,L4_corpus,L5_objective,L0_pooled,L1_chunks
q00037,security,19,0.0,0.358954,0.220092,0.0
q00038,procurement,11,0.220092,0.0,0.0,0.283233
q00039,security,13,0.393561,0.393758,0.415281,0.563788
q00040,procurement,20,0.852171,0.138862,0.063621,0.069431
q00041,legal,20,0.936379,0.870125,0.252841,0.778807
q00042,security,17,0.139618,0.220092,0.0,0.158507
q00043,legal,9,0.850896,0.850896,0.239225,0.519524
q00044,legal,20,0.936379,0.863015,0.188444,0.779171
q00045,procurement,18,0.699474,0.58875,0.195189,0.454498
q00046,legal,20,0.936379,0.863015,0.188444,0.779171
q00047,procurement,11,0.144652,0.069431,0.179931,0.110046
q00048,security,19,0.0,0.358954,0.220092,0.0
q00049,legal,20,0.793584,0.778807,0.67587,0.671938
q00050,security,18,0.220092,0.31488,0.0,0.535254
q00051,procurement,17,0.648932,0.469756,0.158409,0.563788
q00052,legal,10,0.425208,0.535254,0.179931,0.434175
q00053,legal,14,0.316916,0.312049,0.0,0.0
q00054,procurement,20,0.866948,0.358954,0.322272,0.305235
q00055,procurement,16,0.403502,0.358954,0.0,0.49118
q00056,security,18,0.383633,0.371489,0.0,0.18341
q00057,legal,15,0.705808,0.708441,0.321951,0.581082
q00058,procurement,16,0.469,0.428385,0.0,0.305235
q00059,procurement,18,0.532621,0.554143,0.1763,0.752969
q00060,legal,20,0.936379,0.870125,0.690194,0.793584
q00061,procurement,11,0.286346,0.138862,0.158507,0.424926
q00062,procurement,16,0.532621,0.330138,0.0,0.094788
q00063,security,12,0.49464,0.563788,0.432318,0.466642
q00064,legal,27,0.930569,0.785916,0.538431,0.73538
q00065,security,12,0.49464,0.563788,0.432318,0.466642
q00066,procurement,14,0.16422,0.303082,0.334807,0.31488
q00067,legal,10,0.367921,0.425208,0.204834,0.510716
q00068,procurement,18,0.712552,0.563788,0.233651,0.731447
q00069,security,17,0.094788,0.220092,0.0,0.173667
q00070,procurement,16,0.532621,0.330138,0.0,0.094788
q00071,procurement,17,0.44174,0.41245,0.547398,0.589428
q00072,security,12,0.358954,0.611795,0.31488,0.708441
q00073,procurement,20,0.936379,0.358954,0.358954,0.550966
q00074,security,24,0.462992,0.705905,0.466623,0.521578
q00075,procurement,16,0.469,0.428385,0.0,0.305235
q00076,procurement,18,0.648932,0.542364,0.358954,0.544221
q00077,legal,13,0.532621,0.598875,0.358954,0.359691
q00078,legal,15,0.930569,0.866948,0.29026,0.432957
q00079,legal,14,0.61225,0.539187,0.0,0.283233
q00080,security,13,0.393561,0.393758,0.415281,0.563788
q00081,legal,20,0.936379,0.870125,0.690194,0.793584
q00082,legal,27,0.930569,0.785916,0.538431,0.73538
q00083,procurement,18,0.142795,0.0,0.0,0.094788
q00084,legal,20,0.926636,0.926636,0.434175,0.870125
q00085,security,18,0.29849,0.330138,0.073364,0.547398
q00086,legal,20,0.860382,0.860382,0.359409,0.580148
q00087,procurement,11,0.066254,0.0,0.173667,0.0
q00088,security,19,0.0,0.305235,0.220092,0.094788
q00089,procurement,20,0.378501,0.0,0.066254,0.229796
q00090,security,24,0.462992,0.705905,0.466623,0.521578
q00091,security,19,0.378599,0.563788,0.25881,0.684383
q00092,procurement,20,0.866948,0.358954,0.322272,0.305235
q00093,security,13,0.393561,0.393758,0.415281,0.563788
q00094,procurement,18,0.648932,0.542364,0.358954,0.544221
q00095,security,9,0.235046,0.101229,0.179577,0.313394
q00096,security,13,0.61683,0.620397,0.273587,0.715186
q00097,legal,20,0.793584,0.778807,0.67587,0.671938
q00098,legal,15,0.705808,0.708441,0.321951,0.581082
q00099,security,18,0.29849,0.330138,0.073364,0.547398
q00100,security,28,0.677273,0.936379,0.577149,1.0
q00101,legal,20,0.933746,0.933746,0.337208,0.654722
q00102,legal,14,0.453743,0.567043,0.0,0.371835
q00103,procurement,16,0.583618,0.253295,0.0,0.271088
q00104,legal,18,0.796761,0.563788,0.293456,0.322272
q00105,security,13,0.586795,0.519997,0.212226,0.705808
q00106,procurement,11,0.144652,0.069431,0.179931,0.110046
q00107,legal,13,0.72733,0.648932,0.453743,0.473572
q00108,legal,13,0.857981,0.722295,0.517363,0.625334
q00109,security,28,0.691128,0.936379,0.753814,0.936379
q00110,legal,20,0.926636,0.926636,0.434175,0.870125
q00111,procurement,16,0.403502,0.358954,0.0,0.49118
q00112,security,22,0.432318,0.648932,0.0,0.278481
q00113,legal,20,0.936379,0.863015,0.188444,0.779171
q00114,procurement,14,0.110046,0.208294,0.094788,0.26462
q00115,security,12,0.61225,0.715186,0.444097,0.718363
q00116,procurement,17,0.576323,0.49829,0.535254,0.617764
q00117,procurement,18,0.712552,0.563788,0.233651,0.731447
q00118,security,12,0.61225,0.715186,0.444097,0.718363
q00119,security,17,0.56311,0.841591,0.574337,0.67587
q00120,legal,27,0.930569,0.785916,0.538431,0.73538
q00121,procurement,18,0.648932,0.542364,0.358954,0.544221
q00122,legal,13,0.857981,0.722295,0.517363,0.625334
q00123,procurement,16,0.0,0.073364,0.0,0.0
q00124,legal,15,0.756448,0.588467,0.297272,0.483315
q00125,legal,16,0.775239,0.836459,0.362111,0.712552
q00126,security,13,0.353598,0.358954,0.393278,0.49829
q00127,security,12,0.422575,0.532621,0.138862,0.330138
q00128,security,13,0.586795,0.519997,0.212226,0.705808
q00129,legal,10,0.425208,0.535254,0.179931,0.434175
q00130,legal,13,0.532621,0.598875,0.358954,0.359691
q00131,security,22,0.432318,0.648932,0.0,0.278481
q00132,procurement,14,0.35971,0.393278,0.31488,0.307015
q00133,security,19,0.0,0.358954,0.220092,0.0
q00134,procurement,11,0.220092,0.0,0.0,0.283233
q00135,security,19,0.388244,0.637152,0.368376,0.779171
q00136,procurement,20,0.936379,0.358954,0.358954,0.550966
q00137,security,12,0.438287,0.613653,0.110046,0.29849
q00138,procurement,16,0.403502,0.358954,0.0,0.49118
q00139,legal,16,0.775239,0.836459,0.362111,0.712552
q00140,security,17,0.073364,0.220092,0.0,0.205117
q00141,legal,20,0.793584,0.778807,0.67587,0.671938
q00142,security,18,0.330138,0.384311,0.147829,0.538886
q00143,security,18,0.383633,0.371489,0.0,0.18341
q00144,legal,20,0.933746,0.933746,0.337208,0.654722
q00145,legal,16,0.775239,0.836459,0.362111,0.712552
q00146,security,28,0.532621,1.0,0.602328,0.921602
q00147,security,28,0.677273,0.936379,0.577149,1.0
q00148,procurement,16,0.383633,0.453743,0.142019,0.424926
q00149,security,17,0.139618,0.220092,0.0,0.158507
q00150,security,18,0.330138,0.384311,0.147829,0.538886
q00151,procurement,16,0.583618,0.253295,0.0,0.271088
q00152,legal,20,0.921602,0.930569,0.453064,0.936379
q00153,security,13,0.61683,0.620397,0.273587,0.715186
q00154,security,13,0.61683,0.620397,0.273587,0.715186
q00155,procurement,17,0.648932,0.469756,0.158409,0.563788
q00156,security,12,0.456997,0.423331,0.069431,0.307015
q00157,legal,20,0.936379,0.870125,0.690194,0.793584
q00158,security,24,0.637152,0.722295,0.68045,0.614107
q00159,procurement,13,0.503324,0.563788,0.179931,0.248908
q00160,procurement,17,0.648932,0.548333,0.078398,0.72733
q00161,procurement,17,0.44174,0.41245,0.547398,0.589428
q00162,legal,15,0.312529,0.496676,0.151397,0.393278
q00163,security,24,0.393758,0.777872,0.432773,0.464291
q00164,legal,20,0.933746,0.933746,0.337208,0.654722
q00165,legal,20,0.857205,0.926636,0.601572,0.784617
q00166,legal,15,0.293437,0.372591,0.094788,0.261443
q00167,security,17,0.563788,0.330138,0.321496,0.396392
q00168,security,12,0.358954,0.611795,0.31488,0.708441
q00169,legal,18,0.796761,0.563788,0.293456,0.322272
q00170,legal,13,0.532621,0.598875,0.358954,0.359691
q00171,legal,15,0.705808,0.708441,0.321951,0.581082
q00172,procurement,18,0.142795,0.0,0.0,0.094788
q00173,legal,10,0.367921,0.425208,0.204834,0.510716
q00174,legal,9,0.839314,0.845519,0.31877,0.498327
q00175,security,19,0.388244,0.637152,0.368376,0.779171
q00176,legal,16,0.642187,0.698796,0.358954,0.778807
q00177,legal,16,0.069431,0.142795,0.0,0.110046
q00178,security,22,0.432318,0.648932,0.0,0.278481
q00179,procurement,13,0.49829,0.613653,0.212226,0.383633
q00180,security,22,0.432318,0.648932,0.0,0.278481
q00181,security,17,0.094788,0.220092,0.0,0.173667
q00182,legal,15,0.930569,0.866948,0.29026,0.432957
q00183,legal,20,0.860382,0.860382,0.359409,0.580148
q00184,security,12,0.49464,0.563788,0.432318,0.466642
q00185,security,22,0.432318,0.648932,0.0,0.278481
q00186,security,13,0.353598,0.358954,0.393278,0.49829
q00187,legal,20,0.936379,0.870125,0.690194,0.793584
q00188,legal,27,0.933746,0.722295,0.586892,0.930569
q00189,legal,15,0.756448,0.588467,0.297272,0.483315
q00190,procurement,18,0.648932,0.542364,0.358954,0.544221
q00191,legal,15,0.312529,0.496676,0.151397,0.393278
q00192,legal,15,0.863015,0.855348,0.44222,0.467379
q00193,legal,10,0.425208,0.535254,0.179931,0.434175
q00194,procurement,11,0.220092,0.0,0.0,0.283233
q00195,procurement,20,0.866948,0.358954,0.322272,0.305235
q00196,security,19,0.378599,0.563788,0.25881,0.684383
q00197,legal,14,0.316916,0.312049,0.0,0.0
q00198,procurement,16,0.469,0.428385,0.0,0.305235
q00199,procurement,20,0.400023,0.0,0.078398,0.330138
