workload,query_id,pool,n_relevant,T_A,T_B
A,q00057,security,27,0.590727,0.72733
A,q00058,legal,27,0.750336,0.452147
A,q00059,legal,26,0.866948,0.221193
A,q00060,legal,32,1.0,0.691128
A,q00061,legal,24,0.696162,0.538886
A,q00062,legal,31,1.0,0.65948
A,q00063,legal,24,0.407415,0.224006
A,q00064,procurement,27,0.860382,0.772838
A,q00065,legal,26,0.860382,0.247031
A,q00066,legal,24,0.360056,0.133052
A,q00067,procurement,27,0.860382,0.453743
A,q00068,legal,31,0.576688,0.085143
A,q00069,legal,19,0.705808,0.378501
A,q00070,procurement,29,0.589428,0.293456
A,q00071,security,31,0.617284,0.800694
A,q00072,procurement,23,0.690648,0.469
A,q00073,procurement,29,0.224006,0.085143
A,q00074,security,19,0.794883,0.648932
A,q00075,legal,27,0.930569,0.38148
A,q00076,security,24,0.793584,0.800694
A,q00077,procurement,29,0.49829,0.220092
A,q00078,procurement,28,0.563788,0.428385
A,q00079,procurement,28,0.637152,0.085143
A,q00080,legal,38,0.864315,0.921602
A,q00081,security,23,0.220092,0.542364
A,q00082,procurement,27,0.860382,0.772838
A,q00083,security,19,0.794883,0.648932
A,q00084,security,33,0.42631,0.334709
A,q00085,procurement,29,0.49829,0.220092
A,q00086,legal,22,1.0,0.212226
A,q00087,procurement,23,0.281658,0.0
A,q00088,security,22,0.933746,0.63322
A,q00089,security,19,0.863015,0.718363
A,q00090,procurement,27,0.110046,0.0
A,q00091,security,18,0.286346,0.392158
A,q00092,security,18,0.31488,0.576669
A,q00093,security,26,0.396392,0.72733
A,q00094,legal,24,0.848603,0.595762
A,q00095,procurement,32,0.352664,0.393278
A,q00096,security,33,0.49118,0.59586
A,q00097,legal,25,0.343697,0.138862
A,q00098,security,19,0.863015,0.718363
A,q00099,legal,28,0.905212,0.538886
A,q00100,legal,27,0.692985,0.209049
A,q00101,legal,25,0.532621,0.403502
A,q00102,procurement,23,0.563788,0.330138
A,q00103,security,31,0.836459,0.936379
A,q00104,legal,26,0.860382,0.247031
A,q00105,security,27,0.590727,0.72733
A,q00106,procurement,29,0.283713,0.322272
A,q00107,procurement,29,0.563788,0.378501
A,q00108,legal,25,0.702631,0.220092
A,q00109,procurement,32,0.367921,0.542364
A,q00110,security,24,0.793584,0.800694
A,q00111,procurement,26,0.523174,0.756448
A,q00112,procurement,21,0.472157,0.085143
A,q00113,security,18,0.31488,0.576669
A,q00114,security,23,0.293456,0.602052
A,q00115,legal,31,0.936379,0.698796
A,q00116,procurement,29,0.224006,0.085143
A,q00117,procurement,29,0.61225,0.384311
A,q00118,legal,28,0.905212,0.538886
A,q00119,procurement,23,0.563788,0.330138
A,q00120,procurement,29,0.224006,0.085143
A,q00121,procurement,17,0.283713,0.393561
A,q00122,procurement,21,0.199306,0.094788
A,q00123,legal,25,0.933746,0.611019
A,q00124,legal,38,0.696938,0.860382
A,q00125,legal,25,0.532621,0.403502
A,q00126,procurement,21,0.472157,0.085143
A,q00127,procurement,22,0.52633,0.305235
A,q00128,security,31,0.498572,0.800694
A,q00129,legal,32,0.926636,0.547398
A,q00130,legal,19,0.705808,0.378501
A,q00131,legal,28,0.667826,0.538431
A,q00132,procurement,29,0.61225,0.384311
A,q00133,security,18,0.31488,0.576669
A,q00134,security,42,1.0,1.0
A,q00135,legal,32,0.796761,0.527106
A,q00136,procurement,23,0.69684,0.444097
A,q00137,security,33,0.793584,0.866948
A,q00138,security,31,0.836459,0.936379
A,q00139,security,30,0.469,0.870125
A,q00140,procurement,27,0.860382,0.772838
A,q00141,security,23,0.353144,0.532621
A,q00142,security,42,1.0,1.0
A,q00143,security,31,0.864315,1.0
A,q00144,security,31,0.358954,0.775337
A,q00145,procurement,24,0.459533,0.173187
A,q00146,security,19,0.863015,0.718363
A,q00147,procurement,22,0.52633,0.305235
A,q00148,legal,19,0.705808,0.268455
A,q00149,security,31,0.498572,0.800694
B,q00000,engineering,26,0.933746,0.870125
B,q00001,facilities,25,0.83578,1.0
B,q00002,logistics,25,0.522496,0.297369
B,q00003,logistics,20,0.1763,0.469
B,q00004,facilities,23,0.632541,0.563788
B,q00005,facilities,36,0.870125,1.0
B,q00006,facilities,21,0.312049,0.800694
B,q00007,engineering,35,1.0,1.0
B,q00008,facilities,29,0.936379,1.0
B,q00009,logistics,31,0.371489,0.248908
B,q00010,engineering,31,1.0,0.933746
B,q00011,engineering,21,0.747159,0.933746
B,q00012,engineering,22,1.0,0.848238
B,q00013,engineering,35,1.0,1.0
B,q00014,logistics,33,0.422575,0.564525
B,q00015,logistics,20,0.857205,0.820523
B,q00016,engineering,21,0.914857,0.889954
B,q00017,engineering,29,1.0,1.0
B,q00018,facilities,27,1.0,1.0
B,q00019,logistics,27,0.678049,0.444097
B,q00020,logistics,31,0.397494,0.470556
B,q00021,facilities,28,0.905212,1.0
B,q00022,engineering,22,1.0,0.936379
B,q00023,logistics,20,0.857205,0.820523
B,q00024,engineering,31,0.933746,0.921602
B,q00025,logistics,25,0.559933,0.620762
B,q00026,engineering,23,0.857205,0.841493
B,q00027,engineering,35,1.0,1.0
B,q00028,logistics,25,0.559933,0.620762
B,q00029,logistics,22,0.642187,0.397672
B,q00030,engineering,31,1.0,0.933746
B,q00031,engineering,35,1.0,1.0
B,q00032,logistics,22,0.718363,0.424926
B,q00033,facilities,33,0.620762,0.936379
B,q00034,facilities,36,0.930569,1.0
B,q00035,facilities,25,0.83578,1.0
B,q00036,logistics,27,0.796761,0.63322
B,q00037,facilities,26,0.796761,1.0
B,q00038,logistics,28,0.513529,0.576688
B,q00039,logistics,31,0.397494,0.470556
B,q00040,engineering,28,0.914857,1.0
B,q00041,engineering,20,0.866948,0.800694
B,q00042,facilities,31,0.811556,1.0
B,q00043,facilities,31,1.0,1.0
B,q00044,engineering,22,0.926636,0.598875
B,q00045,engineering,22,0.926636,0.598875
B,q00046,facilities,29,0.532621,0.870125
B,q00047,logistics,22,0.513529,0.0
B,q00048,logistics,20,0.716485,0.521098
B,q00049,engineering,29,0.756448,0.936379
B,q00050,logistics,20,0.573972,0.623574
B,q00051,facilities,28,0.933746,1.0
B,q00052,engineering,20,0.841591,1.0
B,q00053,engineering,26,0.933746,0.870125
B,q00054,engineering,26,0.933746,0.870125
B,q00055,logistics,30,0.627409,0.72733
B,q00056,facilities,33,0.620762,0.936379
B,q00057,engineering,23,0.795166,0.790951
B,q00058,logistics,27,0.796761,0.63322
B,q00059,logistics,25,0.522496,0.297369
B,q00060,logistics,29,0.43689,0.403502
B,q00061,logistics,26,0.848238,0.677273
B,q00062,logistics,31,0.393278,0.289523
B,q00063,logistics,26,0.800694,0.841493
B,q00064,facilities,25,0.83578,1.0
B,q00065,logistics,25,0.29849,0.173667
B,q00066,logistics,31,0.649687,0.681681
B,q00067,facilities,31,1.0,1.0
B,q00068,logistics,23,0.547398,0.330138
B,q00069,logistics,33,0.422575,0.564525
B,q00070,facilities,27,0.605985,1.0
B,q00071,engineering,29,1.0,1.0
B,q00072,facilities,31,0.753449,1.0
B,q00073,facilities,22,0.648932,1.0
B,q00074,engineering,28,0.826813,0.836459
B,q00075,logistics,27,0.678049,0.444097
B,q00076,engineering,21,0.914857,0.889954
B,q00077,facilities,27,0.528964,0.933746
B,q00078,facilities,27,1.0,1.0
B,q00079,facilities,27,1.0,1.0
B,q00080,logistics,25,0.49118,0.205117
B,q00081,engineering,22,0.905212,0.800694
B,q00082,facilities,25,0.83578,1.0
B,q00083,engineering,28,0.826813,0.836459
B,q00084,engineering,20,1.0,1.0
B,q00085,facilities,27,0.528964,0.933746
B,q00086,logistics,28,0.513529,0.576688
B,q00087,facilities,29,0.852171,0.860382
B,q00088,engineering,26,1.0,0.936379
B,q00089,engineering,28,0.914857,1.0
B,q00090,facilities,25,0.930569,1.0
B,q00091,engineering,26,0.933746,0.870125
B,q00092,engineering,26,0.848238,0.699474
B,q00093,engineering,35,1.0,1.0
B,q00094,logistics,22,0.642187,0.397672
B,q00095,facilities,29,0.547398,0.563788
B,q00096,engineering,20,0.936379,0.870125
B,q00097,logistics,20,0.527106,0.696162
B,q00098,engineering,28,0.914857,1.0
B,q00099,logistics,30,0.522496,0.457675
B,q00100,logistics,20,0.72733,0.61225
B,q00101,logistics,20,0.573972,0.623574
B,q00102,facilities,31,0.936379,1.0
B,q00103,engineering,31,0.933746,0.921602
B,q00104,logistics,25,0.29849,0.173667
B,q00105,engineering,23,0.795166,0.790951
B,q00106,facilities,22,0.60514,1.0
B,q00107,facilities,36,0.870125,1.0
B,q00108,logistics,30,0.627409,0.72733
B,q00109,facilities,29,0.608618,0.772062
B,q00110,engineering,21,0.914857,0.889954
B,q00111,facilities,23,0.601572,0.617764
B,q00112,facilities,21,0.312049,0.800694
B,q00113,engineering,26,0.848238,0.699474
B,q00114,engineering,22,1.0,0.936379
B,q00115,logistics,31,0.425208,0.289523
B,q00116,facilities,22,0.648932,1.0
B,q00117,facilities,36,0.889954,0.930569
B,q00118,logistics,30,0.522496,0.457675
B,q00119,facilities,31,0.936379,1.0
B,q00120,facilities,22,0.648932,1.0
B,q00121,facilities,26,0.800694,1.0
B,q00122,facilities,21,0.148764,0.791727
B,q00123,logistics,30,0.648932,0.57369
B,q00124,logistics,25,0.559933,0.620762
B,q00125,logistics,20,0.573972,0.623574
B,q00126,facilities,21,0.312049,0.800694
B,q00127,facilities,28,0.905212,1.0
B,q00128,engineering,29,0.857205,1.0
B,q00129,logistics,29,0.589428,0.642187
B,q00130,logistics,33,0.422575,0.564525
B,q00131,logistics,30,0.576323,0.563788
B,q00132,facilities,36,0.889954,0.930569
B,q00133,engineering,26,0.848238,0.699474
B,q00134,engineering,39,1.0,1.0
B,q00135,logistics,29,0.77216,0.700773
B,q00136,facilities,31,0.811556,1.0
B,q00137,engineering,35,1.0,1.0
B,q00138,engineering,31,0.933746,0.921602
B,q00139,engineering,22,1.0,0.848238
B,q00140,facilities,25,0.83578,1.0
B,q00141,engineering,22,1.0,1.0
B,q00142,engineering,39,1.0,1.0
B,q00143,engineering,31,1.0,0.933746
B,q00144,engineering,29,0.756448,0.936379
B,q00145,facilities,33,0.620762,0.936379
B,q00146,engineering,28,0.914857,1.0
B,q00147,facilities,28,0.905212,1.0
B,q00148,logistics,33,0.586795,0.538886
B,q00149,engineering,29,0.857205,1.0
