seed,workload,query_id,pool,n_relevant,T_A,T_B
17,A,q00114,procurement,14,0.233651,0.358954
17,A,q00115,security,12,0.444097,0.501749
17,A,q00116,procurement,17,0.375768,0.722295
17,A,q00117,procurement,18,0.627409,0.595762
17,A,q00118,security,12,0.444097,0.501749
17,A,q00119,security,17,0.772062,0.775337
17,A,q00120,legal,27,1.0,0.781805
17,A,q00121,procurement,18,0.563788,0.542364
17,A,q00122,legal,13,0.933746,0.469
17,A,q00123,procurement,16,0.0,0.0
17,A,q00124,legal,15,0.753449,0.401125
17,A,q00125,legal,16,0.936379,0.705905
17,A,q00126,security,13,0.368856,0.349967
17,A,q00127,security,12,0.220092,0.358954
17,A,q00128,security,13,0.381134,0.637152
17,A,q00129,legal,10,0.469,0.425208
17,A,q00130,legal,13,0.623574,0.362887
17,A,q00131,security,22,0.428385,0.425208
17,A,q00132,procurement,14,0.535254,0.538411
17,A,q00133,security,19,0.0,0.358954
17,A,q00134,procurement,11,0.220092,0.358954
17,A,q00135,security,19,0.400023,0.598875
17,A,q00136,procurement,20,0.562193,0.620397
17,A,q00137,security,12,0.173187,0.358954
17,A,q00138,procurement,16,0.343018,0.110046
17,A,q00139,legal,16,0.936379,0.705905
17,A,q00140,security,17,0.510716,0.453743
17,A,q00141,legal,20,1.0,0.78855
17,A,q00142,security,18,0.349967,0.429141
17,A,q00143,security,18,0.248908,0.1763
17,A,q00144,legal,20,0.926636,0.785916
17,A,q00145,legal,16,0.936379,0.705905
17,A,q00146,security,28,1.0,0.933746
17,A,q00147,security,28,0.852171,0.930569
17,A,q00148,procurement,16,0.456997,0.110046
17,A,q00149,security,17,0.453743,0.517363
17,A,q00150,security,18,0.349967,0.429141
17,A,q00151,procurement,16,0.501749,0.358954
17,A,q00152,legal,20,1.0,0.870125
17,A,q00153,security,13,0.454498,0.648932
17,A,q00154,security,13,0.454498,0.648932
17,A,q00155,procurement,17,0.648932,0.358954
17,A,q00156,security,12,0.094788,0.31488
17,A,q00157,legal,20,1.0,0.718363
17,A,q00158,security,24,0.42884,0.563788
17,A,q00159,procurement,13,0.648932,0.204834
17,A,q00160,procurement,17,0.648932,0.432318
17,A,q00161,procurement,17,0.478704,0.790951
17,A,q00162,legal,15,0.324584,0.523174
17,A,q00163,security,24,0.49829,0.576971
17,A,q00164,legal,20,0.926636,0.785916
17,A,q00165,legal,20,0.864315,1.0
17,A,q00166,legal,15,0.364744,0.439389
17,A,q00167,security,17,0.422575,0.415281
17,A,q00168,security,12,0.384311,0.078398
17,A,q00169,legal,18,0.724153,0.349967
17,A,q00170,legal,13,0.623574,0.362887
17,A,q00171,legal,15,0.785916,0.608618
17,A,q00172,procurement,18,0.0,0.0
17,A,q00173,legal,10,0.453743,0.358954
17,A,q00174,legal,9,0.767171,0.55872
17,A,q00175,security,19,0.400023,0.598875
17,A,q00176,legal,16,0.864315,0.538431
17,A,q00177,legal,16,0.110046,0.343697
17,A,q00178,security,22,0.428385,0.425208
17,A,q00179,procurement,13,0.632541,0.147829
17,A,q00180,security,22,0.428385,0.425208
17,A,q00181,security,17,0.453743,0.507718
17,A,q00182,legal,15,0.756448,0.863015
17,A,q00183,legal,20,0.845426,0.715186
17,A,q00184,security,12,0.396392,0.522496
17,A,q00185,security,22,0.428385,0.425208
17,A,q00186,security,13,0.368856,0.349967
17,A,q00187,legal,20,1.0,0.718363
17,A,q00188,legal,27,1.0,0.848603
17,A,q00189,legal,15,0.753449,0.401125
17,A,q00190,procurement,18,0.563788,0.542364
17,A,q00191,legal,15,0.324584,0.523174
17,A,q00192,legal,15,0.719118,0.857981
17,A,q00193,legal,10,0.469,0.425208
17,A,q00194,procurement,11,0.220092,0.358954
17,A,q00195,procurement,20,0.523174,0.453743
17,A,q00196,security,19,0.449887,0.630043
17,A,q00197,legal,14,0.369336,0.611795
17,A,q00198,procurement,16,0.658181,0.330138
17,A,q00199,procurement,20,0.500973,0.110046
17,B,q00000,logistics,19,0.754269,0.718363
17,B,q00001,engineering,14,0.696162,0.800694
17,B,q00002,logistics,20,0.715551,0.800694
17,B,q00003,engineering,13,0.661831,0.700773
17,B,q00004,logistics,16,0.768227,0.864315
17,B,q00005,facilities,23,0.718363,0.796761
17,B,q00006,engineering,23,0.933746,1.0
17,B,q00007,logistics,19,0.330138,0.523174
17,B,q00008,engineering,16,0.831848,0.933746
17,B,q00009,facilities,15,0.936379,1.0
17,B,q00010,facilities,23,1.0,1.0
17,B,q00011,logistics,15,0.447254,0.085143
17,B,q00012,engineering,13,0.661831,0.715186
17,B,q00013,facilities,19,0.42631,0.770204
17,B,q00014,facilities,21,1.0,1.0
17,B,q00015,facilities,22,0.870125,0.936379
17,B,q00016,engineering,14,1.0,0.83578
17,B,q00017,engineering,14,0.914857,0.936379
17,B,q00018,logistics,16,0.343697,0.453743
17,B,q00019,facilities,21,0.775337,0.473572
17,B,q00020,facilities,13,0.642187,0.605505
17,B,q00021,engineering,15,1.0,0.933746
17,B,q00022,logistics,16,0.690194,0.706544
17,B,q00023,facilities,18,0.936379,0.936379
17,B,q00024,logistics,13,0.715551,0.561911
17,B,q00025,facilities,18,0.870125,0.936379
17,B,q00026,engineering,14,0.921602,0.905212
17,B,q00027,logistics,16,0.383633,0.488829
17,B,q00028,facilities,21,0.775239,0.861138
17,B,q00029,logistics,13,0.770204,0.605505
17,B,q00030,facilities,17,0.936379,0.936379
17,B,q00031,engineering,23,1.0,1.0
17,B,q00032,engineering,15,0.930569,0.936379
17,B,q00033,facilities,15,0.800694,1.0
17,B,q00034,facilities,18,0.930569,0.933746
17,B,q00035,logistics,18,0.630043,0.63322
17,B,q00036,engineering,23,1.0,1.0
17,B,q00037,engineering,14,0.637889,0.642187
17,B,q00038,facilities,18,0.687017,0.770204
17,B,q00039,engineering,14,0.914857,0.936379
17,B,q00040,facilities,23,0.936379,1.0
17,B,q00041,logistics,15,0.447254,0.085143
17,B,q00042,engineering,10,0.630043,0.580148
17,B,q00043,logistics,18,0.63322,0.588467
17,B,q00044,logistics,15,0.374666,0.073364
17,B,q00045,facilities,15,0.863015,0.930569
17,B,q00046,logistics,15,0.374666,0.073364
17,B,q00047,facilities,14,0.378501,0.188444
17,B,q00048,engineering,14,0.637889,0.642187
17,B,q00049,logistics,19,0.261808,0.0
17,B,q00050,engineering,15,1.0,0.933746
17,B,q00051,facilities,21,1.0,1.0
17,B,q00052,logistics,18,0.569579,0.469
17,B,q00053,logistics,16,0.768227,0.864315
17,B,q00054,facilities,23,0.921602,1.0
17,B,q00055,facilities,12,0.796761,0.726413
17,B,q00056,engineering,14,1.0,0.83578
17,B,q00057,logistics,16,0.55826,0.425208
17,B,q00058,facilities,18,0.42631,0.611474
17,B,q00059,facilities,21,0.933746,0.933746
17,B,q00060,logistics,19,0.31834,0.085143
17,B,q00061,facilities,18,0.870125,0.78855
17,B,q00062,facilities,18,0.936379,0.936379
17,B,q00063,engineering,13,0.661831,0.715186
17,B,q00064,logistics,16,0.110046,0.305235
17,B,q00065,engineering,13,0.661831,0.715186
17,B,q00066,facilities,22,0.77216,0.926636
17,B,q00067,logistics,18,0.662792,0.358954
17,B,q00068,facilities,21,0.775239,0.861138
17,B,q00069,engineering,10,0.63322,0.621401
17,B,q00070,facilities,18,0.936379,0.936379
17,B,q00071,facilities,14,0.598875,0.286692
17,B,q00072,engineering,13,0.698796,0.72733
17,B,q00073,facilities,23,1.0,1.0
17,B,q00074,engineering,21,0.800694,0.930569
17,B,q00075,facilities,18,0.42631,0.611474
17,B,q00076,facilities,15,0.800694,1.0
17,B,q00077,logistics,14,0.488645,0.444097
17,B,q00078,logistics,25,0.542364,0.686715
17,B,q00079,logistics,16,0.790951,0.716287
17,B,q00080,engineering,14,0.914857,0.936379
17,B,q00081,logistics,19,0.31834,0.085143
17,B,q00082,logistics,16,0.110046,0.305235
17,B,q00083,facilities,15,0.936379,1.0
17,B,q00084,logistics,19,0.31488,0.202483
17,B,q00085,engineering,15,0.863015,0.921602
17,B,q00086,logistics,13,0.715551,0.561911
17,B,q00087,facilities,14,0.427244,0.296593
17,B,q00088,engineering,14,0.696162,0.800694
17,B,q00089,facilities,13,0.460813,0.583715
17,B,q00090,engineering,21,0.800694,0.930569
17,B,q00091,engineering,16,0.826333,0.866948
17,B,q00092,facilities,23,0.921602,1.0
17,B,q00093,engineering,14,0.914857,0.936379
17,B,q00094,facilities,15,0.800694,1.0
17,B,q00095,engineering,16,0.55778,0.864315
17,B,q00096,engineering,15,0.866948,0.793584
17,B,q00097,logistics,19,0.261808,0.0
17,B,q00098,logistics,16,0.55826,0.425208
17,B,q00099,engineering,15,0.863015,0.921602
17,B,q00100,engineering,23,1.0,1.0
17,B,q00101,logistics,13,0.57369,0.346853
17,B,q00102,logistics,16,0.690194,0.706544
17,B,q00103,facilities,18,0.930569,0.933746
17,B,q00104,logistics,16,0.383633,0.488829
17,B,q00105,engineering,15,0.933746,0.926636
17,B,q00106,facilities,14,0.378501,0.188444
17,B,q00107,logistics,14,0.274265,0.271914
17,B,q00108,logistics,14,0.148764,0.138862
17,B,q00109,engineering,23,0.863015,1.0
17,B,q00110,logistics,19,0.31488,0.202483
17,B,q00111,facilities,12,0.796761,0.726413
17,B,q00112,engineering,22,0.933746,0.866948
17,B,q00113,logistics,15,0.374666,0.073364
17,B,q00114,facilities,23,0.790951,0.752969
17,B,q00115,engineering,13,0.661831,0.700773
17,B,q00116,facilities,14,0.522496,0.300526
17,B,q00117,facilities,21,0.775239,0.861138
17,B,q00118,engineering,13,0.661831,0.700773
17,B,q00119,engineering,20,0.611795,0.648932
17,B,q00120,logistics,16,0.110046,0.305235
17,B,q00121,facilities,15,0.800694,1.0
17,B,q00122,logistics,14,0.148764,0.138862
17,B,q00123,facilities,12,0.791727,0.678049
17,B,q00124,logistics,16,0.523174,0.547398
17,B,q00125,logistics,19,0.800694,0.563788
17,B,q00126,engineering,14,0.784617,0.762416
17,B,q00127,engineering,15,0.498572,0.627507
17,B,q00128,engineering,15,0.933746,0.926636
17,B,q00129,logistics,18,0.569579,0.469
17,B,q00130,logistics,14,0.488645,0.444097
17,B,q00131,engineering,22,0.933746,0.866948
17,B,q00132,facilities,23,0.718363,0.796761
17,B,q00133,engineering,14,0.637889,0.642187
17,B,q00134,facilities,18,0.687017,0.770204
17,B,q00135,engineering,16,0.855348,0.936379
17,B,q00136,facilities,23,1.0,1.0
17,B,q00137,engineering,15,0.561911,0.698796
17,B,q00138,facilities,12,0.796761,0.726413
17,B,q00139,logistics,19,0.800694,0.563788
17,B,q00140,engineering,10,0.574337,0.571635
17,B,q00141,logistics,19,0.261808,0.0
17,B,q00142,engineering,15,0.930569,0.936379
17,B,q00143,engineering,14,1.0,0.83578
17,B,q00144,logistics,13,0.57369,0.346853
17,B,q00145,logistics,19,0.800694,0.563788
17,B,q00146,engineering,23,0.933746,1.0
17,B,q00147,engineering,23,1.0,1.0
17,B,q00148,facilities,12,0.78855,0.696162
17,B,q00149,engineering,10,0.630043,0.580148
17,B,q00150,engineering,15,0.930569,0.936379
17,B,q00151,facilities,18,0.930569,0.933746
17,B,q00152,logistics,19,0.217261,0.158409
17,B,q00153,engineering,15,0.866948,0.793584
17,B,q00154,engineering,15,0.866948,0.793584
17,B,q00155,facilities,21,1.0,1.0
17,B,q00156,engineering,15,0.637152,0.722295
17,B,q00157,logistics,19,0.31834,0.085143
17,B,q00158,engineering,21,0.793584,0.870125
17,B,q00159,facilities,14,0.662016,0.605985
17,B,q00160,facilities,21,0.775337,0.473572
17,B,q00161,facilities,14,0.598875,0.286692
17,B,q00162,logistics,20,0.617764,0.654722
17,B,q00163,engineering,21,0.926636,0.936379
17,B,q00164,logistics,13,0.57369,0.346853
17,B,q00165,logistics,19,0.330138,0.523174
17,B,q00166,logistics,20,0.715551,0.800694
17,B,q00167,engineering,17,1.0,1.0
17,B,q00168,engineering,13,0.698796,0.72733
17,B,q00169,logistics,16,0.383633,0.488829
17,B,q00170,logistics,14,0.488645,0.444097
17,B,q00171,logistics,16,0.55826,0.425208
17,B,q00172,facilities,15,0.936379,1.0
17,B,q00173,logistics,18,0.662792,0.358954
17,B,q00174,logistics,18,0.630043,0.63322
17,B,q00175,engineering,16,0.855348,0.936379
17,B,q00176,logistics,19,0.754269,0.718363
17,B,q00177,logistics,13,0.538431,0.396392
17,B,q00178,engineering,22,0.933746,0.866948
17,B,q00179,facilities,14,0.696162,0.630043
17,B,q00180,engineering,22,0.933746,0.866948
17,B,q00181,engineering,10,0.63322,0.621401
17,B,q00182,logistics,25,0.542364,0.686715
17,B,q00183,logistics,13,0.715551,0.561911
17,B,q00184,engineering,13,0.661831,0.715186
17,B,q00185,engineering,22,0.933746,0.866948
17,B,q00186,engineering,14,0.784617,0.762416
17,B,q00187,logistics,19,0.31834,0.085143
17,B,q00188,logistics,16,0.0,0.29849
17,B,q00189,logistics,16,0.523174,0.547398
17,B,q00190,facilities,15,0.800694,1.0
17,B,q00191,logistics,20,0.617764,0.654722
17,B,q00192,logistics,25,0.586795,0.588467
17,B,q00193,logistics,18,0.569579,0.469
17,B,q00194,facilities,18,0.687017,0.770204
17,B,q00195,facilities,23,0.921602,1.0
17,B,q00196,engineering,16,0.826333,0.866948
17,B,q00197,logistics,16,0.768227,0.864315
17,B,q00198,facilities,18,0.42631,0.611474
17,B,q00199,facilities,13,0.642187,0.605505
