qid,qtype,arm,turn_r5,turn_r10,turn_ndcg10,sess_r5
118b2229,single-session-user,rrf_cards_m17,1.0,1.0,0.5,1.0
118b2229,single-session-user,rrf_turn_route,1.0,1.0,0.6309297535714575,1.0
118b2229,single-session-user,dense_session_mean,,,,1.0
118b2229,single-session-user,bm25_session,,,,1.0
51a45a95,single-session-user,turn,1.0,1.0,1.0,1.0
51a45a95,single-session-user,sentence,1.0,1.0,1.0,1.0
51a45a95,single-session-user,cards_hand,1.0,1.0,1.0,1.0
51a45a95,single-session-user,pos_hand,1.0,1.0,1.0,1.0
51a45a95,single-session-user,cards_m11,1.0,1.0,1.0,1.0
51a45a95,single-session-user,pos_m11,1.0,1.0,1.0,1.0
51a45a95,single-session-user,cards_m13,1.0,1.0,1.0,1.0
51a45a95,single-session-user,pos_m13,1.0,1.0,1.0,1.0
51a45a95,single-session-user,cards_m17,1.0,1.0,1.0,1.0
51a45a95,single-session-user,pos_m17,1.0,1.0,1.0,1.0
51a45a95,single-session-user,bm25_turn,1.0,1.0,1.0,1.0
51a45a95,single-session-user,bm25_cards_hand,1.0,1.0,1.0,1.0
51a45a95,single-session-user,rrf_turn,1.0,1.0,1.0,1.0
51a45a95,single-session-user,rrf_sentence,1.0,1.0,1.0,1.0
51a45a95,single-session-user,rrf_cards_hand,1.0,1.0,1.0,1.0
51a45a95,single-session-user,rrf_cards_m11,1.0,1.0,1.0,1.0
51a45a95,single-session-user,rrf_cards_m13,1.0,1.0,1.0,1.0
51a45a95,single-session-user,rrf_cards_m17,1.0,1.0,1.0,1.0
51a45a95,single-session-user,rrf_turn_route,1.0,1.0,1.0,1.0
51a45a95,single-session-user,dense_session_mean,,,,1.0
51a45a95,single-session-user,bm25_session,,,,1.0
58bf7951,single-session-user,turn,1.0,1.0,0.38685280723454163,1.0
58bf7951,single-session-user,sentence,1.0,1.0,0.6309297535714575,1.0
58bf7951,single-session-user,cards_hand,1.0,1.0,0.5,1.0
58bf7951,single-session-user,pos_hand,1.0,1.0,0.5,1.0
58bf7951,single-session-user,cards_m11,1.0,1.0,0.6309297535714575,1.0
58bf7951,single-session-user,pos_m11,1.0,1.0,0.6309297535714575,1.0
58bf7951,single-session-user,cards_m13,1.0,1.0,0.6309297535714575,1.0
58bf7951,single-session-user,pos_m13,1.0,1.0,0.6309297535714575,1.0
58bf7951,single-session-user,cards_m17,1.0,1.0,0.6309297535714575,1.0
58bf7951,single-session-user,pos_m17,1.0,1.0,0.6309297535714575,1.0
58bf7951,single-session-user,bm25_turn,0.0,0.0,0.0,1.0
58bf7951,single-session-user,bm25_cards_hand,0.0,0.0,0.0,1.0
58bf7951,single-session-user,rrf_turn,0.0,1.0,0.3562071871080222,1.0
58bf7951,single-session-user,rrf_sentence,1.0,1.0,0.38685280723454163,1.0
58bf7951,single-session-user,rrf_cards_hand,0.0,1.0,0.3562071871080222,1.0
58bf7951,single-session-user,rrf_cards_m11,1.0,1.0,0.38685280723454163,1.0
58bf7951,single-session-user,rrf_cards_m13,1.0,1.0,0.38685280723454163,1.0
58bf7951,single-session-user,rrf_cards_m17,1.0,1.0,0.38685280723454163,1.0
58bf7951,single-session-user,rrf_turn_route,1.0,1.0,0.5,1.0
58bf7951,single-session-user,dense_session_mean,,,,1.0
58bf7951,single-session-user,bm25_session,,,,1.0
1e043500,single-session-user,turn,1.0,1.0,1.0,1.0
1e043500,single-session-user,sentence,1.0,1.0,0.6309297535714575,1.0
1e043500,single-session-user,cards_hand,1.0,1.0,0.6309297535714575,1.0
1e043500,single-session-user,pos_hand,1.0,1.0,0.6309297535714575,1.0
1e043500,single-session-user,cards_m11,1.0,1.0,0.6309297535714575,1.0
1e043500,single-session-user,pos_m11,1.0,1.0,0.6309297535714575,1.0
1e043500,single-session-user,cards_m13,1.0,1.0,0.6309297535714575,1.0
1e043500,single-session-user,pos_m13,1.0,1.0,0.6309297535714575,1.0
1e043500,single-session-user,cards_m17,1.0,1.0,0.6309297535714575,1.0
1e043500,single-session-user,pos_m17,1.0,1.0,0.6309297535714575,1.0
1e043500,single-session-user,bm25_turn,1.0,1.0,1.0,1.0
1e043500,single-session-user,bm25_cards_hand,1.0,1.0,1.0,1.0
1e043500,single-session-user,rrf_turn,1.0,1.0,1.0,1.0
1e043500,single-session-user,rrf_sentence,1.0,1.0,1.0,1.0
1e043500,single-session-user,rrf_cards_hand,1.0,1.0,1.0,1.0
1e043500,single-session-user,rrf_cards_m11,1.0,1.0,1.0,1.0
1e043500,single-session-user,rrf_cards_m13,1.0,1.0,1.0,1.0
1e043500,single-session-user,rrf_cards_m17,1.0,1.0,1.0,1.0
1e043500,single-session-user,rrf_turn_route,1.0,1.0,1.0,1.0
1e043500,single-session-user,dense_session_mean,,,,1.0
1e043500,single-session-user,bm25_session,,,,1.0
c5e8278d,single-session-user,turn,0.0,1.0,0.3010299956639812,1.0
c5e8278d,single-session-user,sentence,1.0,1.0,1.0,1.0
c5e8278d,single-session-user,cards_hand,1.0,1.0,0.5,1.0
c5e8278d,single-session-user,pos_hand,1.0,1.0,1.0,1.0
c5e8278d,single-session-user,cards_m11,1.0,1.0,1.0,1.0
c5e8278d,single-session-user,pos_m11,1.0,1.0,1.0,1.0
c5e8278d,single-session-user,cards_m13,1.0,1.0,0.5,1.0
c5e8278d,single-session-user,pos_m13,1.0,1.0,1.0,1.0
c5e8278d,single-session-user,cards_m17,0.0,1.0,0.3333333333333333,1.0
c5e8278d,single-session-user,pos_m17,1.0,1.0,1.0,1.0
c5e8278d,single-session-user,bm25_turn,1.0,1.0,1.0,1.0
c5e8278d,single-session-user,bm25_cards_hand,1.0,1.0,1.0,1.0
c5e8278d,single-session-user,rrf_turn,1.0,1.0,0.6309297535714575,1.0
c5e8278d,single-session-user,rrf_sentence,1.0,1.0,1.0,1.0
c5e8278d,single-session-user,rrf_cards_hand,1.0,1.0,1.0,1.0
c5e8278d,single-session-user,rrf_cards_m11,1.0,1.0,1.0,1.0
c5e8278d,single-session-user,rrf_cards_m13,1.0,1.0,1.0,1.0
c5e8278d,single-session-user,rrf_cards_m17,1.0,1.0,0.5,1.0
c5e8278d,single-session-user,rrf_turn_route,1.0,1.0,1.0,1.0
c5e8278d,single-session-user,dense_session_mean,,,,1.0
c5e8278d,single-session-user,bm25_session,,,,1.0
6ade9755,single-session-user,turn,0.0,0.0,0.0,1.0
6ade9755,single-session-user,sentence,0.0,1.0,0.3010299956639812,1.0
6ade9755,single-session-user,cards_hand,0.0,1.0,0.3010299956639812,1.0
6ade9755,single-session-user,pos_hand,0.0,1.0,0.3010299956639812,1.0
6ade9755,single-session-user,cards_m11,0.0,1.0,0.3010299956639812,1.0
6ade9755,single-session-user,pos_m11,0.0,1.0,0.3010299956639812,1.0
6ade9755,single-session-user,cards_m13,0.0,0.0,0.0,1.0
6ade9755,single-session-user,pos_m13,0.0,0.0,0.0,1.0
6ade9755,single-session-user,cards_m17,0.0,0.0,0.0,1.0
6ade9755,single-session-user,pos_m17,0.0,0.0,0.0,1.0
6ade9755,single-session-user,bm25_turn,0.0,0.0,0.0,1.0
6ade9755,single-session-user,bm25_cards_hand,0.0,0.0,0.0,1.0
6ade9755,single-session-user,rrf_turn,0.0,0.0,0.0,1.0
6ade9755,single-session-user,rrf_sentence,0.0,1.0,0.2890648263178879,1.0
6ade9755,single-session-user,rrf_cards_hand,0.0,1.0,0.3010299956639812,1.0
6ade9755,single-session-user,rrf_cards_m11,0.0,0.0,0.0,1.0
6ade9755,single-session-user,rrf_cards_m13,0.0,0.0,0.0,1.0
6ade9755,single-session-user,rrf_cards_m17,0.0,0.0,0.0,1.0
6ade9755,single-session-user,rrf_turn_route,1.0,1.0,0.38685280723454163,1.0
6ade9755,single-session-user,dense_session_mean,,,,1.0
6ade9755,single-session-user,bm25_session,,,,1.0
6f9b354f,single-session-user,turn,0.0,1.0,0.31546487678572877,1.0
6f9b354f,single-session-user,sentence,1.0,1.0,0.6309297535714575,1.0
6f9b354f,single-session-user,cards_hand,1.0,1.0,0.6309297535714575,1.0
6f9b354f,single-session-user,pos_hand,1.0,1.0,0.6309297535714575,1.0
6f9b354f,single-session-user,cards_m11,1.0,1.0,0.5,1.0
6f9b354f,single-session-user,pos_m11,1.0,1.0,0.5,1.0
6f9b354f,single-session-user,cards_m13,1.0,1.0,0.5,1.0
6f9b354f,single-session-user,pos_m13,1.0,1.0,0.5,1.0
6f9b354f,single-session-user,cards_m17,1.0,1.0,0.6309297535714575,1.0
6f9b354f,single-session-user,pos_m17,1.0,1.0,0.6309297535714575,1.0
6f9b354f,single-session-user,bm25_turn,1.0,1.0,1.0,1.0
6f9b354f,single-session-user,bm25_cards_hand,1.0,1.0,0.6309297535714575,1.0
6f9b354f,single-session-user,rrf_turn,1.0,1.0,1.0,1.0
6f9b354f,single-session-user,rrf_sentence,1.0,1.0,1.0,1.0
6f9b354f,single-session-user,rrf_cards_hand,1.0,1.0,0.6309297535714575,1.0
6f9b354f,single-session-user,rrf_cards_m11,1.0,1.0,0.6309297535714575,1.0
6f9b354f,single-session-user,rrf_cards_m13,1.0,1.0,0.6309297535714575,1.0
6f9b354f,single-session-user,rrf_cards_m17,1.0,1.0,1.0,1.0
6f9b354f,single-session-user,rrf_turn_route,1.0,1.0,1.0,1.0
6f9b354f,single-session-user,dense_session_mean,,,,1.0
6f9b354f,single-session-user,bm25_session,,,,1.0
58ef2f1c,single-session-user,turn,1.0,1.0,0.43067655807339306,1.0
58ef2f1c,single-session-user,sentence,1.0,1.0,0.38685280723454163,1.0
58ef2f1c,single-session-user,cards_hand,0.0,1.0,0.3562071871080222,1.0
58ef2f1c,single-session-user,pos_hand,1.0,1.0,0.38685280723454163,1.0
58ef2f1c,single-session-user,cards_m11,0.0,0.0,0.0,1.0
58ef2f1c,single-session-user,pos_m11,1.0,1.0,0.38685280723454163,1.0
58ef2f1c,single-session-user,cards_m13,1.0,1.0,0.38685280723454163,1.0
58ef2f1c,single-session-user,pos_m13,1.0,1.0,0.38685280723454163,1.0
58ef2f1c,single-session-user,cards_m17,0.0,1.0,0.3333333333333333,1.0
58ef2f1c,single-session-user,pos_m17,0.0,1.0,0.3333333333333333,1.0
58ef2f1c,single-session-user,bm25_turn,1.0,1.0,0.38685280723454163,1.0
58ef2f1c,single-session-user,bm25_cards_hand,1.0,1.0,0.43067655807339306,1.0
58ef2f1c,single-session-user,rrf_turn,1.0,1.0,0.43067655807339306,1.0
58ef2f1c,single-session-user,rrf_sentence,1.0,1.0,0.38685280723454163,1.0
58ef2f1c,single-session-user,rrf_cards_hand,1.0,1.0,0.38685280723454163,1.0
58ef2f1c,single-session-user,rrf_cards_m11,0.0,1.0,0.3562071871080222,1.0
58ef2f1c,single-session-user,rrf_cards_m13,1.0,1.0,0.38685280723454163,1.0
58ef2f1c,single-session-user,rrf_cards_m17,1.0,1.0,0.38685280723454163,1.0
58ef2f1c,single-session-user,rrf_turn_route,1.0,1.0,0.6309297535714575,1.0
58ef2f1c,single-session-user,dense_session_mean,,,,1.0
58ef2f1c,single-session-user,bm25_session,,,,1.0
f8c5f88b,single-session-user,turn,1.0,1.0,0.43067655807339306,1.0
f8c5f88b,single-session-user,sentence,1.0,1.0,1.0,1.0
f8c5f88b,single-session-user,cards_hand,1.0,1.0,0.38685280723454163,1.0
f8c5f88b,single-session-user,pos_hand,1.0,1.0,0.6309297535714575,1.0
f8c5f88b,single-session-user,cards_m11,1.0,1.0,1.0,1.0
f8c5f88b,single-session-user,pos_m11,1.0,1.0,1.0,1.0
f8c5f88b,single-session-user,cards_m13,1.0,1.0,0.5,1.0
f8c5f88b,single-session-user,pos_m13,1.0,1.0,0.5,1.0
f8c5f88b,single-session-user,cards_m17,1.0,1.0,0.6309297535714575,1.0
f8c5f88b,single-session-user,pos_m17,1.0,1.0,0.6309297535714575,1.0
f8c5f88b,single-session-user,bm25_turn,1.0,1.0,1.0,1.0
f8c5f88b,single-session-user,bm25_cards_hand,1.0,1.0,1.0,1.0
f8c5f88b,single-session-user,rrf_turn,1.0,1.0,1.0,1.0
f8c5f88b,single-session-user,rrf_sentence,1.0,1.0,1.0,1.0
f8c5f88b,single-session-user,rrf_cards_hand,1.0,1.0,0.6309297535714575,1.0
f8c5f88b,single-session-user,rrf_cards_m11,1.0,1.0,1.0,1.0
f8c5f88b,single-session-user,rrf_cards_m13,1.0,1.0,1.0,1.0
f8c5f88b,single-session-user,rrf_cards_m17,1.0,1.0,1.0,1.0
f8c5f88b,single-session-user,rrf_turn_route,1.0,1.0,1.0,1.0
f8c5f88b,single-session-user,dense_session_mean,,,,1.0
f8c5f88b,single-session-user,bm25_session,,,,1.0
5d3d2817,single-session-user,turn,0.0,0.0,0.0,0.0
5d3d2817,single-session-user,sentence,0.0,0.0,0.0,1.0
5d3d2817,single-session-user,cards_hand,0.0,0.0,0.0,1.0
5d3d2817,single-session-user,pos_hand,0.0,0.0,0.0,0.0
5d3d2817,single-session-user,cards_m11,0.0,0.0,0.0,1.0
5d3d2817,single-session-user,pos_m11,0.0,0.0,0.0,0.0
5d3d2817,single-session-user,cards_m13,0.0,0.0,0.0,0.0
5d3d2817,single-session-user,pos_m13,0.0,0.0,0.0,0.0
5d3d2817,single-session-user,cards_m17,0.0,0.0,0.0,0.0
5d3d2817,single-session-user,pos_m17,0.0,0.0,0.0,0.0
5d3d2817,single-session-user,bm25_turn,1.0,1.0,1.0,1.0
5d3d2817,single-session-user,bm25_cards_hand,1.0,1.0,0.5,1.0
5d3d2817,single-session-user,rrf_turn,0.0,0.0,0.0,0.0
5d3d2817,single-session-user,rrf_sentence,0.0,1.0,0.3562071871080222,1.0
5d3d2817,single-session-user,rrf_cards_hand,0.0,0.0,0.0,1.0
5d3d2817,single-session-user,rrf_cards_m11,1.0,1.0,0.38685280723454163,1.0
5d3d2817,single-session-user,rrf_cards_m13,0.0,0.0,0.0,1.0
5d3d2817,single-session-user,rrf_cards_m17,0.0,0.0,0.0,1.0
5d3d2817,single-session-user,rrf_turn_route,0.0,0.0,0.0,0.0
5d3d2817,single-session-user,dense_session_mean,,,,0.0
5d3d2817,single-session-user,bm25_session,,,,1.0
7527f7e2,single-session-user,turn,1.0,1.0,1.0,1.0
7527f7e2,single-session-user,sentence,1.0,1.0,1.0,1.0
7527f7e2,single-session-user,cards_hand,1.0,1.0,1.0,1.0
7527f7e2,single-session-user,pos_hand,1.0,1.0,1.0,1.0
7527f7e2,single-session-user,cards_m11,1.0,1.0,1.0,1.0
7527f7e2,single-session-user,pos_m11,1.0,1.0,1.0,1.0
7527f7e2,single-session-user,cards_m13,1.0,1.0,0.6309297535714575,1.0
7527f7e2,single-session-user,pos_m13,1.0,1.0,0.6309297535714575,1.0
7527f7e2,single-session-user,cards_m17,1.0,1.0,1.0,1.0
7527f7e2,single-session-user,pos_m17,1.0,1.0,1.0,1.0
7527f7e2,single-session-user,bm25_turn,1.0,1.0,1.0,1.0
7527f7e2,single-session-user,bm25_cards_hand,1.0,1.0,1.0,1.0
7527f7e2,single-session-user,rrf_turn,1.0,1.0,1.0,1.0
7527f7e2,single-session-user,rrf_sentence,1.0,1.0,1.0,1.0
7527f7e2,single-session-user,rrf_cards_hand,1.0,1.0,1.0,1.0
7527f7e2,single-session-user,rrf_cards_m11,1.0,1.0,1.0,1.0
7527f7e2,single-session-user,rrf_cards_m13,1.0,1.0,1.0,1.0
7527f7e2,single-session-user,rrf_cards_m17,1.0,1.0,1.0,1.0
7527f7e2,single-session-user,rrf_turn_route,1.0,1.0,1.0,1.0
7527f7e2,single-session-user,dense_session_mean,,,,1.0
7527f7e2,single-session-user,bm25_session,,,,1.0
c960da58,single-session-user,turn,1.0,1.0,1.0,1.0
c960da58,single-session-user,sentence,1.0,1.0,1.0,1.0
c960da58,single-session-user,cards_hand,1.0,1.0,0.6309297535714575,1.0
c960da58,single-session-user,pos_hand,1.0,1.0,0.6309297535714575,1.0
c960da58,single-session-user,cards_m11,1.0,1.0,0.6309297535714575,1.0
c960da58,single-session-user,pos_m11,1.0,1.0,0.6309297535714575,1.0
c960da58,single-session-user,cards_m13,1.0,1.0,0.6309297535714575,1.0
c960da58,single-session-user,pos_m13,1.0,1.0,0.6309297535714575,1.0
c960da58,single-session-user,cards_m17,1.0,1.0,1.0,1.0
c960da58,single-session-user,pos_m17,1.0,1.0,1.0,1.0
c960da58,single-session-user,bm25_turn,1.0,1.0,1.0,1.0
c960da58,single-session-user,bm25_cards_hand,1.0,1.0,1.0,1.0
c960da58,single-session-user,rrf_turn,1.0,1.0,1.0,1.0
c960da58,single-session-user,rrf_sentence,1.0,1.0,1.0,1.0
c960da58,single-session-user,rrf_cards_hand,1.0,1.0,1.0,1.0
c960da58,single-session-user,rrf_cards_m11,1.0,1.0,1.0,1.0
c960da58,single-session-user,rrf_cards_m13,1.0,1.0,1.0,1.0
c960da58,single-session-user,rrf_cards_m17,1.0,1.0,1.0,1.0
c960da58,single-session-user,rrf_turn_route,1.0,1.0,1.0,1.0
c960da58,single-session-user,dense_session_mean,,,,1.0
c960da58,single-session-user,bm25_session,,,,1.0
3b6f954b,single-session-user,turn,1.0,1.0,0.38685280723454163,1.0
3b6f954b,single-session-user,sentence,1.0,1.0,1.0,1.0
3b6f954b,single-session-user,cards_hand,1.0,1.0,0.6309297535714575,1.0
3b6f954b,single-session-user,pos_hand,1.0,1.0,0.6309297535714575,1.0
3b6f954b,single-session-user,cards_m11,1.0,1.0,1.0,1.0
3b6f954b,single-session-user,pos_m11,1.0,1.0,1.0,1.0
3b6f954b,single-session-user,cards_m13,1.0,1.0,0.43067655807339306,1.0
3b6f954b,single-session-user,pos_m13,1.0,1.0,0.6309297535714575,1.0
3b6f954b,single-session-user,cards_m17,1.0,1.0,0.5,1.0
3b6f954b,single-session-user,pos_m17,1.0,1.0,0.5,1.0
3b6f954b,single-session-user,bm25_turn,1.0,1.0,1.0,1.0
3b6f954b,single-session-user,bm25_cards_hand,1.0,1.0,1.0,1.0
3b6f954b,single-session-user,rrf_turn,1.0,1.0,0.6309297535714575,1.0
3b6f954b,single-session-user,rrf_sentence,1.0,1.0,1.0,1.0
3b6f954b,single-session-user,rrf_cards_hand,1.0,1.0,1.0,1.0
3b6f954b,single-session-user,rrf_cards_m11,1.0,1.0,1.0,1.0
3b6f954b,single-session-user,rrf_cards_m13,1.0,1.0,0.6309297535714575,1.0
3b6f954b,single-session-user,rrf_cards_m17,1.0,1.0,0.6309297535714575,1.0
3b6f954b,single-session-user,rrf_turn_route,1.0,1.0,1.0,1.0
3b6f954b,single-session-user,dense_session_mean,,,,1.0
3b6f954b,single-session-user,bm25_session,,,,1.0
726462e0,single-session-user,turn,0.0,0.0,0.0,0.0
726462e0,single-session-user,sentence,1.0,1.0,1.0,1.0
726462e0,single-session-user,cards_hand,1.0,1.0,1.0,1.0
726462e0,single-session-user,pos_hand,1.0,1.0,1.0,1.0
726462e0,single-session-user,cards_m11,1.0,1.0,1.0,1.0
726462e0,single-session-user,pos_m11,1.0,1.0,1.0,1.0
726462e0,single-session-user,cards_m13,1.0,1.0,1.0,1.0
726462e0,single-session-user,pos_m13,1.0,1.0,1.0,1.0
726462e0,single-session-user,cards_m17,1.0,1.0,1.0,1.0
726462e0,single-session-user,pos_m17,1.0,1.0,1.0,1.0
726462e0,single-session-user,bm25_turn,1.0,1.0,1.0,1.0
726462e0,single-session-user,bm25_cards_hand,1.0,1.0,1.0,1.0
726462e0,single-session-user,rrf_turn,1.0,1.0,1.0,1.0
726462e0,single-session-user,rrf_sentence,1.0,1.0,1.0,1.0
726462e0,single-session-user,rrf_cards_hand,1.0,1.0,1.0,1.0
726462e0,single-session-user,rrf_cards_m11,1.0,1.0,1.0,1.0
726462e0,single-session-user,rrf_cards_m13,1.0,1.0,1.0,1.0
726462e0,single-session-user,rrf_cards_m17,1.0,1.0,1.0,1.0
726462e0,single-session-user,rrf_turn_route,1.0,1.0,1.0,1.0
726462e0,single-session-user,dense_session_mean,,,,0.0
726462e0,single-session-user,bm25_session,,,,1.0
94f70d80,single-session-user,turn,1.0,1.0,0.5,1.0
94f70d80,single-session-user,sentence,1.0,1.0,1.0,1.0
94f70d80,single-session-user,cards_hand,1.0,1.0,1.0,1.0
94f70d80,single-session-user,pos_hand,1.0,1.0,1.0,1.0
94f70d80,single-session-user,cards_m11,1.0,1.0,1.0,1.0
94f70d80,single-session-user,pos_m11,1.0,1.0,1.0,1.0
94f70d80,single-session-user,cards_m13,1.0,1.0,0.43067655807339306,1.0
94f70d80,single-session-user,pos_m13,1.0,1.0,0.43067655807339306,1.0
94f70d80,single-session-user,cards_m17,1.0,1.0,1.0,1.0
94f70d80,single-session-user,pos_m17,1.0,1.0,1.0,1.0
94f70d80,single-session-user,bm25_turn,1.0,1.0,0.5,1.0
94f70d80,single-session-user,bm25_cards_hand,1.0,1.0,1.0,1.0
94f70d80,single-session-user,rrf_turn,1.0,1.0,0.5,1.0
94f70d80,single-session-user,rrf_sentence,1.0,1.0,1.0,1.0
94f70d80,single-session-user,rrf_cards_hand,1.0,1.0,1.0,1.0
94f70d80,single-session-user,rrf_cards_m11,1.0,1.0,1.0,1.0
94f70d80,single-session-user,rrf_cards_m13,1.0,1.0,0.43067655807339306,1.0
94f70d80,single-session-user,rrf_cards_m17,1.0,1.0,1.0,1.0
94f70d80,single-session-user,rrf_turn_route,1.0,1.0,0.6309297535714575,1.0
94f70d80,single-session-user,dense_session_mean,,,,1.0
94f70d80,single-session-user,bm25_session,,,,1.0
66f24dbb,single-session-user,turn,1.0,1.0,1.0,1.0
66f24dbb,single-session-user,sentence,1.0,1.0,1.0,1.0
66f24dbb,single-session-user,cards_hand,1.0,1.0,1.0,1.0
66f24dbb,single-session-user,pos_hand,1.0,1.0,1.0,1.0
66f24dbb,single-session-user,cards_m11,1.0,1.0,1.0,1.0
66f24dbb,single-session-user,pos_m11,1.0,1.0,1.0,1.0
66f24dbb,single-session-user,cards_m13,1.0,1.0,1.0,1.0
66f24dbb,single-session-user,pos_m13,1.0,1.0,1.0,1.0
66f24dbb,single-session-user,cards_m17,1.0,1.0,1.0,1.0
66f24dbb,single-session-user,pos_m17,1.0,1.0,1.0,1.0
66f24dbb,single-session-user,bm25_turn,0.0,1.0,0.3562071871080222,1.0
66f24dbb,single-session-user,bm25_cards_hand,1.0,1.0,1.0,1.0
66f24dbb,single-session-user,rrf_turn,1.0,1.0,0.6309297535714575,1.0
66f24dbb,single-session-user,rrf_sentence,1.0,1.0,0.6309297535714575,1.0
66f24dbb,single-session-user,rrf_cards_hand,1.0,1.0,1.0,1.0
66f24dbb,single-session-user,rrf_cards_m11,1.0,1.0,0.6309297535714575,1.0
66f24dbb,single-session-user,rrf_cards_m13,1.0,1.0,0.6309297535714575,1.0
66f24dbb,single-session-user,rrf_cards_m17,1.0,1.0,0.6309297535714575,1.0
66f24dbb,single-session-user,rrf_turn_route,1.0,1.0,1.0,1.0
66f24dbb,single-session-user,dense_session_mean,,,,1.0
66f24dbb,single-session-user,bm25_session,,,,1.0
ad7109d1,single-session-user,turn,1.0,1.0,0.5,1.0
ad7109d1,single-session-user,sentence,1.0,1.0,0.5,1.0
ad7109d1,single-session-user,cards_hand,1.0,1.0,0.6309297535714575,1.0
ad7109d1,single-session-user,pos_hand,1.0,1.0,0.5,1.0
ad7109d1,single-session-user,cards_m11,1.0,1.0,0.5,1.0
ad7109d1,single-session-user,pos_m11,1.0,1.0,0.43067655807339306,1.0
ad7109d1,single-session-user,cards_m13,1.0,1.0,0.43067655807339306,1.0
ad7109d1,single-session-user,pos_m13,1.0,1.0,0.43067655807339306,1.0
ad7109d1,single-session-user,cards_m17,1.0,1.0,0.5,1.0
ad7109d1,single-session-user,pos_m17,1.0,1.0,0.5,1.0
ad7109d1,single-session-user,bm25_turn,1.0,1.0,0.6309297535714575,1.0
ad7109d1,single-session-user,bm25_cards_hand,1.0,1.0,0.6309297535714575,1.0
ad7109d1,single-session-user,rrf_turn,1.0,1.0,0.6309297535714575,1.0
ad7109d1,single-session-user,rrf_sentence,1.0,1.0,0.5,1.0
ad7109d1,single-session-user,rrf_cards_hand,1.0,1.0,0.6309297535714575,1.0
ad7109d1,single-session-user,rrf_cards_m11,1.0,1.0,0.5,1.0
ad7109d1,single-session-user,rrf_cards_m13,1.0,1.0,0.5,1.0
ad7109d1,single-session-user,rrf_cards_m17,1.0,1.0,0.5,1.0
ad7109d1,single-session-user,rrf_turn_route,1.0,1.0,0.6309297535714575,1.0
ad7109d1,single-session-user,dense_session_mean,,,,1.0
ad7109d1,single-session-user,bm25_session,,,,1.0
af8d2e46,single-session-user,turn,1.0,1.0,0.6309297535714575,1.0
af8d2e46,single-session-user,sentence,1.0,1.0,1.0,1.0
af8d2e46,single-session-user,cards_hand,1.0,1.0,1.0,1.0
af8d2e46,single-session-user,pos_hand,1.0,1.0,1.0,1.0
af8d2e46,single-session-user,cards_m11,1.0,1.0,1.0,1.0
af8d2e46,single-session-user,pos_m11,1.0,1.0,1.0,1.0
