workload,query_id,pool,n_relevant,T_A,T_B
B,q00050,logistics,20,0.444097,0.527106
B,q00051,facilities,28,0.857205,0.930569
B,q00052,engineering,20,0.547398,0.705808
B,q00053,engineering,26,0.563788,0.72733
B,q00054,engineering,26,0.563788,0.72733
B,q00055,logistics,30,0.558076,0.460013
B,q00056,facilities,33,0.34052,0.627409
B,q00057,engineering,23,0.864315,0.870125
B,q00058,logistics,27,0.403502,0.674936
B,q00059,logistics,25,0.358954,0.220092
B,q00060,logistics,29,0.0,0.242618
B,q00061,logistics,26,0.762416,0.691128
B,q00062,logistics,31,0.375768,0.427244
B,q00063,logistics,26,0.618866,0.851236
B,q00064,facilities,25,0.775994,0.930569
B,q00065,logistics,25,0.220092,0.220092
B,q00066,logistics,31,0.220092,0.804811
B,q00067,facilities,31,0.870125,1.0
B,q00068,logistics,23,0.493679,0.435475
B,q00069,logistics,33,0.331694,0.209049
B,q00070,facilities,27,0.444097,0.800694
B,q00071,engineering,29,0.826333,0.921602
B,q00072,facilities,31,0.63322,1.0
B,q00073,facilities,22,0.507718,0.863015
B,q00074,engineering,28,0.68512,0.848603
B,q00075,logistics,27,0.368376,0.367921
B,q00076,engineering,21,0.72733,0.936379
B,q00077,facilities,27,0.312049,0.800694
B,q00078,facilities,27,0.790951,1.0
B,q00079,facilities,27,0.790951,1.0
B,q00080,logistics,25,0.444097,0.49118
B,q00081,engineering,22,0.936379,0.936379
B,q00082,facilities,25,0.775994,0.930569
B,q00083,engineering,28,0.68512,0.848603
B,q00084,engineering,20,0.800694,0.870125
B,q00085,facilities,27,0.312049,0.800694
B,q00086,logistics,28,0.508474,0.617284
B,q00087,facilities,29,0.481535,0.722295
B,q00088,engineering,26,0.921602,0.933746
B,q00089,engineering,28,0.794883,0.936379
B,q00090,facilities,25,0.863015,1.0
B,q00091,engineering,26,0.563788,0.72733
B,q00092,engineering,26,0.538886,0.61225
B,q00093,engineering,35,1.0,1.0
B,q00094,logistics,22,0.532621,0.567227
B,q00095,facilities,29,0.275847,0.488829
B,q00096,engineering,20,0.800694,0.793584
B,q00097,logistics,20,0.358954,0.547398
B,q00098,engineering,28,0.794883,0.936379
B,q00099,logistics,30,0.353881,0.532621
B,q00100,logistics,20,0.791727,0.791727
B,q00101,logistics,20,0.444097,0.527106
B,q00102,facilities,31,0.705808,1.0
B,q00103,engineering,31,0.362887,0.469
B,q00104,logistics,25,0.220092,0.220092
B,q00105,engineering,23,0.864315,0.870125
B,q00106,facilities,22,0.648932,0.767027
B,q00107,facilities,36,0.777872,1.0
B,q00108,logistics,30,0.558076,0.460013
B,q00109,facilities,29,0.315163,0.599694
B,q00110,engineering,21,0.72733,0.936379
B,q00111,facilities,23,0.49464,0.632541
B,q00112,facilities,21,0.424926,0.248908
B,q00113,engineering,26,0.538886,0.61225
B,q00114,engineering,22,0.795166,0.722295
B,q00115,logistics,31,0.094788,0.334051
B,q00116,facilities,22,0.507718,0.863015
B,q00117,facilities,36,0.690194,0.866948
B,q00118,logistics,30,0.353881,0.532621
B,q00119,facilities,31,0.705808,1.0
B,q00120,facilities,22,0.507718,0.863015
B,q00121,facilities,26,0.836459,0.933746
B,q00122,facilities,21,0.358954,0.297369
B,q00123,logistics,30,0.611795,0.478422
B,q00124,logistics,25,0.703407,0.614107
B,q00125,logistics,20,0.444097,0.527106
B,q00126,facilities,21,0.424926,0.248908
B,q00127,facilities,28,0.870125,0.800694
B,q00128,engineering,29,0.905212,0.936379
B,q00129,logistics,29,0.322272,0.457958
B,q00130,logistics,33,0.331694,0.209049
B,q00131,logistics,30,0.368856,0.428385
B,q00132,facilities,36,0.690194,0.866948
B,q00133,engineering,26,0.538886,0.61225
B,q00134,engineering,39,0.936379,1.0
B,q00135,logistics,29,0.431542,0.674571
B,q00136,facilities,31,0.469737,0.936379
B,q00137,engineering,35,0.933746,0.936379
B,q00138,engineering,31,0.362887,0.469
B,q00139,engineering,22,0.936379,1.0
B,q00140,facilities,25,0.775994,0.930569
B,q00141,engineering,22,0.936379,0.866948
B,q00142,engineering,39,0.936379,1.0
B,q00143,engineering,31,0.46271,0.507539
B,q00144,engineering,29,0.72733,0.791727
B,q00145,facilities,33,0.34052,0.627409
B,q00146,engineering,28,0.794883,0.936379
B,q00147,facilities,28,0.870125,0.800694
B,q00148,logistics,33,0.710023,0.42631
B,q00149,engineering,29,0.905212,0.936379
