accuracy,accuracy_answered,answer_cached_questions,answer_cost_per_correct_usd,answer_cost_usd,answer_p50_seconds,answer_p95_seconds,answer_tokens_in,answer_tokens_out,answered,binary_scored,cohort,config_sha256,context_budget_tokens,correct,cost_per_correct_basis,dataset,empty_answer_questions,evaluation_cost_usd,exact_match_accuracy,f1_mean,incremental_answer_usd_recorded,incremental_api_usd_recorded,index_llm_usd,index_seconds,index_storage_bytes,indexed_groups,judge,logical_answer_cost_usd,mean_context_tokens,mean_score,mean_score_denominator,questions,reader,requested_questions,retrieval_gold_questions,retrieval_incomplete_evidence_excluded,retrieval_metrics,retrieval_p50_seconds,retrieval_p95_seconds,retrieved,scope,score_label,score_metric,scored,serving_p50_seconds,serving_p95_seconds,source_corpus_bytes,source_groups,source_tokens,source_tokens_complete,status,type,unanswered,unscored,variant,verified_correct_fraction_of_full
,,0,,0.22009575000000006,4.83076837551198,5.9521488148893695,162281.0,26236.0,40,0,multi_session_reasoning,476236457261c10bbce3a95792a56b21b05ec5be1a59c47e0971513c3f05331e,4000,,,beam_100k,0,0.012127600000000002,,,0.22009575000000006,0.23222335000000002,0.0,684.9726879168884,27561909,20,gemini-2.5-flash-lite,0.22009575000000006,3999.9,0.30333333333333334,40,40,gemini-3.6-flash,40,40,0,"{""all_evidence_at_budget"": 0.125, ""evidence_recall_at_budget"": 0.3276136363636364, ""recall_at_10"": 0.4471590909090909, ""recall_at_100"": 0.8225252525252525, ""recall_at_5"": 0.29450757575757575}",0.07238777101156302,0.1067773672955809,40,full,graded rubric mean,"[""beam_rubric_mean""]",40,4.90670191749814,6.02916806008434,13375834,20,2845367.0,True,complete,multi_session_reasoning,0,0,beam_100k,
,,0,,0.22293975000000005,4.87000552052632,6.08976094968093,159208.0,27609.0,40,0,preference_following,476236457261c10bbce3a95792a56b21b05ec5be1a59c47e0971513c3f05331e,4000,,,beam_100k,0,0.009448100000000001,,,0.22293975000000005,0.23238785000000003,0.0,684.9726879168884,27561909,20,gemini-2.5-flash-lite,0.22293975000000005,3999.55,0.5083333333333333,40,40,gemini-3.6-flash,40,39,0,"{""all_evidence_at_budget"": 0.23076923076923078, ""evidence_recall_at_budget"": 0.2564102564102564, ""recall_at_10"": 0.34615384615384615, ""recall_at_100"": 0.8247863247863247, ""recall_at_5"": 0.2564102564102564}",0.07304389600176364,0.10744199548207686,40,full,graded rubric mean,"[""beam_rubric_mean""]",40,4.950776729005156,6.15322216990753,13375834,20,2845367.0,True,complete,preference_following,0,0,beam_100k,
,,1,,0.23301900000000003,5.373562312481226,6.158889006252866,161602.0,29818.0,40,0,summarization,476236457261c10bbce3a95792a56b21b05ec5be1a59c47e0971513c3f05331e,4000,,,beam_100k,0,0.024998000000000006,,,0.22721850000000005,0.25194450000000007,0.0,684.9726879168884,27561909,20,gemini-2.5-flash-lite,0.23301900000000003,3999.5,0.014270833333333333,40,40,gemini-3.6-flash,40,36,0,"{""all_evidence_at_budget"": 0.0, ""evidence_recall_at_budget"": 0.07908950617283951, ""recall_at_10"": 0.11739518197851531, ""recall_at_100"": 0.5637120210036877, ""recall_at_5"": 0.07137345679012345}",0.08007895800983533,0.1234056434303056,40,full,graded rubric mean,"[""beam_rubric_mean""]",40,5.453505291516194,6.260666651846258,13375834,20,2845367.0,True,complete,summarization,0,0,beam_100k,
,,0,,0.218391,4.418209708499489,5.636776881245896,165563.0,25125.0,40,0,temporal_reasoning,476236457261c10bbce3a95792a56b21b05ec5be1a59c47e0971513c3f05331e,4000,,,beam_100k,0,0.008987,,,0.218391,0.22726800000000003,0.0,684.9726879168884,27561909,20,gemini-2.5-flash-lite,0.218391,4000.0,0.3625,40,40,gemini-3.6-flash,40,40,0,"{""all_evidence_at_budget"": 0.65, ""evidence_recall_at_budget"": 0.775, ""recall_at_10"": 0.85, ""recall_at_100"": 1.0, ""recall_at_5"": 0.7375}",0.06727797898929566,0.12117465867486313,40,full,graded rubric mean,"[""beam_rubric_mean""]",40,4.499341707996791,5.716859227081295,13375834,20,2845367.0,True,complete,temporal_reasoning,0,0,beam_100k,
,,0,,0.35795324999999983,4.081909437023569,5.902602335755363,278056.0,39843.0,70,0,abstention,1595ff9332ea6e3bf5e5d3ac191d6799dfeb1258bbdc8c3f8ca12accf41ba1eb,4000,,,beam_1m,0,0.0106006,,,0.35795324999999983,0.36855385000000007,0.0,8938.686431374168,387061111,35,gemini-2.5-flash-lite,0.35795324999999983,3999.8714285714286,0.8214285714285714,70,70,gemini-3.6-flash,70,0,0,{},0.05828004199429415,0.10048938139516393,70,full,graded rubric mean,"[""beam_rubric_mean""]",70,4.136287978530163,5.952143737499135,175005220,35,39717906.0,True,complete,abstention,0,0,beam_1m,
,,0,,0.35773950000000015,4.047725812997669,5.546106287499424,276006.0,40196.0,70,0,contradiction_resolution,1595ff9332ea6e3bf5e5d3ac191d6799dfeb1258bbdc8c3f8ca12accf41ba1eb,4000,,,beam_1m,0,0.03402490000000001,,,0.35773950000000015,0.38970469999999996,0.0,8938.686431374168,387061111,35,gemini-2.5-flash-lite,0.35773950000000015,3999.342857142857,0.2,70,70,gemini-3.6-flash,70,70,0,"{""all_evidence_at_budget"": 0.2571428571428571, ""evidence_recall_at_budget"": 0.45287414965986394, ""recall_at_10"": 0.5088265306122449, ""recall_at_100"": 0.7361394557823129, ""recall_at_5"": 0.4091836734693878}",0.06346624999423511,0.09811839999456423,70,full,graded rubric mean,"[""beam_rubric_mean""]",70,4.102107166982023,5.603391581369214,175005220,35,39717906.0,True,complete,contradiction_resolution,0,0,beam_1m,
,,0,,0.40431750000000005,5.226731916482095,6.102880021353485,275505.0,52717.0,70,0,event_ordering,1595ff9332ea6e3bf5e5d3ac191d6799dfeb1258bbdc8c3f8ca12accf41ba1eb,4000,,,beam_1m,0,0.08181830000000001,,,0.40431750000000005,0.4861278999999999,0.0,8938.686431374168,387061111,35,gemini-2.5-flash-lite,0.40431750000000005,3999.3714285714286,0.011196660482374768,70,70,gemini-3.6-flash,70,70,0,"{""all_evidence_at_budget"": 0.0, ""evidence_recall_at_budget"": 0.018418671612333223, ""recall_at_10"": 0.023323367846579568, ""recall_at_100"": 0.12765522673877744, ""recall_at_5"": 0.011856371478604518}",0.06422412500251085,0.10189251699484883,70,full,graded rubric mean,"[""beam_rubric_mean""]",70,5.295970082457643,6.178496365557658,175005220,35,39717906.0,True,complete,event_ordering,0,0,beam_1m,
,,0,,0.35786400000000024,4.267298916500295,5.8997111751377815,277742.0,39882.0,70,0,information_extraction,1595ff9332ea6e3bf5e5d3ac191d6799dfeb1258bbdc8c3f8ca12accf41ba1eb,4000,,,beam_1m,0,0.022452199999999988,,,0.35786400000000024,0.38020469999999995,0.0,8938.686431374168,387061111,35,gemini-2.5-flash-lite,0.35786400000000024,3999.8142857142857,0.3952380952380952,70,70,gemini-3.6-flash,70,70,0,"{""all_evidence_at_budget"": 0.2714285714285714, ""evidence_recall_at_budget"": 0.30833333333333335, ""recall_at_10"": 0.38571428571428573, ""recall_at_100"": 0.7309523809523809, ""recall_at_5"": 0.29523809523809524}",0.06256220853538252,0.11341726248792829,70,full,graded rubric mean,"[""beam_rubric_mean""]",70,4.349262936972082,5.970691924990388,175005220,35,39717906.0,True,complete,information_extraction,0,0,beam_1m,
,,0,,0.38010600000000005,4.613141374982661,5.913568700189352,274603.0,46441.0,70,0,instruction_following,1595ff9332ea6e3bf5e5d3ac191d6799dfeb1258bbdc8c3f8ca12accf41ba1eb,4000,,,beam_1m,0,0.019828699999999998,,,0.38010600000000005,0.3994639,0.0,8938.686431374168,387061111,35,gemini-2.5-flash-lite,0.38010600000000005,4000.0,0.25476190476190474,70,70,gemini-3.6-flash,70,70,0,"{""all_evidence_at_budget"": 0.05714285714285714, ""evidence_recall_at_budget"": 0.0880952380952381, ""recall_at_10"": 0.10714285714285714, ""recall_at_100"": 0.5380952380952381, ""recall_at_5"": 0.08095238095238096}",0.06744087499100715,0.0932444539561402,70,full,graded rubric mean,"[""beam_rubric_mean""]",70,4.713429957977496,5.973648221252369,175005220,35,39717906.0,True,complete,instruction_following,0,0,beam_1m,
,,0,,0.35905725,4.176068958506221,6.120789799999328,281833.0,39382.0,70,0,knowledge_update,1595ff9332ea6e3bf5e5d3ac191d6799dfeb1258bbdc8c3f8ca12accf41ba1eb,4000,,,beam_1m,0,0.009020700000000001,,,0.35905725,0.3680779499999999,0.0,8938.686431374168,387061111,35,gemini-2.5-flash-lite,0.35905725,3999.714285714286,0.4785714285714286,70,70,gemini-3.6-flash,70,70,0,"{""all_evidence_at_budget"": 0.24285714285714285, ""evidence_recall_at_budget"": 0.4927721088435374, ""recall_at_10"": 0.5937244897959184, ""recall_at_100"": 0.8627210884353742, ""recall_at_5"": 0.45479591836734695}",0.06608362501719967,0.11682592296856455,70,full,graded rubric mean,"[""beam_rubric_mean""]",70,4.265081500023371,6.198714576897327,175005220,35,39717906.0,True,complete,knowledge_update,0,0,beam_1m,
,,0,,0.3805574999999998,4.5332499589712825,6.090504768892424,277685.0,45945.0,70,0,multi_session_reasoning,1595ff9332ea6e3bf5e5d3ac191d6799dfeb1258bbdc8c3f8ca12accf41ba1eb,4000,,,beam_1m,0,0.03172249999999999,,,0.3805574999999998,0.41228000000000015,0.0,8938.686431374168,387061111,35,gemini-2.5-flash-lite,0.3805574999999998,3999.7571428571428,0.25035714285714283,70,70,gemini-3.6-flash,70,70,0,"{""all_evidence_at_budget"": 0.02857142857142857, ""evidence_recall_at_budget"": 0.19844155844155845, ""recall_at_10"": 0.27231756338899193, ""recall_at_100"": 0.6439230774698755, ""recall_at_5"": 0.17748917748917747}",0.06758133348193951,0.10647281873098106,70,full,graded rubric mean,"[""beam_rubric_mean""]",70,4.599667021480855,6.15782182541152,175005220,35,39717906.0,True,complete,multi_session_reasoning,0,0,beam_1m,
,,0,,0.38594925,5.010427625034936,6.279967649822356,274639.0,47992.0,70,0,preference_following,1595ff9332ea6e3bf5e5d3ac191d6799dfeb1258bbdc8c3f8ca12accf41ba1eb,4000,,,beam_1m,0,0.0225472,,,0.38594925,0.40849645000000007,0.0,8938.686431374168,387061111,35,gemini-2.5-flash-lite,0.38594925,3999.9285714285716,0.5125,70,70,gemini-3.6-flash,70,69,0,"{""all_evidence_at_budget"": 0.07246376811594203, ""evidence_recall_at_budget"": 0.15417529330572807, ""recall_at_10"": 0.21335403726708074, ""recall_at_100"": 0.5024499654934438, ""recall_at_5"": 0.1288129744651484}",0.06469374996959232,0.09279616890125908,70,full,graded rubric mean,"[""beam_rubric_mean""]",70,5.076317416533129,6.350360616439138,175005220,35,39717906.0,True,complete,preference_following,0,0,beam_1m,
,,1,,0.4013722499999999,5.373526250506984,6.282778841856635,276058.0,51821.0,70,0,summarization,1595ff9332ea6e3bf5e5d3ac191d6799dfeb1258bbdc8c3f8ca12accf41ba1eb,4000,,,beam_1m,0,0.05735159999999999,,,0.3953684999999999,0.4525829000000002,0.0,8938.686431374168,387061111,35,gemini-2.5-flash-lite,0.4013722499999999,3999.9714285714285,0.020133219954648524,70,70,gemini-3.6-flash,70,66,0,"{""all_evidence_at_budget"": 0.0, ""evidence_recall_at_budget"": 0.041244319885264835, ""recall_at_10"": 0.07658471048820285, ""recall_at_100"": 0.2877178694907742, ""recall_at_5"": 0.037358057148709115}",0.06701797898858786,0.13142456426285204,70,full,graded rubric mean,"[""beam_rubric_mean""]",70,5.448354021529667,6.35632383300981,175005220,35,39717906.0,True,complete,summarization,0,0,beam_1m,
,,0,,0.3807382499999999,4.3912964585179,5.6624601984076435,283831.0,44764.0,70,0,temporal_reasoning,1595ff9332ea6e3bf5e5d3ac191d6799dfeb1258bbdc8c3f8ca12accf41ba1eb,4000,,,beam_1m,0,0.0161736,,,0.3807382499999999,0.39602455,0.0,8938.686431374168,387061111,35,gemini-2.5-flash-lite,0.3807382499999999,3999.5857142857144,0.225,70,70,gemini-3.6-flash,70,70,0,"{""all_evidence_at_budget"": 0.2857142857142857, ""evidence_recall_at_budget"": 0.47996598639455784, ""recall_at_10"": 0.5327210884353741, ""recall_at_100"": 0.854421768707483, ""recall_at_5"": 0.42768707482993196}",0.06720604147994891,0.1061045723967254,70,full,graded rubric mean,"[""beam_rubric_mean""]",70,4.457324583490845,5.734180092555471,175005220,35,39717906.0,True,complete,temporal_reasoning,0,0,beam_1m,
,,0,,0.357006,4.085306541499449,6.034823950004647,279258.0,39350.0,70,0,abstention,ef8d6107d7b95c43d48722c1265343cfb27e86f4ff925e67c34b877546f33d26,4000,,,beam_500k,0,0.008579000000000003,,,0.357006,0.36558500000000005,0.0,4410.598246745125,187098861,35,gemini-2.5-flash-lite,0.357006,3999.657142857143,0.7714285714285715,70,70,gemini-3.6-flash,70,0,0,{},0.054435958998510614,0.07204288560315035,70,full,graded rubric mean,"[""beam_rubric_mean""]",70,4.140006937494036,6.086533771207905,85197627,35,19317471.0,True,complete,abstention,0,0,beam_500k,
,,0,,0.36709949999999997,4.247780895995675,5.501294718912686,277371.0,42419.0,70,0,contradiction_resolution,ef8d6107d7b95c43d48722c1265343cfb27e86f4ff925e67c34b877546f33d26,4000,,,beam_500k,0,0.0342666,,,0.36709949999999997,0.4006792000000002,0.0,4410.598246745125,187098861,35,gemini-2.5-flash-lite,0.36709949999999997,3999.714285714286,0.20714285714285716,70,70,gemini-3.6-flash,70,70,0,"{""all_evidence_at_budget"": 0.4, ""evidence_recall_at_budget"": 0.6666666666666666, ""recall_at_10"": 0.7464285714285714, ""recall_at_100"": 0.9035714285714286, ""recall_at_5"": 0.655952380952381}",0.058279249467886984,0.08371682281722315,70,full,graded rubric mean,"[""beam_rubric_mean""]",70,4.3033988754905295,5.570746692005195,85197627,35,19317471.0,True,complete,contradiction_resolution,0,0,beam_500k,
,,0,,0.4050285,5.195442625496071,6.011235358857084,277123.0,52583.0,70,0,event_ordering,ef8d6107d7b95c43d48722c1265343cfb27e86f4ff925e67c34b877546f33d26,4000,,,beam_500k,0,0.0681161,,,0.4050285,0.47314460000000014,0.0,4410.598246745125,187098861,35,gemini-2.5-flash-lite,0.4050285,3999.6285714285714,0.008392857142857143,70,70,gemini-3.6-flash,70,70,0,"{""all_evidence_at_budget"": 0.0, ""evidence_recall_at_budget"": 0.007653061224489796, ""recall_at_10"": 0.0125926652712367, ""recall_at_100"": 0.1594358206204315, ""recall_at_5"": 0.005204081632653061}",0.06267679150914773,0.08129606670117936,70,full,graded rubric mean,"[""beam_rubric_mean""]",70,5.254330438474426,6.082075338053983,85197627,35,19317471.0,True,complete,event_ordering,0,0,beam_500k,
,,1,,0.3593137500000001,4.114295124978526,5.674106381405727,286380.0,38541.0,70,0,information_extraction,ef8d6107d7b95c43d48722c1265343cfb27e86f4ff925e67c34b877546f33d26,4000,,,beam_500k,0,0.014662900000000001,,,0.35443575000000005,0.3687510500000001,0.0,4410.598246745125,187098861,35,gemini-2.5-flash-lite,0.3593137500000001,3999.8571428571427,0.4869047619047619,70,70,gemini-3.6-flash,70,70,0,"{""all_evidence_at_budget"": 0.38571428571428573, ""evidence_recall_at_budget"": 0.4, ""recall_at_10"": 0.45714285714285713, ""recall_at_100"": 0.85, ""recall_at_5"": 0.39285714285714285}",0.060329124971758574,0.08607923373056107,70,full,graded rubric mean,"[""beam_rubric_mean""]",70,4.1781016669701785,5.738239002044429,85197627,35,19317471.0,True,complete,information_extraction,0,0,beam_500k,
,,0,,0.38176874999999993,4.66574099950958,6.078553093926166,278225.0,46160.0,70,0,instruction_following,ef8d6107d7b95c43d48722c1265343cfb27e86f4ff925e67c34b877546f33d26,4000,,,beam_500k,0,0.014001800000000003,,,0.38176874999999993,0.3957705499999999,0.0,4410.598246745125,187098861,35,gemini-2.5-flash-lite,0.38176874999999993,3999.8714285714286,0.23809523809523808,70,70,gemini-3.6-flash,70,70,0,"{""all_evidence_at_budget"": 0.11428571428571428, ""evidence_recall_at_budget"": 0.15476190476190477, ""recall_at_10"": 0.2119047619047619, ""recall_at_100"": 0.5928571428571429, ""recall_at_5"": 0.1261904761904762}",0.06383733302936889,0.08420882849022746,70,full,graded rubric mean,"[""beam_rubric_mean""]",70,4.732235478499206,6.157799316878663,85197627,35,19317471.0,True,complete,instruction_following,0,0,beam_500k,
,,0,,0.3632609999999999,4.276661395531846,5.973832170490641,282393.0,40391.0,70,0,knowledge_update,ef8d6107d7b95c43d48722c1265343cfb27e86f4ff925e67c34b877546f33d26,4000,,,beam_500k,0,0.0093588,,,0.3632609999999999,0.37261979999999995,0.0,4410.598246745125,187098861,35,gemini-2.5-flash-lite,0.3632609999999999,3999.6714285714284,0.4023809523809524,70,70,gemini-3.6-flash,70,69,0,"{""all_evidence_at_budget"": 0.36231884057971014, ""evidence_recall_at_budget"": 0.6183574879227053, ""recall_at_10"": 0.6859903381642513, ""recall_at_100"": 0.894927536231884, ""recall_at_5"": 0.5917874396135265}",0.06111091701313853,0.07428117498348001,70,full,graded rubric mean,"[""beam_rubric_mean""]",70,4.338079208013369,6.03770567671745,85197627,35,19317471.0,True,complete,knowledge_update,0,0,beam_500k,
,,0,,0.39022650000000003,4.4365318334894255,6.09970715380914,281202.0,47820.0,70,0,multi_session_reasoning,ef8d6107d7b95c43d48722c1265343cfb27e86f4ff925e67c34b877546f33d26,4000,,,beam_500k,0,0.018797300000000003,,,0.39022650000000003,0.4090238,0.0,4410.598246745125,187098861,35,gemini-2.5-flash-lite,0.39022650000000003,3999.657142857143,0.2767857142857143,70,70,gemini-3.6-flash,70,70,0,"{""all_evidence_at_budget"": 0.18571428571428572, ""evidence_recall_at_budget"": 0.39924515960230245, ""recall_at_10"": 0.4847309436595151, ""recall_at_100"": 0.8223997291224182, ""recall_at_5"": 0.3404016221873365}",0.062344271020265296,0.08703062486893032,70,full,graded rubric mean,"[""beam_rubric_mean""]",70,4.506196167058079,6.174287947412813,85197627,35,19317471.0,True,complete,multi_session_reasoning,0,0,beam_500k,
