query_id,n_relevant,dense-pooled_ndcg10,dense-pooled_recall10,dense-pooled_recall100,dense-pooled_judged10,dense-chunk_ndcg10,dense-chunk_recall10,dense-chunk_recall100,dense-chunk_judged10,cards-static_ndcg10,cards-static_recall10,cards-static_recall100,cards-static_judged10,cards-llm_ndcg10,cards-llm_recall10,cards-llm_recall100,cards-llm_judged10
410,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
411,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
415,1,0.0,0.0,1.0,0.0,0.386853,1.0,1.0,0.1,0.315465,1.0,1.0,0.1,0.0,0.0,1.0,0.0
421,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
431,1,0.0,0.0,1.0,0.0,0.356207,1.0,1.0,0.1,0.63093,1.0,1.0,0.1,0.63093,1.0,1.0,0.1
436,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
437,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
439,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,0.1,1.0,1.0,1.0,0.1
440,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
443,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
452,2,0.177239,0.5,1.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0
475,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
478,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
491,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
501,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
502,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
507,1,0.63093,1.0,1.0,0.1,0.63093,1.0,1.0,0.1,0.63093,1.0,1.0,0.1,0.63093,1.0,1.0,0.1
508,1,0.0,0.0,1.0,0.0,0.289065,1.0,1.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
513,1,0.63093,1.0,1.0,0.1,0.5,1.0,1.0,0.1,0.63093,1.0,1.0,0.1,0.63093,1.0,1.0,0.1
514,1,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
516,1,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
517,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
521,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,0.1,0.63093,1.0,1.0,0.1
525,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
527,1,0.0,0.0,1.0,0.0,0.315465,1.0,1.0,0.1,0.0,0.0,1.0,0.0,0.333333,1.0,1.0,0.1
528,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
532,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
533,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
535,1,0.430677,1.0,1.0,0.1,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,0.1,0.63093,1.0,1.0,0.1
536,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
539,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
540,2,0.264068,0.5,1.0,0.1,0.204382,0.5,1.0,0.1,0.218407,0.5,1.0,0.1,0.193426,0.5,1.0,0.1
544,1,0.0,0.0,1.0,0.0,0.289065,1.0,1.0,0.1,0.0,0.0,1.0,0.0,0.430677,1.0,1.0,0.1
549,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
551,1,0.63093,1.0,1.0,0.1,0.386853,1.0,1.0,0.1,0.63093,1.0,1.0,0.1,1.0,1.0,1.0,0.1
552,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
554,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
560,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
569,1,0.430677,1.0,1.0,0.1,0.430677,1.0,1.0,0.1,0.356207,1.0,1.0,0.1,0.315465,1.0,1.0,0.1
575,1,0.5,1.0,1.0,0.1,0.5,1.0,1.0,0.1,0.5,1.0,1.0,0.1,0.386853,1.0,1.0,0.1
577,1,0.315465,1.0,1.0,0.1,0.5,1.0,1.0,0.1,0.333333,1.0,1.0,0.1,0.430677,1.0,1.0,0.1
578,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
587,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,1.0,0.1,0.386853,1.0,1.0,0.1
589,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
593,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
597,3,0.792865,1.0,1.0,0.3,0.644784,1.0,1.0,0.3,0.433345,1.0,1.0,0.3,0.761357,1.0,1.0,0.3
598,1,0.333333,1.0,1.0,0.1,0.386853,1.0,1.0,0.1,0.333333,1.0,1.0,0.1,0.333333,1.0,1.0,0.1
613,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
619,2,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
623,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
628,1,0.430677,1.0,1.0,0.1,0.0,0.0,1.0,0.0,0.289065,1.0,1.0,0.1,0.5,1.0,1.0,0.1
636,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
637,1,0.430677,1.0,1.0,0.1,0.430677,1.0,1.0,0.1,0.430677,1.0,1.0,0.1,0.430677,1.0,1.0,0.1
641,2,0.831555,1.0,1.0,0.2,0.850345,1.0,1.0,0.2,0.831555,1.0,1.0,0.2,0.831555,1.0,1.0,0.2
644,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
649,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
659,1,0.430677,1.0,1.0,0.1,1.0,1.0,1.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
660,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
674,1,0.333333,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
684,1,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,0.1,1.0,1.0,1.0,0.1,0.5,1.0,1.0,0.1
690,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
691,1,0.430677,1.0,1.0,0.1,0.5,1.0,1.0,0.1,0.289065,1.0,1.0,0.1,0.315465,1.0,1.0,0.1
692,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
693,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
700,1,0.63093,1.0,1.0,0.1,0.63093,1.0,1.0,0.1,0.63093,1.0,1.0,0.1,0.63093,1.0,1.0,0.1
702,1,0.63093,1.0,1.0,0.1,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,0.1,0.63093,1.0,1.0,0.1
715,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
716,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
718,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
721,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
723,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
727,1,0.430677,1.0,1.0,0.1,0.5,1.0,1.0,0.1,0.5,1.0,1.0,0.1,1.0,1.0,1.0,0.1
728,2,0.650921,1.0,1.0,0.2,0.919721,1.0,1.0,0.2,0.693426,1.0,1.0,0.2,1.0,1.0,1.0,0.2
729,1,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,0.1,1.0,1.0,1.0,0.1,0.5,1.0,1.0,0.1
742,1,0.30103,1.0,1.0,0.1,1.0,1.0,1.0,0.1,0.0,0.0,1.0,0.0,0.5,1.0,1.0,0.1
743,1,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
744,1,0.5,1.0,1.0,0.1,0.5,1.0,1.0,0.1,0.5,1.0,1.0,0.1,0.5,1.0,1.0,0.1
756,1,0.63093,1.0,1.0,0.1,0.63093,1.0,1.0,0.1,0.5,1.0,1.0,0.1,0.63093,1.0,1.0,0.1
759,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
768,1,0.0,0.0,1.0,0.0,0.63093,1.0,1.0,0.1,0.289065,1.0,1.0,0.1,0.0,0.0,0.0,0.0
770,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
775,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
781,1,0.63093,1.0,1.0,0.1,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,0.1,1.0,1.0,1.0,0.1
783,1,0.386853,1.0,1.0,0.1,0.289065,1.0,1.0,0.1,0.289065,1.0,1.0,0.1,0.30103,1.0,1.0,0.1
784,1,0.63093,1.0,1.0,0.1,1.0,1.0,1.0,0.1,0.5,1.0,1.0,0.1,0.63093,1.0,1.0,0.1
785,1,0.0,0.0,0.0,0.0,0.63093,1.0,1.0,0.1,0.63093,1.0,1.0,0.1,0.386853,1.0,1.0,0.1
793,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,0.1
800,1,0.63093,1.0,1.0,0.1,0.333333,1.0,1.0,0.1,0.430677,1.0,1.0,0.1,0.356207,1.0,1.0,0.1
805,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
808,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
811,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
814,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
820,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
830,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.30103,1.0,1.0,0.1,0.0,0.0,1.0,0.0
831,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
832,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
834,1,0.0,0.0,0.0,0.0,0.289065,1.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
837,1,0.63093,1.0,1.0,0.1,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,0.1,1.0,1.0,1.0,0.1
839,1,0.5,1.0,1.0,0.1,1.0,1.0,1.0,0.1,0.386853,1.0,1.0,0.1,1.0,1.0,1.0,0.1
845,1,0.430677,1.0,1.0,0.1,0.333333,1.0,1.0,0.1,0.333333,1.0,1.0,0.1,0.356207,1.0,1.0,0.1
847,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
852,1,0.63093,1.0,1.0,0.1,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,0.1,0.386853,1.0,1.0,0.1
859,1,0.430677,1.0,1.0,0.1,0.63093,1.0,1.0,0.1,1.0,1.0,1.0,0.1,0.333333,1.0,1.0,0.1
870,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
873,5,0.267619,0.4,1.0,0.2,0.300785,0.4,0.8,0.2,0.434033,0.6,1.0,0.3,0.32704,0.4,1.0,0.2
879,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
880,1,0.63093,1.0,1.0,0.1,0.386853,1.0,1.0,0.1,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,0.1
882,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
887,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
903,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
