seed,workload,query_id,pool,n_relevant,T_A,T_B
23,A,q00088,security,19,0.0,0.399569
23,A,q00089,procurement,20,0.220092,0.315163
23,A,q00090,security,24,0.605985,0.738557
23,A,q00091,security,19,0.547398,0.648932
23,A,q00092,procurement,20,0.648932,0.217261
23,A,q00093,security,13,0.242618,0.563788
23,A,q00094,procurement,18,0.930569,0.362887
23,A,q00095,security,9,0.235046,0.235046
23,A,q00096,security,13,0.623574,0.358954
23,A,q00097,legal,20,0.936379,0.754269
23,A,q00098,legal,15,0.855348,0.457675
23,A,q00099,security,18,0.469,0.522496
23,A,q00100,security,28,0.630043,0.870125
23,A,q00101,legal,20,0.864315,0.563788
23,A,q00102,legal,14,0.614952,0.283713
23,A,q00103,procurement,16,0.142795,0.358954
23,A,q00104,legal,18,0.653147,0.233651
23,A,q00105,security,13,0.545521,0.378501
23,A,q00106,procurement,11,0.358954,0.208294
23,A,q00107,legal,13,0.763095,0.503324
23,A,q00108,legal,13,0.800694,0.652088
23,A,q00109,security,28,0.620397,1.0
23,A,q00110,legal,20,0.781805,0.368856
23,A,q00111,procurement,16,0.069431,0.49464
23,A,q00112,security,22,0.173187,0.535254
23,A,q00113,legal,20,0.778807,0.094788
23,A,q00114,procurement,14,0.31834,0.094788
23,A,q00115,security,12,0.648932,0.648932
23,A,q00116,procurement,17,0.289523,0.47479
23,A,q00117,procurement,18,0.428385,0.72733
23,A,q00118,security,12,0.648932,0.648932
23,A,q00119,security,17,0.662016,0.851236
23,A,q00120,legal,27,0.841591,0.921602
23,A,q00121,procurement,18,0.930569,0.362887
23,A,q00122,legal,13,0.800694,0.652088
23,A,q00123,procurement,16,0.0,0.0
23,A,q00124,legal,15,0.791727,0.503607
23,A,q00125,legal,16,0.70974,0.547398
23,A,q00126,security,13,0.246186,0.542364
23,A,q00127,security,12,0.0,0.507718
23,A,q00128,security,13,0.545521,0.378501
23,A,q00129,legal,10,0.330138,0.248908
23,A,q00130,legal,13,0.469,0.444853
23,A,q00131,security,22,0.173187,0.535254
23,A,q00132,procurement,14,0.428385,0.271914
23,A,q00133,security,19,0.151762,0.424926
23,A,q00134,procurement,11,0.358954,0.220092
23,A,q00135,security,19,0.602506,0.563788
23,A,q00136,procurement,20,0.63322,0.503324
23,A,q00137,security,12,0.133052,0.444097
23,A,q00138,procurement,16,0.069431,0.49464
23,A,q00139,legal,16,0.70974,0.547398
23,A,q00140,security,17,0.066254,0.507718
23,A,q00141,legal,20,0.936379,0.754269
23,A,q00142,security,18,0.469,0.547398
23,A,q00143,security,18,0.0,0.110046
23,A,q00144,legal,20,0.864315,0.563788
23,A,q00145,legal,16,0.70974,0.547398
23,A,q00146,security,28,0.567721,0.933746
23,A,q00147,security,28,0.630043,0.870125
23,A,q00148,procurement,16,0.085143,0.4819
23,A,q00149,security,17,0.0,0.513529
23,A,q00150,security,18,0.469,0.547398
23,A,q00151,procurement,16,0.142795,0.358954
23,A,q00152,legal,20,0.936379,0.484712
23,A,q00153,security,13,0.623574,0.358954
23,A,q00154,security,13,0.623574,0.358954
23,A,q00155,procurement,17,0.563788,0.630043
23,A,q00156,security,12,0.195189,0.330138
23,A,q00157,legal,20,1.0,0.671759
23,A,q00158,security,24,0.684018,0.690648
23,A,q00159,procurement,13,0.538886,0.290625
23,A,q00160,procurement,17,0.563788,0.632541
23,A,q00161,procurement,17,0.381134,0.49464
23,A,q00162,legal,15,0.281658,0.085143
23,A,q00163,security,24,0.611019,0.563788
23,A,q00164,legal,20,0.864315,0.563788
23,A,q00165,legal,20,0.599694,0.535254
23,A,q00166,legal,15,0.364744,0.16422
23,A,q00167,security,17,0.563788,0.358954
23,A,q00168,security,12,0.608618,0.642187
23,A,q00169,legal,18,0.653147,0.233651
23,A,q00170,legal,13,0.469,0.444853
23,A,q00171,legal,15,0.855348,0.457675
23,A,q00172,procurement,18,0.0,0.208294
23,A,q00173,legal,10,0.31488,0.233651
23,A,q00174,legal,9,0.834923,0.216241
23,A,q00175,security,19,0.602506,0.563788
23,A,q00176,legal,16,0.697596,0.574337
23,A,q00177,legal,16,0.29849,0.0
23,A,q00178,security,22,0.173187,0.535254
23,A,q00179,procurement,13,0.47479,0.253295
23,A,q00180,security,22,0.173187,0.535254
23,A,q00181,security,17,0.0,0.519997
23,A,q00182,legal,15,0.796761,0.643121
23,A,q00183,legal,20,0.860382,0.554143
23,A,q00184,security,12,0.343697,0.637152
23,A,q00185,security,22,0.173187,0.535254
23,A,q00186,security,13,0.246186,0.542364
23,A,q00187,legal,20,1.0,0.671759
23,A,q00188,legal,27,0.930569,0.863015
23,A,q00189,legal,15,0.791727,0.503607
23,A,q00190,procurement,18,0.930569,0.362887
23,A,q00191,legal,15,0.281658,0.085143
23,A,q00192,legal,15,0.838957,0.41245
23,A,q00193,legal,10,0.330138,0.248908
23,A,q00194,procurement,11,0.358954,0.220092
23,A,q00195,procurement,20,0.648932,0.217261
23,A,q00196,security,19,0.547398,0.648932
23,A,q00197,legal,14,0.357076,0.154574
23,A,q00198,procurement,16,0.195189,0.358954
23,A,q00199,procurement,20,0.289523,0.425208
23,B,q00000,logistics,19,0.933746,0.863015
23,B,q00001,engineering,14,0.784982,0.866948
23,B,q00002,logistics,20,0.826333,0.863015
23,B,q00003,engineering,13,0.687017,0.715186
23,B,q00004,logistics,16,0.936379,0.933746
23,B,q00005,facilities,23,0.49829,0.936379
23,B,q00006,engineering,23,0.936379,1.0
23,B,q00007,logistics,19,0.358954,0.493679
23,B,q00008,engineering,16,0.933746,0.933746
23,B,q00009,facilities,15,0.936379,1.0
23,B,q00010,facilities,23,0.860382,1.0
23,B,q00011,logistics,15,0.538886,0.437352
23,B,q00012,engineering,13,0.768227,0.712552
23,B,q00013,facilities,19,0.432773,0.72733
23,B,q00014,facilities,21,1.0,0.933746
23,B,q00015,facilities,22,0.680905,0.936379
23,B,q00016,engineering,14,0.933746,0.936379
23,B,q00017,engineering,14,0.933746,0.866948
23,B,q00018,logistics,16,0.542364,0.627507
23,B,q00019,facilities,21,0.790951,0.715186
23,B,q00020,facilities,13,0.652371,0.662114
23,B,q00021,engineering,15,1.0,1.0
23,B,q00022,logistics,16,0.760079,0.652088
23,B,q00023,facilities,18,0.933746,1.0
23,B,q00024,logistics,13,0.668761,0.62433
23,B,q00025,facilities,18,0.686715,1.0
23,B,q00026,engineering,14,0.936379,1.0
23,B,q00027,logistics,16,0.469454,0.547398
23,B,q00028,facilities,21,0.866948,0.936379
23,B,q00029,logistics,13,0.696938,0.701973
23,B,q00030,facilities,17,0.866948,0.800694
23,B,q00031,engineering,23,1.0,1.0
23,B,q00032,engineering,15,0.933746,0.933746
23,B,q00033,facilities,15,0.930569,1.0
23,B,q00034,facilities,18,0.793584,0.936379
23,B,q00035,logistics,18,0.870125,0.791727
23,B,q00036,engineering,23,1.0,1.0
23,B,q00037,engineering,14,0.684383,0.785916
23,B,q00038,facilities,18,0.561892,0.715551
23,B,q00039,engineering,14,0.933746,0.866948
23,B,q00040,facilities,23,0.678049,0.933746
23,B,q00041,logistics,15,0.538886,0.437352
23,B,q00042,engineering,10,0.72733,0.683084
23,B,q00043,logistics,18,0.793584,0.772062
23,B,q00044,logistics,15,0.466277,0.069431
23,B,q00045,facilities,15,0.930569,0.870125
23,B,q00046,logistics,15,0.466277,0.069431
23,B,q00047,facilities,14,0.376446,0.465823
23,B,q00048,engineering,14,0.684383,0.785916
23,B,q00049,logistics,19,0.617764,0.400306
23,B,q00050,engineering,15,1.0,1.0
23,B,q00051,facilities,21,1.0,0.933746
23,B,q00052,logistics,18,0.617284,0.763095
23,B,q00053,logistics,16,0.936379,0.933746
23,B,q00054,facilities,23,0.719118,1.0
23,B,q00055,facilities,12,0.637152,0.711618
23,B,q00056,engineering,14,0.933746,0.936379
23,B,q00057,logistics,16,0.650513,0.715551
23,B,q00058,facilities,18,0.542818,0.469756
23,B,q00059,facilities,21,1.0,1.0
23,B,q00060,logistics,19,0.706584,0.453743
23,B,q00061,facilities,18,0.687017,0.936379
23,B,q00062,facilities,18,0.933746,1.0
23,B,q00063,engineering,13,0.768227,0.712552
23,B,q00064,logistics,16,0.570404,0.469
23,B,q00065,engineering,13,0.768227,0.712552
23,B,q00066,facilities,22,0.5795,0.870125
23,B,q00067,logistics,18,0.561911,0.608618
23,B,q00068,facilities,21,0.866948,0.936379
23,B,q00069,engineering,10,0.554143,0.718363
23,B,q00070,facilities,18,0.933746,1.0
23,B,q00071,facilities,14,0.598875,0.576688
23,B,q00072,engineering,13,0.796761,0.793584
23,B,q00073,facilities,23,0.860382,1.0
23,B,q00074,engineering,21,0.800694,0.933746
23,B,q00075,facilities,18,0.542818,0.469756
23,B,q00076,facilities,15,0.930569,1.0
23,B,q00077,logistics,14,0.569579,0.503324
23,B,q00078,logistics,25,0.742125,0.703407
23,B,q00079,logistics,16,0.866948,0.926636
23,B,q00080,engineering,14,0.933746,0.866948
23,B,q00081,logistics,19,0.706584,0.453743
23,B,q00082,logistics,16,0.570404,0.469
23,B,q00083,facilities,15,0.936379,1.0
23,B,q00084,logistics,19,0.358954,0.204834
23,B,q00085,engineering,15,0.930569,0.933746
23,B,q00086,logistics,13,0.668761,0.62433
23,B,q00087,facilities,14,0.354245,0.632541
23,B,q00088,engineering,14,0.784982,0.866948
23,B,q00089,facilities,13,0.492461,0.4819
23,B,q00090,engineering,21,0.800694,0.933746
23,B,q00091,engineering,16,0.848603,0.870125
23,B,q00092,facilities,23,0.719118,1.0
23,B,q00093,engineering,14,0.933746,0.866948
23,B,q00094,facilities,15,0.930569,1.0
23,B,q00095,engineering,16,0.542818,0.72733
23,B,q00096,engineering,15,0.796761,0.800694
23,B,q00097,logistics,19,0.617764,0.400306
23,B,q00098,logistics,16,0.650513,0.715551
23,B,q00099,engineering,15,0.930569,0.933746
23,B,q00100,engineering,23,1.0,1.0
23,B,q00101,logistics,13,0.508474,0.444755
23,B,q00102,logistics,16,0.760079,0.652088
23,B,q00103,facilities,18,0.793584,0.936379
23,B,q00104,logistics,16,0.469454,0.547398
23,B,q00105,engineering,15,0.921602,0.930569
23,B,q00106,facilities,14,0.376446,0.465823
23,B,q00107,logistics,14,0.136985,0.290625
23,B,q00108,logistics,14,0.218195,0.154574
23,B,q00109,engineering,23,0.921602,0.936379
23,B,q00110,logistics,19,0.358954,0.204834
23,B,q00111,facilities,12,0.637152,0.711618
23,B,q00112,engineering,22,0.926636,0.926636
23,B,q00113,logistics,15,0.466277,0.069431
23,B,q00114,facilities,23,0.364744,0.926636
23,B,q00115,engineering,13,0.687017,0.715186
23,B,q00116,facilities,14,0.684018,0.642187
23,B,q00117,facilities,21,0.866948,0.936379
23,B,q00118,engineering,13,0.687017,0.715186
23,B,q00119,engineering,20,0.547398,0.648932
23,B,q00120,logistics,16,0.570404,0.469
23,B,q00121,facilities,15,0.930569,1.0
23,B,q00122,logistics,14,0.218195,0.154574
23,B,q00123,facilities,12,0.637152,0.800694
23,B,q00124,logistics,16,0.637152,0.715186
23,B,q00125,logistics,19,0.866948,0.718363
23,B,q00126,engineering,14,0.712552,0.905212
23,B,q00127,engineering,15,0.563788,0.715186
23,B,q00128,engineering,15,0.921602,0.930569
23,B,q00129,logistics,18,0.617284,0.763095
23,B,q00130,logistics,14,0.569579,0.503324
23,B,q00131,engineering,22,0.926636,0.926636
23,B,q00132,facilities,23,0.49829,0.936379
23,B,q00133,engineering,14,0.684383,0.785916
23,B,q00134,facilities,18,0.561892,0.715551
23,B,q00135,engineering,16,0.936379,0.863015
23,B,q00136,facilities,23,0.860382,1.0
23,B,q00137,engineering,15,0.630043,0.722295
23,B,q00138,facilities,12,0.637152,0.711618
23,B,q00139,logistics,19,0.866948,0.718363
23,B,q00140,engineering,10,0.642187,0.72733
23,B,q00141,logistics,19,0.617764,0.400306
23,B,q00142,engineering,15,0.933746,0.933746
23,B,q00143,engineering,14,0.933746,0.936379
23,B,q00144,logistics,13,0.508474,0.444755
23,B,q00145,logistics,19,0.866948,0.718363
23,B,q00146,engineering,23,0.936379,1.0
23,B,q00147,engineering,23,1.0,1.0
23,B,q00148,facilities,12,0.648932,0.781805
23,B,q00149,engineering,10,0.72733,0.683084
23,B,q00150,engineering,15,0.933746,0.933746
23,B,q00151,facilities,18,0.793584,0.936379
23,B,q00152,logistics,19,0.358954,0.129875
23,B,q00153,engineering,15,0.796761,0.800694
23,B,q00154,engineering,15,0.796761,0.800694
23,B,q00155,facilities,21,1.0,0.933746
23,B,q00156,engineering,15,0.715186,0.711618
23,B,q00157,logistics,19,0.706584,0.453743
23,B,q00158,engineering,21,0.793584,0.870125
23,B,q00159,facilities,14,0.353144,0.620762
23,B,q00160,facilities,21,0.790951,0.715186
23,B,q00161,facilities,14,0.598875,0.576688
23,B,q00162,logistics,20,0.811556,0.791727
23,B,q00163,engineering,21,0.870125,0.914857
23,B,q00164,logistics,13,0.508474,0.444755
23,B,q00165,logistics,19,0.358954,0.493679
23,B,q00166,logistics,20,0.826333,0.863015
23,B,q00167,engineering,17,0.790951,1.0
23,B,q00168,engineering,13,0.796761,0.793584
23,B,q00169,logistics,16,0.469454,0.547398
23,B,q00170,logistics,14,0.569579,0.503324
23,B,q00171,logistics,16,0.650513,0.715551
23,B,q00172,facilities,15,0.936379,1.0
23,B,q00173,logistics,18,0.561911,0.608618
23,B,q00174,logistics,18,0.870125,0.791727
23,B,q00175,engineering,16,0.936379,0.863015
23,B,q00176,logistics,19,0.933746,0.863015
23,B,q00177,logistics,13,0.796761,0.563788
23,B,q00178,engineering,22,0.926636,0.926636
23,B,q00179,facilities,14,0.303082,0.466277
23,B,q00180,engineering,22,0.926636,0.926636
23,B,q00181,engineering,10,0.554143,0.718363
23,B,q00182,logistics,25,0.742125,0.703407
23,B,q00183,logistics,13,0.668761,0.62433
23,B,q00184,engineering,13,0.768227,0.712552
23,B,q00185,engineering,22,0.926636,0.926636
23,B,q00186,engineering,14,0.712552,0.905212
23,B,q00187,logistics,19,0.706584,0.453743
23,B,q00188,logistics,16,0.305235,0.422575
23,B,q00189,logistics,16,0.637152,0.715186
23,B,q00190,facilities,15,0.930569,1.0
23,B,q00191,logistics,20,0.811556,0.791727
23,B,q00192,logistics,25,0.56489,0.681681
23,B,q00193,logistics,18,0.617284,0.763095
23,B,q00194,facilities,18,0.561892,0.715551
23,B,q00195,facilities,23,0.719118,1.0
23,B,q00196,engineering,16,0.848603,0.870125
23,B,q00197,logistics,16,0.936379,0.933746
23,B,q00198,facilities,18,0.542818,0.469756
23,B,q00199,facilities,13,0.652371,0.662114
